°üÃø¼Ò¸í:ÅÂ¾È,,,,,,,,,,,,,
À§µµ:36.9130555555556,,,,,,,,,,,,,
°æµµ:126.238888888889,,,,,,,,,,,,,
°üÃø½Ã°£,Á¶À§(cm),¼ö¿Â(¡É),¿°ºÐ(PSU),À¯ÀÇÆÄ°í(m),À¯ÀÇÆÄÁÖ±â(sec),ÃÖ´ëÆÄ°í(m),ÃÖ´ëÆÄÁÖ±â(sec),Ç³¼Ó(m/s),Ç³Çâ(16points),Ç³Çâ(deg),±â¿Â(¡É),±â¾Ð(hPa),½ÃÁ¤(m)
2024-06-04 3:08,664,-,-,-,-,-,-,0.1,µ¿³²µ¿,112,15.6,1012.3,-
2024-06-04 3:09,664,-,-,-,-,-,-,0,µ¿,94,15.6,1012.3,-
2024-06-04 3:10,662,-,-,-,-,-,-,0.1,µ¿³²µ¿,108,15.7,1012.3,-
2024-06-04 3:11,661,-,-,-,-,-,-,0.2,µ¿³²µ¿,110,15.7,1012.3,-
2024-06-04 3:12,661,-,-,-,-,-,-,0.7,µ¿³²µ¿,102,15.7,1012.3,-
2024-06-04 3:13,660,-,-,-,-,-,-,1,µ¿,91,15.7,1012.3,-
2024-06-04 3:14,659,-,-,-,-,-,-,1,µ¿,87,15.8,1012.2,-
2024-06-04 3:15,657,-,-,-,-,-,-,1,µ¿,90,15.8,1012.2,-
2024-06-04 3:16,656,-,-,-,-,-,-,0.9,µ¿,92,15.9,1012.2,-
2024-06-04 3:17,655,-,-,-,-,-,-,0.8,µ¿,95,16,1012.2,-
2024-06-04 3:18,654,-,-,-,-,-,-,1.1,µ¿,95,16,1012.2,-
2024-06-04 3:19,653,-,-,-,-,-,-,0.9,µ¿,97,16,1012.2,-
2024-06-04 3:20,651,-,-,-,-,-,-,0.9,µ¿,100,16,1012.3,-
2024-06-04 3:21,651,-,-,-,-,-,-,0.9,µ¿³²µ¿,113,16,1012.3,-
2024-06-04 3:22,649,-,-,-,-,-,-,0.8,µ¿,99,16.1,1012.3,-
2024-06-04 3:23,648,-,-,-,-,-,-,0.7,µ¿³²µ¿,104,16.2,1012.3,-
2024-06-04 3:24,648,-,-,-,-,-,-,0.9,µ¿,94,16.3,1012.3,-
2024-06-04 3:25,647,-,-,-,-,-,-,1,µ¿³²µ¿,105,16.3,1012.3,-
2024-06-04 3:26,645,-,-,-,-,-,-,0.9,µ¿,99,16.3,1012.3,-
2024-06-04 3:27,644,-,-,-,-,-,-,0.9,µ¿³²µ¿,105,16.4,1012.3,-
2024-06-04 3:28,642,-,-,-,-,-,-,0.6,µ¿³²µ¿,113,16.3,1012.3,-
2024-06-04 3:29,641,-,-,-,-,-,-,0.8,µ¿³²µ¿,114,16.4,1012.3,-
2024-06-04 3:30,640,-,-,-,-,-,-,0.8,µ¿³²µ¿,122,16.4,1012.3,-
2024-06-04 3:31,638,-,-,-,-,-,-,1,µ¿³²µ¿,120,16.5,1012.3,-
2024-06-04 3:32,637,-,-,-,-,-,-,0.8,³²µ¿,124,16.5,1012.3,-
2024-06-04 3:33,635,-,-,-,-,-,-,0.9,³²µ¿,125,16.6,1012.4,-
2024-06-04 3:34,634,-,-,-,-,-,-,1,³²µ¿,128,16.7,1012.4,-
2024-06-04 3:35,633,-,-,-,-,-,-,0.9,³²µ¿,126,16.8,1012.4,-
2024-06-04 3:36,632,-,-,-,-,-,-,0.9,³²µ¿,129,16.8,1012.3,-
2024-06-04 3:37,631,-,-,-,-,-,-,0.9,³²µ¿,132,16.8,1012.3,-
2024-06-04 3:38,629,-,-,-,-,-,-,0.9,³²µ¿,129,16.8,1012.3,-
2024-06-04 3:39,628,-,-,-,-,-,-,1.2,µ¿³²µ¿,120,16.9,1012.3,-
2024-06-04 3:40,626,-,-,-,-,-,-,1.4,µ¿³²µ¿,120,16.9,1012.3,-
2024-06-04 3:41,624,-,-,-,-,-,-,1,³²µ¿,127,17,1012.3,-
2024-06-04 3:42,622,-,-,-,-,-,-,0.7,µ¿³²µ¿,117,17,1012.3,-
2024-06-04 3:43,621,-,-,-,-,-,-,1.4,³²µ¿,130,17,1012.3,-
2024-06-04 3:44,620,-,-,-,-,-,-,1.1,³²µ¿,126,17.1,1012.3,-
2024-06-04 3:45,618,-,-,-,-,-,-,1.1,³²µ¿,127,17.1,1012.3,-
2024-06-04 3:46,617,-,-,-,-,-,-,1.7,³²µ¿,128,17.1,1012.3,-
2024-06-04 3:47,615,-,-,-,-,-,-,1.8,µ¿³²µ¿,123,17.1,1012.4,-
2024-06-04 3:48,614,-,-,-,-,-,-,1.7,µ¿³²µ¿,121,17.2,1012.4,-
2024-06-04 3:49,612,-,-,-,-,-,-,1.5,³²µ¿,126,17.2,1012.4,-
2024-06-04 3:50,611,-,-,-,-,-,-,1.5,³²µ¿,127,17.1,1012.4,-
2024-06-04 3:51,611,-,-,-,-,-,-,1.2,³²µ¿,128,17.1,1012.4,-
2024-06-04 3:52,609,-,-,-,-,-,-,1.6,µ¿³²µ¿,121,17.1,1012.4,-
2024-06-04 3:53,606,-,-,-,-,-,-,1.4,µ¿³²µ¿,121,17.2,1012.4,-
2024-06-04 3:54,605,-,-,-,-,-,-,1.2,µ¿³²µ¿,120,17.2,1012.4,-
2024-06-04 3:55,603,-,-,-,-,-,-,1.3,µ¿³²µ¿,117,17.2,1012.4,-
2024-06-04 3:56,601,-,-,-,-,-,-,1.3,µ¿³²µ¿,119,17.3,1012.4,-
2024-06-04 3:57,600,-,-,-,-,-,-,1.4,³²µ¿,131,17.3,1012.4,-
2024-06-04 3:58,598,-,-,-,-,-,-,1.5,³²µ¿,130,17.3,1012.4,-
2024-06-04 3:59,597,-,-,-,-,-,-,1.7,³²µ¿,127,17.4,1012.4,-
2024-06-04 4:00,595,-,-,-,-,-,-,1.6,µ¿³²µ¿,123,17.4,1012.4,-
2024-06-04 4:01,593,-,-,-,-,-,-,2.1,µ¿³²µ¿,120,17.5,1012.4,-
2024-06-04 4:02,591,-,-,-,-,-,-,1.6,µ¿³²µ¿,123,17.5,1012.5,-
2024-06-04 4:03,590,-,-,-,-,-,-,1.4,µ¿³²µ¿,120,17.5,1012.5,-
2024-06-04 4:04,588,-,-,-,-,-,-,1.7,µ¿³²µ¿,120,17.5,1012.5,-
2024-06-04 4:05,586,-,-,-,-,-,-,1.5,³²µ¿,125,17.5,1012.5,-
2024-06-04 4:06,584,-,-,-,-,-,-,1.4,³²µ¿,127,17.5,1012.5,-
2024-06-04 4:07,582,-,-,-,-,-,-,1.8,µ¿³²µ¿,121,17.5,1012.6,-
2024-06-04 4:08,581,-,-,-,-,-,-,1.7,µ¿³²µ¿,118,17.5,1012.6,-
2024-06-04 4:09,579,-,-,-,-,-,-,1.8,µ¿³²µ¿,113,17.5,1012.6,-
2024-06-04 4:10,577,-,-,-,-,-,-,1.7,µ¿³²µ¿,116,17.6,1012.6,-
2024-06-04 4:11,575,-,-,-,-,-,-,2.1,µ¿³²µ¿,121,17.6,1012.7,-
2024-06-04 4:12,573,-,-,-,-,-,-,1.7,µ¿³²µ¿,119,17.7,1012.7,-
2024-06-04 4:13,571,-,-,-,-,-,-,2.1,µ¿³²µ¿,119,17.7,1012.7,-
2024-06-04 4:14,569,-,-,-,-,-,-,1.9,µ¿³²µ¿,120,17.6,1012.7,-
2024-06-04 4:15,567,-,-,-,-,-,-,1.6,µ¿³²µ¿,121,17.7,1012.7,-
2024-06-04 4:16,565,-,-,-,-,-,-,1.8,µ¿³²µ¿,117,17.8,1012.7,-
2024-06-04 4:17,563,-,-,-,-,-,-,2.5,µ¿³²µ¿,117,17.8,1012.7,-
2024-06-04 4:18,561,-,-,-,-,-,-,2.4,µ¿³²µ¿,122,17.9,1012.7,-
2024-06-04 4:19,560,-,-,-,-,-,-,2.4,µ¿³²µ¿,122,18,1012.7,-
2024-06-04 4:20,558,-,-,-,-,-,-,2.5,³²µ¿,129,18,1012.7,-
2024-06-04 4:21,556,-,-,-,-,-,-,2.6,³²µ¿,132,18,1012.7,-
2024-06-04 4:22,554,-,-,-,-,-,-,2.4,³²µ¿,137,18,1012.8,-
2024-06-04 4:23,552,-,-,-,-,-,-,2.8,³²µ¿,138,18,1012.8,-
2024-06-04 4:24,550,-,-,-,-,-,-,2.5,³²µ¿,138,18,1012.8,-
2024-06-04 4:25,549,-,-,-,-,-,-,2.9,³²µ¿,128,18,1012.8,-
2024-06-04 4:26,547,-,-,-,-,-,-,2.9,³²µ¿,137,18,1012.8,-
2024-06-04 4:27,545,-,-,-,-,-,-,2.6,µ¿³²µ¿,121,18,1012.8,-
2024-06-04 4:28,543,-,-,-,-,-,-,2.3,³²µ¿,127,18,1012.9,-
2024-06-04 4:29,541,-,-,-,-,-,-,2.1,³²µ¿,139,17.9,1012.9,-
2024-06-04 4:30,539,-,-,-,-,-,-,1.6,³²µ¿,132,17.7,1012.9,-
2024-06-04 4:31,537,-,-,-,-,-,-,1.9,³²³²µ¿,148,17.7,1013,-
2024-06-04 4:32,535,-,-,-,-,-,-,1.8,³²µ¿,135,17.7,1013,-
2024-06-04 4:33,533,-,-,-,-,-,-,2,³²µ¿,135,17.6,1013.1,-
2024-06-04 4:34,531,-,-,-,-,-,-,3.1,µ¿³²µ¿,110,17.6,1013.1,-
2024-06-04 4:35,529,-,-,-,-,-,-,2.7,µ¿³²µ¿,122,17.7,1013.1,-
2024-06-04 4:36,527,-,-,-,-,-,-,2.2,³²µ¿,129,17.7,1013.1,-
2024-06-04 4:37,525,-,-,-,-,-,-,2.1,³²µ¿,124,17.8,1013.1,-
2024-06-04 4:38,523,-,-,-,-,-,-,2.1,³²µ¿,140,17.8,1013.1,-
2024-06-04 4:39,521,-,-,-,-,-,-,2.2,µ¿³²µ¿,122,17.8,1013.1,-
2024-06-04 4:40,519,-,-,-,-,-,-,2.3,³²µ¿,127,17.8,1013.1,-
2024-06-04 4:41,517,-,-,-,-,-,-,3.2,µ¿³²µ¿,113,17.8,1013.1,-
2024-06-04 4:42,515,-,-,-,-,-,-,2.5,³²µ¿,127,17.8,1013.1,-
2024-06-04 4:43,513,-,-,-,-,-,-,2.4,³²µ¿,129,17.9,1013.1,-
2024-06-04 4:44,511,-,-,-,-,-,-,2.1,³²µ¿,136,17.9,1013.1,-
2024-06-04 4:45,509,-,-,-,-,-,-,1.6,µ¿³²µ¿,120,17.8,1013.1,-
2024-06-04 4:46,507,-,-,-,-,-,-,1.8,µ¿³²µ¿,118,17.8,1013.1,-
2024-06-04 4:47,505,-,-,-,-,-,-,2.2,³²µ¿,126,17.7,1013.1,-
2024-06-04 4:48,503,-,-,-,-,-,-,2,³²µ¿,143,17.7,1013.2,-
2024-06-04 4:49,500,-,-,-,-,-,-,1.9,³²µ¿,135,17.6,1013.2,-
2024-06-04 4:50,498,-,-,-,-,-,-,2.3,³²µ¿,124,17.6,1013.2,-
2024-06-04 4:51,496,-,-,-,-,-,-,2.9,µ¿³²µ¿,113,17.6,1013.2,-
2024-06-04 4:52,494,-,-,-,-,-,-,2.3,µ¿³²µ¿,122,17.6,1013.2,-
2024-06-04 4:53,492,-,-,-,-,-,-,2.8,µ¿³²µ¿,120,17.7,1013.3,-
2024-06-04 4:54,489,-,-,-,-,-,-,3.2,³²µ¿,131,17.7,1013.3,-
2024-06-04 4:55,487,-,-,-,-,-,-,2.3,³²µ¿,125,17.7,1013.3,-
2024-06-04 4:56,485,-,-,-,-,-,-,3.1,µ¿³²µ¿,118,17.7,1013.3,-
2024-06-04 4:57,483,-,-,-,-,-,-,3.3,µ¿³²µ¿,119,17.7,1013.3,-
2024-06-04 4:58,480,-,-,-,-,-,-,3.6,³²µ¿,124,17.7,1013.3,-
2024-06-04 4:59,479,-,-,-,-,-,-,3.2,µ¿³²µ¿,116,17.7,1013.3,-
2024-06-04 5:00,476,-,-,-,-,-,-,3.7,µ¿³²µ¿,116,17.7,1013.3,-
2024-06-04 5:01,474,-,-,-,-,-,-,3.2,µ¿³²µ¿,118,17.7,1013.3,-
2024-06-04 5:02,472,-,-,-,-,-,-,3.9,µ¿³²µ¿,110,17.7,1013.4,-
2024-06-04 5:03,470,-,-,-,-,-,-,3.6,µ¿³²µ¿,103,17.7,1013.4,-
2024-06-04 5:04,468,-,-,-,-,-,-,3.1,µ¿,101,17.7,1013.4,-
2024-06-04 5:05,466,-,-,-,-,-,-,2.7,µ¿³²µ¿,110,17.7,1013.4,-
2024-06-04 5:06,463,-,-,-,-,-,-,2.6,µ¿³²µ¿,103,17.6,1013.4,-
2024-06-04 5:07,461,-,-,-,-,-,-,3.2,µ¿³²µ¿,111,17.6,1013.4,-
2024-06-04 5:08,459,-,-,-,-,-,-,3.1,µ¿³²µ¿,111,17.6,1013.5,-
2024-06-04 5:09,457,-,-,-,-,-,-,3,µ¿³²µ¿,107,17.6,1013.5,-
2024-06-04 5:10,455,-,-,-,-,-,-,2.8,µ¿³²µ¿,112,17.6,1013.5,-
2024-06-04 5:11,453,-,-,-,-,-,-,2.8,µ¿³²µ¿,112,17.7,1013.5,-
2024-06-04 5:12,451,-,-,-,-,-,-,2.5,µ¿³²µ¿,114,17.7,1013.5,-
2024-06-04 5:13,449,-,-,-,-,-,-,2.8,µ¿³²µ¿,115,17.7,1013.5,-
2024-06-04 5:14,447,-,-,-,-,-,-,2.1,µ¿³²µ¿,115,17.8,1013.5,-
2024-06-04 5:15,445,-,-,-,-,-,-,2.4,µ¿³²µ¿,118,17.7,1013.5,-
2024-06-04 5:16,443,-,-,-,-,-,-,2.2,³²µ¿,128,17.7,1013.5,-
2024-06-04 5:17,441,-,-,-,-,-,-,1.9,³²µ¿,126,17.6,1013.6,-
2024-06-04 5:18,438,-,-,-,-,-,-,1.6,³²µ¿,125,17.6,1013.6,-
2024-06-04 5:19,436,-,-,-,-,-,-,1.5,³²µ¿,125,17.5,1013.6,-
2024-06-04 5:20,436,-,-,-,-,-,-,1.2,µ¿³²µ¿,106,17.5,1013.6,-
2024-06-04 5:21,433,-,-,-,-,-,-,0.9,µ¿³²µ¿,111,17.5,1013.6,-
2024-06-04 5:22,430,-,-,-,-,-,-,0.5,µ¿³²µ¿,106,17.5,1013.7,-
2024-06-04 5:23,428,-,-,-,-,-,-,1.1,µ¿³²µ¿,104,17.4,1013.7,-
2024-06-04 5:24,426,-,-,-,-,-,-,1.5,µ¿³²µ¿,111,17.4,1013.7,-
2024-06-04 5:25,424,-,-,-,-,-,-,1.6,µ¿³²µ¿,112,17.3,1013.7,-
2024-06-04 5:26,422,-,-,-,-,-,-,1.6,µ¿³²µ¿,105,17.4,1013.7,-
2024-06-04 5:27,419,-,-,-,-,-,-,1.5,µ¿,99,17.4,1013.8,-
2024-06-04 5:28,417,-,-,-,-,-,-,1.5,µ¿³²µ¿,109,17.4,1013.8,-
2024-06-04 5:29,415,-,-,-,-,-,-,1.7,µ¿³²µ¿,110,17.4,1013.8,-
2024-06-04 5:30,413,-,-,-,-,-,-,1.4,µ¿³²µ¿,112,17.5,1013.8,-
2024-06-04 5:31,411,-,-,-,-,-,-,1.3,µ¿³²µ¿,109,17.5,1013.8,-
2024-06-04 5:32,409,-,-,-,-,-,-,1.7,µ¿³²µ¿,117,17.5,1013.8,-
2024-06-04 5:33,407,-,-,-,-,-,-,1.5,µ¿³²µ¿,117,17.5,1013.8,-
2024-06-04 5:34,405,-,-,-,-,-,-,1.5,³²µ¿,124,17.5,1013.8,-
2024-06-04 5:35,403,-,-,-,-,-,-,1.4,µ¿³²µ¿,121,17.5,1013.8,-
2024-06-04 5:36,401,-,-,-,-,-,-,1.5,µ¿³²µ¿,119,17.5,1013.8,-
2024-06-04 5:37,398,-,-,-,-,-,-,1.7,µ¿³²µ¿,121,17.4,1013.8,-
2024-06-04 5:38,396,-,-,-,-,-,-,1.6,³²µ¿,128,17.4,1013.8,-
2024-06-04 5:39,394,-,-,-,-,-,-,1.5,³²µ¿,131,17.4,1013.8,-
2024-06-04 5:40,392,-,-,-,-,-,-,1.4,³²µ¿,129,17.4,1013.9,-
2024-06-04 5:41,389,-,-,-,-,-,-,1.2,³²µ¿,136,17.4,1013.9,-
2024-06-04 5:42,387,-,-,-,-,-,-,1.3,³²³²µ¿,148,17.5,1013.9,-
2024-06-04 5:43,385,-,-,-,-,-,-,1.4,³²³²µ¿,151,17.5,1013.9,-
2024-06-04 5:44,383,-,-,-,-,-,-,1.8,³²µ¿,140,17.5,1013.9,-
2024-06-04 5:45,381,-,-,-,-,-,-,1.8,³²µ¿,139,17.6,1013.9,-
2024-06-04 5:46,379,-,-,-,-,-,-,1.6,³²µ¿,133,17.6,1013.9,-
2024-06-04 5:47,377,-,-,-,-,-,-,1.6,³²µ¿,143,17.6,1013.9,-
2024-06-04 5:48,375,-,-,-,-,-,-,1.5,³²µ¿,143,17.7,1013.9,-
2024-06-04 5:49,373,-,-,-,-,-,-,1.9,³²µ¿,143,17.6,1013.9,-
2024-06-04 5:50,371,-,-,-,-,-,-,2.1,³²µ¿,140,17.6,1013.9,-
2024-06-04 5:51,369,-,-,-,-,-,-,2,³²µ¿,143,17.6,1013.9,-
2024-06-04 5:52,367,-,-,-,-,-,-,2.5,³²µ¿,138,17.7,1014,-
2024-06-04 5:53,364,-,-,-,-,-,-,2.2,³²µ¿,141,17.7,1014,-
2024-06-04 5:54,362,-,-,-,-,-,-,2.1,³²µ¿,138,17.7,1014,-
2024-06-04 5:55,360,-,-,-,-,-,-,2.3,³²µ¿,142,17.7,1014,-
2024-06-04 5:56,358,-,-,-,-,-,-,2.3,³²µ¿,136,17.7,1014,-
2024-06-04 5:57,356,-,-,-,-,-,-,2.7,³²µ¿,139,17.7,1014,-
2024-06-04 5:58,354,-,-,-,-,-,-,1.8,³²µ¿,132,17.7,1014,-
2024-06-04 5:59,352,-,-,-,-,-,-,2.2,³²µ¿,133,17.8,1014,-
2024-06-04 6:00,350,-,-,-,-,-,-,2,³²µ¿,134,17.7,1014,-
2024-06-04 6:01,348,-,-,-,-,-,-,1.9,³²µ¿,131,17.7,1014,-
2024-06-04 6:02,346,-,-,-,-,-,-,2,³²µ¿,130,17.8,1014,-
2024-06-04 6:03,344,-,-,-,-,-,-,1.8,³²µ¿,131,17.7,1014,-
2024-06-04 6:04,342,-,-,-,-,-,-,2.2,³²µ¿,130,17.8,1013.9,-
2024-06-04 6:05,340,-,-,-,-,-,-,2.6,³²µ¿,128,17.8,1013.9,-
2024-06-04 6:06,338,-,-,-,-,-,-,2.5,³²µ¿,129,17.8,1013.9,-
2024-06-04 6:07,336,-,-,-,-,-,-,2.6,³²µ¿,129,17.8,1013.9,-
2024-06-04 6:08,334,-,-,-,-,-,-,2.6,µ¿³²µ¿,123,17.7,1014,-
2024-06-04 6:09,332,-,-,-,-,-,-,2.3,µ¿³²µ¿,119,17.8,1014,-
2024-06-04 6:10,330,-,-,-,-,-,-,2.5,µ¿³²µ¿,120,17.8,1014,-
2024-06-04 6:11,328,-,-,-,-,-,-,2.4,µ¿³²µ¿,116,17.8,1014,-
2024-06-04 6:12,326,-,-,-,-,-,-,2.4,µ¿³²µ¿,114,17.7,1014.1,-
2024-06-04 6:13,325,-,-,-,-,-,-,2.9,µ¿³²µ¿,121,17.8,1014.1,-
2024-06-04 6:14,322,-,-,-,-,-,-,2.4,µ¿³²µ¿,120,17.8,1014.1,-
2024-06-04 6:15,321,-,-,-,-,-,-,2.5,µ¿³²µ¿,121,17.7,1014.1,-
2024-06-04 6:16,319,-,-,-,-,-,-,2.6,µ¿³²µ¿,120,17.8,1014.1,-
2024-06-04 6:17,317,-,-,-,-,-,-,2.3,µ¿³²µ¿,122,17.8,1014.1,-
2024-06-04 6:18,315,-,-,-,-,-,-,2.5,³²µ¿,125,17.8,1014.1,-
2024-06-04 6:19,313,-,-,-,-,-,-,2.6,³²µ¿,126,17.8,1014.1,-
2024-06-04 6:20,311,-,-,-,-,-,-,2.7,³²µ¿,127,17.8,1014.1,-
2024-06-04 6:21,310,-,-,-,-,-,-,2.4,³²µ¿,125,17.7,1014.1,-
2024-06-04 6:22,308,-,-,-,-,-,-,2.5,³²µ¿,128,17.7,1014.1,-
2024-06-04 6:23,306,-,-,-,-,-,-,2.3,³²µ¿,129,17.7,1014.1,-
2024-06-04 6:24,304,-,-,-,-,-,-,2.2,³²µ¿,125,17.7,1014.1,-
2024-06-04 6:25,302,-,-,-,-,-,-,2,³²µ¿,127,17.7,1014.1,-
2024-06-04 6:26,300,-,-,-,-,-,-,1.8,³²µ¿,126,17.7,1014.2,-
2024-06-04 6:27,298,-,-,-,-,-,-,1.9,³²µ¿,128,17.7,1014.2,-
2024-06-04 6:28,296,-,-,-,-,-,-,1.6,³²µ¿,140,17.7,1014.2,-
2024-06-04 6:29,295,-,-,-,-,-,-,2,³²µ¿,134,17.7,1014.2,-
2024-06-04 6:30,293,-,-,-,-,-,-,1.7,³²µ¿,137,17.7,1014.2,-
2024-06-04 6:31,292,-,-,-,-,-,-,1.5,³²µ¿,132,17.7,1014.3,-
2024-06-04 6:32,290,-,-,-,-,-,-,1.5,³²µ¿,130,17.7,1014.3,-
2024-06-04 6:33,289,-,-,-,-,-,-,1.5,³²µ¿,137,17.7,1014.3,-
2024-06-04 6:34,287,-,-,-,-,-,-,1.4,³²µ¿,141,17.8,1014.3,-
2024-06-04 6:35,285,-,-,-,-,-,-,1.4,³²µ¿,136,17.8,1014.3,-
2024-06-04 6:36,283,-,-,-,-,-,-,1.3,³²µ¿,137,17.8,1014.3,-
2024-06-04 6:37,282,-,-,-,-,-,-,1.2,³²µ¿,137,17.9,1014.4,-
2024-06-04 6:38,280,-,-,-,-,-,-,1.3,³²µ¿,134,17.9,1014.4,-
2024-06-04 6:39,278,-,-,-,-,-,-,1.2,³²µ¿,132,17.9,1014.4,-
2024-06-04 6:40,276,-,-,-,-,-,-,1.5,³²µ¿,143,17.9,1014.4,-
2024-06-04 6:41,275,-,-,-,-,-,-,1.4,³²³²µ¿,155,18,1014.4,-
2024-06-04 6:42,273,-,-,-,-,-,-,1.6,³²³²µ¿,149,18,1014.4,-
2024-06-04 6:43,271,-,-,-,-,-,-,1.4,³²³²µ¿,149,17.9,1014.4,-
2024-06-04 6:44,269,-,-,-,-,-,-,1.5,³²³²µ¿,152,18,1014.4,-
2024-06-04 6:45,268,-,-,-,-,-,-,1.7,³²µ¿,146,18,1014.4,-
2024-06-04 6:46,266,-,-,-,-,-,-,1.8,³²³²µ¿,150,18,1014.5,-
2024-06-04 6:47,264,-,-,-,-,-,-,1.8,³²³²µ¿,155,18,1014.5,-
2024-06-04 6:48,263,-,-,-,-,-,-,1.9,³²µ¿,144,18,1014.5,-
2024-06-04 6:49,261,-,-,-,-,-,-,1.8,³²³²µ¿,149,18,1014.5,-
2024-06-04 6:50,259,-,-,-,-,-,-,1.9,³²³²µ¿,151,18,1014.5,-
2024-06-04 6:51,258,-,-,-,-,-,-,1.4,³²³²µ¿,148,18,1014.5,-
2024-06-04 6:52,256,-,-,-,-,-,-,1.1,³²³²µ¿,148,18,1014.5,-
2024-06-04 6:53,255,-,-,-,-,-,-,1.3,³²³²µ¿,153,18,1014.5,-
2024-06-04 6:54,253,-,-,-,-,-,-,1.1,³²µ¿,129,18,1014.5,-
2024-06-04 6:55,252,-,-,-,-,-,-,1.1,³²µ¿,131,18,1014.6,-
2024-06-04 6:56,250,-,-,-,-,-,-,0.9,³²³²µ¿,148,18,1014.6,-
2024-06-04 6:57,249,-,-,-,-,-,-,0.6,³²µ¿,138,18,1014.6,-
2024-06-04 6:58,247,-,-,-,-,-,-,0.4,³²³²µ¿,147,18,1014.6,-
2024-06-04 6:59,246,-,-,-,-,-,-,1,³²µ¿,146,18.1,1014.6,-
2024-06-04 7:00,244,-,-,-,-,-,-,0.7,³²³²µ¿,158,18.1,1014.6,-
2024-06-04 7:01,243,-,-,-,-,-,-,1,³²³²µ¿,155,18.1,1014.7,-
2024-06-04 7:02,241,-,-,-,-,-,-,0.8,³²µ¿,140,18.1,1014.7,-
2024-06-04 7:03,239,-,-,-,-,-,-,1.9,³²µ¿,141,18,1014.7,-
2024-06-04 7:04,238,-,-,-,-,-,-,1.5,³²µ¿,137,18,1014.7,-
2024-06-04 7:05,237,-,-,-,-,-,-,2,³²³²µ¿,147,18.1,1014.7,-
2024-06-04 7:06,235,-,-,-,-,-,-,1.8,³²³²µ¿,148,18.1,1014.7,-
2024-06-04 7:07,234,-,-,-,-,-,-,2.6,³²µ¿,128,18.1,1014.7,-
2024-06-04 7:08,232,-,-,-,-,-,-,2,³²µ¿,139,18.1,1014.7,-
2024-06-04 7:09,231,-,-,-,-,-,-,1.3,³²µ¿,139,18.1,1014.7,-
2024-06-04 7:10,229,-,-,-,-,-,-,1.5,³²µ¿,134,18.1,1014.7,-
2024-06-04 7:11,228,-,-,-,-,-,-,1.4,³²µ¿,130,18.2,1014.7,-
2024-06-04 7:12,227,-,-,-,-,-,-,1.6,³²µ¿,124,18.2,1014.7,-
2024-06-04 7:13,226,-,-,-,-,-,-,1.2,µ¿³²µ¿,119,18.2,1014.7,-
2024-06-04 7:14,224,-,-,-,-,-,-,1.1,µ¿³²µ¿,122,18.2,1014.7,-
2024-06-04 7:15,223,-,-,-,-,-,-,1.3,µ¿³²µ¿,119,18.2,1014.7,-
2024-06-04 7:16,222,-,-,-,-,-,-,2.2,µ¿³²µ¿,102,18.3,1014.7,-
2024-06-04 7:17,220,-,-,-,-,-,-,1.6,³²µ¿,129,18.3,1014.7,-
2024-06-04 7:18,219,-,-,-,-,-,-,1.8,µ¿³²µ¿,121,18.3,1014.7,-
2024-06-04 7:19,218,-,-,-,-,-,-,2.9,µ¿³²µ¿,123,18.2,1014.7,-
2024-06-04 7:20,216,-,-,-,-,-,-,2.8,µ¿³²µ¿,122,18.3,1014.7,-
2024-06-04 7:21,215,-,-,-,-,-,-,2.6,µ¿³²µ¿,122,18.2,1014.7,-
2024-06-04 7:22,214,-,-,-,-,-,-,2.2,µ¿³²µ¿,122,18.2,1014.7,-
2024-06-04 7:23,212,-,-,-,-,-,-,2.3,µ¿³²µ¿,118,18.2,1014.7,-
2024-06-04 7:24,211,-,-,-,-,-,-,2.4,µ¿³²µ¿,119,18.2,1014.7,-
2024-06-04 7:25,210,-,-,-,-,-,-,2.7,µ¿³²µ¿,117,18.2,1014.7,-
2024-06-04 7:26,209,-,-,-,-,-,-,2.5,³²µ¿,124,18.2,1014.7,-
2024-06-04 7:27,208,-,-,-,-,-,-,2.7,µ¿³²µ¿,123,18.2,1014.7,-
2024-06-04 7:28,206,-,-,-,-,-,-,2.5,µ¿³²µ¿,118,18.2,1014.7,-
2024-06-04 7:29,205,-,-,-,-,-,-,3.1,µ¿³²µ¿,119,18.2,1014.7,-
2024-06-04 7:30,204,-,-,-,-,-,-,3.3,µ¿³²µ¿,123,18.2,1014.7,-
2024-06-04 7:31,202,-,-,-,-,-,-,2.8,³²µ¿,124,18.3,1014.7,-
2024-06-04 7:32,201,-,-,-,-,-,-,2.5,µ¿³²µ¿,117,18.3,1014.7,-
2024-06-04 7:33,200,-,-,-,-,-,-,2.4,µ¿³²µ¿,117,18.3,1014.7,-
2024-06-04 7:34,199,-,-,-,-,-,-,2.9,³²µ¿,124,18.4,1014.7,-
2024-06-04 7:35,198,-,-,-,-,-,-,3,µ¿³²µ¿,122,18.4,1014.8,-
2024-06-04 7:36,197,-,-,-,-,-,-,2.6,³²µ¿,124,18.3,1014.8,-
2024-06-04 7:37,196,-,-,-,-,-,-,2.8,µ¿³²µ¿,115,18.3,1014.8,-
2024-06-04 7:38,195,-,-,-,-,-,-,2.3,µ¿³²µ¿,118,18.4,1014.8,-
2024-06-04 7:39,194,-,-,-,-,-,-,2.8,µ¿³²µ¿,112,18.4,1014.8,-
