관측소명:태안항,,,,,,,,,,,,,,
위도:37.006722,,,,,,,,,,,,,,
경도:126.270222,,,,,,,,,,,,,,
관측시간,유속(cm/s),유향(16points),유향(deg),수온(℃),유의파고(m),유의파주기(sec),최대파고(m),최대파주기(sec),풍속(m/s),풍향(16points),풍향(deg),기온(℃),기압(hPa),시정(m)
2024-06-08 13:00,8,동남동,114,16.22,-,-,-,-,-,-,-,-,-,-
2024-06-08 13:10,19.6,북,3,16,-,-,-,-,-,-,-,-,-,-
2024-06-08 13:20,14.9,남동,125,15.92,-,-,-,-,-,-,-,-,-,-
2024-06-08 13:30,20.3,북북동,24,15.95,-,-,-,-,-,-,-,-,-,-
2024-06-08 13:40,23.5,동남동,119,15.97,-,-,-,-,-,-,-,-,-,-
2024-06-08 13:50,25.2,북북동,28,15.94,-,-,-,-,-,-,-,-,-,-
2024-06-08 14:00,28.5,북북동,30,15.94,-,-,-,-,-,-,-,-,-,-
2024-06-08 14:10,34.5,북북동,24,15.93,-,-,-,-,-,-,-,-,-,-
2024-06-08 14:20,40.8,북북동,24,15.91,-,-,-,-,-,-,-,-,-,-
2024-06-08 14:30,50.1,동남동,104,15.96,-,-,-,-,-,-,-,-,-,-
2024-06-08 14:40,56.2,북동,37,15.91,-,-,-,-,-,-,-,-,-,-
2024-06-08 14:50,52.8,북동,42,15.91,-,-,-,-,-,-,-,-,-,-
2024-06-08 15:00,65.2,동남동,102,15.83,-,-,-,-,-,-,-,-,-,-
2024-06-08 15:10,61.6,동남동,102,15.64,-,-,-,-,-,-,-,-,-,-
2024-06-08 15:20,65.4,동남동,103,15.28,-,-,-,-,-,-,-,-,-,-
2024-06-08 15:30,67.6,동남동,104,15.34,-,-,-,-,-,-,-,-,-,-
2024-06-08 15:40,86.2,북동,41,15.43,-,-,-,-,-,-,-,-,-,-
2024-06-08 15:50,57,동남동,104,14.87,-,-,-,-,-,-,-,-,-,-
2024-06-08 16:00,28.8,동북동,75,14.96,-,-,-,-,-,-,-,-,-,-
2024-06-08 16:10,24.1,남동,126,15.21,-,-,-,-,-,-,-,-,-,-
2024-06-08 16:20,19.6,동,85,14.84,-,-,-,-,-,-,-,-,-,-
2024-06-08 16:30,21.3,동,91,14.67,-,-,-,-,-,-,-,-,-,-
2024-06-08 16:40,28,동,88,14.65,-,-,-,-,-,-,-,-,-,-
2024-06-08 16:50,25,동,89,14.67,-,-,-,-,-,-,-,-,-,-
2024-06-08 17:00,18.7,동남동,103,14.69,-,-,-,-,-,-,-,-,-,-
2024-06-08 17:10,21.2,동남동,105,14.71,-,-,-,-,-,-,-,-,-,-
2024-06-08 17:20,19.9,남동,138,14.71,-,-,-,-,-,-,-,-,-,-
2024-06-08 17:30,19.7,남동,136,14.72,-,-,-,-,-,-,-,-,-,-
2024-06-08 17:40,13,남동,143,14.67,-,-,-,-,-,-,-,-,-,-
2024-06-08 17:50,17,남남동,147,14.62,-,-,-,-,-,-,-,-,-,-
2024-06-08 18:00,17.2,남,178,14.58,-,-,-,-,-,-,-,-,-,-
2024-06-08 18:10,21.7,남동,136,14.55,-,-,-,-,-,-,-,-,-,-
2024-06-08 18:20,26.5,남동,139,14.53,-,-,-,-,-,-,-,-,-,-
2024-06-08 18:30,32.6,남남서,212,14.49,-,-,-,-,-,-,-,-,-,-
2024-06-08 18:40,30,남동,139,14.48,-,-,-,-,-,-,-,-,-,-
2024-06-08 18:50,32.2,남서,222,14.47,-,-,-,-,-,-,-,-,-,-
2024-06-08 19:00,37.4,남서,232,14.48,-,-,-,-,-,-,-,-,-,-
2024-06-08 19:10,32.2,남서,234,14.52,-,-,-,-,-,-,-,-,-,-
2024-06-08 19:20,42.2,남서,227,14.48,-,-,-,-,-,-,-,-,-,-
2024-06-08 19:30,53,동남동,106,14.5,-,-,-,-,-,-,-,-,-,-
2024-06-08 19:40,48.5,남서,233,14.53,-,-,-,-,-,-,-,-,-,-
2024-06-08 19:50,63.8,남서,234,14.73,-,-,-,-,-,-,-,-,-,-
2024-06-08 20:00,74.2,남서,232,14.78,-,-,-,-,-,-,-,-,-,-
2024-06-08 20:10,103.7,남서,235,15.09,-,-,-,-,-,-,-,-,-,-
2024-06-08 20:20,107.6,남서,236,15.25,-,-,-,-,-,-,-,-,-,-
2024-06-08 20:30,119.6,남서,235,15.38,-,-,-,-,-,-,-,-,-,-
2024-06-08 20:40,126.3,남서,234,15.4,-,-,-,-,-,-,-,-,-,-
2024-06-08 20:50,118.1,남서,234,15.33,-,-,-,-,-,-,-,-,-,-
2024-06-08 21:00,119.3,남서,233,15.43,-,-,-,-,-,-,-,-,-,-
2024-06-08 21:10,116.4,남서,232,15.42,-,-,-,-,-,-,-,-,-,-
2024-06-08 21:20,116.2,남서,234,15.33,-,-,-,-,-,-,-,-,-,-
2024-06-08 21:30,118.8,남서,231,15.49,-,-,-,-,-,-,-,-,-,-
2024-06-08 21:40,103.1,남서,231,15.51,-,-,-,-,-,-,-,-,-,-
2024-06-08 21:50,95.8,남서,228,15.56,-,-,-,-,-,-,-,-,-,-
2024-06-08 22:00,95.2,남서,228,15.61,-,-,-,-,-,-,-,-,-,-
2024-06-08 22:10,74.1,남서,226,15.62,-,-,-,-,-,-,-,-,-,-
2024-06-08 22:20,56.6,남서,225,15.65,-,-,-,-,-,-,-,-,-,-
2024-06-08 22:30,64.1,남서,227,15.68,-,-,-,-,-,-,-,-,-,-
2024-06-08 22:40,44.3,남서,228,15.7,-,-,-,-,-,-,-,-,-,-
2024-06-08 22:50,46.4,남서,227,15.77,-,-,-,-,-,-,-,-,-,-
2024-06-08 23:00,31.8,남서,230,15.76,-,-,-,-,-,-,-,-,-,-
2024-06-08 23:10,31,남서,221,15.79,-,-,-,-,-,-,-,-,-,-
2024-06-08 23:20,15.2,남서,230,15.81,-,-,-,-,-,-,-,-,-,-
2024-06-08 23:30,12,서남서,243,15.82,-,-,-,-,-,-,-,-,-,-
2024-06-08 23:40,15.8,서남서,255,15.81,-,-,-,-,-,-,-,-,-,-
2024-06-08 23:50,22.4,서남서,247,15.88,-,-,-,-,-,-,-,-,-,-
2024-06-09 0:00,21.1,서남서,250,15.9,-,-,-,-,-,-,-,-,-,-
2024-06-09 0:10,13.8,서,267,15.91,-,-,-,-,-,-,-,-,-,-
2024-06-09 0:20,8.7,서북서,299,15.92,-,-,-,-,-,-,-,-,-,-
2024-06-09 0:30,12.8,북,6,15.88,-,-,-,-,-,-,-,-,-,-
2024-06-09 0:40,23,북북동,21,15.93,-,-,-,-,-,-,-,-,-,-
2024-06-09 0:50,18.3,북,9,16.06,-,-,-,-,-,-,-,-,-,-
2024-06-09 1:00,21.7,북,11,16.11,-,-,-,-,-,-,-,-,-,-
2024-06-09 1:10,19.2,북북동,21,16.05,-,-,-,-,-,-,-,-,-,-
2024-06-09 1:20,22.2,북북동,25,16.06,-,-,-,-,-,-,-,-,-,-
2024-06-09 1:30,23.1,북북동,27,16.01,-,-,-,-,-,-,-,-,-,-
2024-06-09 1:40,30.2,북북동,26,16.02,-,-,-,-,-,-,-,-,-,-
2024-06-09 1:50,40,북북동,24,16.04,-,-,-,-,-,-,-,-,-,-
2024-06-09 2:00,44.9,북북동,33,16.03,-,-,-,-,-,-,-,-,-,-
2024-06-09 2:10,57.1,동남동,107,15.94,-,-,-,-,-,-,-,-,-,-
2024-06-09 2:20,69.1,동남동,102,15.95,-,-,-,-,-,-,-,-,-,-
2024-06-09 2:30,74.5,동,101,15.9,-,-,-,-,-,-,-,-,-,-
2024-06-09 2:40,85.7,북동,44,15.65,-,-,-,-,-,-,-,-,-,-
2024-06-09 2:50,103.9,북동,46,15.29,-,-,-,-,-,-,-,-,-,-
2024-06-09 3:00,92.5,북동,45,15.07,-,-,-,-,-,-,-,-,-,-
2024-06-09 3:10,85,북동,47,14.74,-,-,-,-,-,-,-,-,-,-
2024-06-09 3:20,32,동북동,67,14.99,-,-,-,-,-,-,-,-,-,-
2024-06-09 3:30,34.7,동북동,71,14.93,-,-,-,-,-,-,-,-,-,-
2024-06-09 3:40,27.8,동북동,63,14.76,-,-,-,-,-,-,-,-,-,-
2024-06-09 3:50,28.9,동북동,64,14.64,-,-,-,-,-,-,-,-,-,-
2024-06-09 4:00,33.9,북동,50,14.56,-,-,-,-,-,-,-,-,-,-
2024-06-09 4:10,43.7,동북동,59,14.49,-,-,-,-,-,-,-,-,-,-
2024-06-09 4:20,40.2,동북동,63,14.51,-,-,-,-,-,-,-,-,-,-
2024-06-09 4:30,27.7,동북동,73,14.65,-,-,-,-,-,-,-,-,-,-
2024-06-09 4:40,14.3,동,84,14.6,-,-,-,-,-,-,-,-,-,-
2024-06-09 4:50,27.8,동,88,14.56,-,-,-,-,-,-,-,-,-,-
2024-06-09 5:00,18.4,동,87,14.56,-,-,-,-,-,-,-,-,-,-
2024-06-09 5:10,16.6,동,90,14.53,-,-,-,-,-,-,-,-,-,-
2024-06-09 5:20,18.3,동,94,14.49,-,-,-,-,-,-,-,-,-,-
2024-06-09 5:30,21.1,동,80,14.46,-,-,-,-,-,-,-,-,-,-
2024-06-09 5:40,25.3,동,85,14.42,-,-,-,-,-,-,-,-,-,-
2024-06-09 5:50,15.6,동북동,65,14.37,-,-,-,-,-,-,-,-,-,-
2024-06-09 6:00,7,북동,53,14.35,-,-,-,-,-,-,-,-,-,-
2024-06-09 6:10,3.2,남남서,211,14.36,-,-,-,-,-,-,-,-,-,-
2024-06-09 6:20,10,남서,220,14.36,-,-,-,-,-,-,-,-,-,-
2024-06-09 6:30,15.3,남남서,208,14.31,-,-,-,-,-,-,-,-,-,-
2024-06-09 6:40,19.6,서,259,14.36,-,-,-,-,-,-,-,-,-,-
2024-06-09 6:50,19,서남서,258,14.36,-,-,-,-,-,-,-,-,-,-
2024-06-09 7:00,17.5,서,263,14.37,-,-,-,-,-,-,-,-,-,-
2024-06-09 7:10,19.8,서,263,14.37,-,-,-,-,-,-,-,-,-,-
2024-06-09 7:20,19.5,서남서,253,14.35,-,-,-,-,-,-,-,-,-,-
2024-06-09 7:30,30.1,서남서,248,14.37,-,-,-,-,-,-,-,-,-,-
2024-06-09 7:40,35,서남서,247,14.36,-,-,-,-,-,-,-,-,-,-
2024-06-09 7:50,39.5,서남서,242,14.36,-,-,-,-,-,-,-,-,-,-
2024-06-09 8:00,46.1,남서,236,14.37,-,-,-,-,-,-,-,-,-,-
2024-06-09 8:10,52,남서,232,14.35,-,-,-,-,-,-,-,-,-,-
2024-06-09 8:20,54.7,남서,234,14.39,-,-,-,-,-,-,-,-,-,-
2024-06-09 8:30,70,남서,233,14.49,-,-,-,-,-,-,-,-,-,-
2024-06-09 8:40,81.4,남서,236,14.49,-,-,-,-,-,-,-,-,-,-
2024-06-09 8:50,98.2,남서,234,14.64,-,-,-,-,-,-,-,-,-,-
2024-06-09 9:00,108.8,남서,233,14.75,-,-,-,-,-,-,-,-,-,-
2024-06-09 9:10,102.5,남서,233,14.72,-,-,-,-,-,-,-,-,-,-
2024-06-09 9:20,91.4,서남서,237,14.69,-,-,-,-,-,-,-,-,-,-
2024-06-09 9:30,114.1,남서,232,14.79,-,-,-,-,-,-,-,-,-,-
2024-06-09 9:40,106.4,남서,234,14.91,-,-,-,-,-,-,-,-,-,-
2024-06-09 9:50,132.3,남서,235,15.17,-,-,-,-,-,-,-,-,-,-
2024-06-09 10:00,114.1,서남서,237,15,-,-,-,-,-,-,-,-,-,-
2024-06-09 10:10,81,남서,234,15.02,-,-,-,-,-,-,-,-,-,-
2024-06-09 10:20,114.6,서남서,237,15.17,-,-,-,-,-,-,-,-,-,-
2024-06-09 10:30,126.4,서남서,243,15.66,-,-,-,-,-,-,-,-,-,-
2024-06-09 10:40,110.3,남서,236,15.47,-,-,-,-,-,-,-,-,-,-
2024-06-09 10:50,97.6,남서,233,15.47,-,-,-,-,-,-,-,-,-,-
2024-06-09 11:00,111.3,서남서,244,16.01,-,-,-,-,-,-,-,-,-,-
2024-06-09 11:10,86.9,남서,236,15.75,-,-,-,-,-,-,-,-,-,-
2024-06-09 11:20,73,남서,229,15.62,-,-,-,-,-,-,-,-,-,-
2024-06-09 11:30,69.8,남서,230,15.63,-,-,-,-,-,-,-,-,-,-
2024-06-09 11:40,64.3,남서,227,15.69,-,-,-,-,-,-,-,-,-,-
2024-06-09 11:50,44.8,남서,232,15.71,-,-,-,-,-,-,-,-,-,-
2024-06-09 12:00,34.4,남서,230,15.75,-,-,-,-,-,-,-,-,-,-
2024-06-09 12:10,36.6,남서,232,15.8,-,-,-,-,-,-,-,-,-,-
2024-06-09 12:20,33.1,서남서,238,15.85,-,-,-,-,-,-,-,-,-,-
2024-06-09 12:30,24.5,서남서,242,15.9,-,-,-,-,-,-,-,-,-,-
2024-06-09 12:40,24.1,남서,232,15.92,-,-,-,-,-,-,-,-,-,-
2024-06-09 12:50,16.6,남서,228,15.94,-,-,-,-,-,-,-,-,-,-
2024-06-09 13:00,11.5,남동,132,15.98,-,-,-,-,-,-,-,-,-,-
2024-06-09 13:10,9.4,서,262,16.05,-,-,-,-,-,-,-,-,-,-
2024-06-09 13:20,1.4,서,267,16.11,-,-,-,-,-,-,-,-,-,-
2024-06-09 13:30,7.7,북북동,19,16.03,-,-,-,-,-,-,-,-,-,-
2024-06-09 13:40,9.2,북,358,16.04,-,-,-,-,-,-,-,-,-,-
2024-06-09 13:50,20.9,서,268,16.14,-,-,-,-,-,-,-,-,-,-
2024-06-09 14:00,30.9,서남서,251,16.07,-,-,-,-,-,-,-,-,-,-
2024-06-09 14:10,33.9,북북동,14,16.02,-,-,-,-,-,-,-,-,-,-
2024-06-09 14:20,39.1,북북동,16,16.1,-,-,-,-,-,-,-,-,-,-
2024-06-09 14:30,44.8,북북동,25,16.12,-,-,-,-,-,-,-,-,-,-
2024-06-09 14:40,49,북북동,30,16.09,-,-,-,-,-,-,-,-,-,-
2024-06-09 14:50,62.2,북동,36,16.06,-,-,-,-,-,-,-,-,-,-
2024-06-09 15:00,64.1,북동,38,16.05,-,-,-,-,-,-,-,-,-,-
2024-06-09 15:10,74.5,서,280,16.04,-,-,-,-,-,-,-,-,-,-
2024-06-09 15:20,79.7,서,280,16.04,-,-,-,-,-,-,-,-,-,-
2024-06-09 15:30,79.9,서,280,16.09,-,-,-,-,-,-,-,-,-,-
2024-06-09 15:40,80.7,서,279,15.96,-,-,-,-,-,-,-,-,-,-
2024-06-09 15:50,75.7,서,278,15.85,-,-,-,-,-,-,-,-,-,-
2024-06-09 16:00,79,서,276,15.75,-,-,-,-,-,-,-,-,-,-
2024-06-09 16:10,84.7,북동,50,15.58,-,-,-,-,-,-,-,-,-,-
2024-06-09 16:20,85.6,서,274,15.44,-,-,-,-,-,-,-,-,-,-
2024-06-09 16:30,90.8,북동,55,15.21,-,-,-,-,-,-,-,-,-,-
2024-06-09 16:40,82.3,북동,54,14.99,-,-,-,-,-,-,-,-,-,-
2024-06-09 16:50,75.3,북동,52,14.88,-,-,-,-,-,-,-,-,-,-
2024-06-09 17:00,32.8,북서,308,15.31,-,-,-,-,-,-,-,-,-,-
2024-06-09 17:10,27.6,서,281,15.29,-,-,-,-,-,-,-,-,-,-
2024-06-09 17:20,30.7,서남서,255,15.19,-,-,-,-,-,-,-,-,-,-
2024-06-09 17:30,31.2,동북동,75,14.79,-,-,-,-,-,-,-,-,-,-
2024-06-09 17:40,39.3,동,87,14.77,-,-,-,-,-,-,-,-,-,-
2024-06-09 17:50,33.1,동,97,14.79,-,-,-,-,-,-,-,-,-,-
2024-06-09 18:00,27.9,동남동,103,14.81,-,-,-,-,-,-,-,-,-,-
2024-06-09 18:10,18,동남동,111,14.8,-,-,-,-,-,-,-,-,-,-
2024-06-09 18:20,15.9,남동,125,14.8,-,-,-,-,-,-,-,-,-,-
2024-06-09 18:30,17.4,남,175,14.76,-,-,-,-,-,-,-,-,-,-
2024-06-09 18:40,15,남서,235,14.73,-,-,-,-,-,-,-,-,-,-
2024-06-09 18:50,17.2,남남서,192,14.69,-,-,-,-,-,-,-,-,-,-
2024-06-09 19:00,20.9,남남서,204,14.65,-,-,-,-,-,-,-,-,-,-
2024-06-09 19:10,27.9,남서,214,14.62,-,-,-,-,-,-,-,-,-,-
2024-06-09 19:20,38.5,남서,225,14.61,-,-,-,-,-,-,-,-,-,-
2024-06-09 19:30,44.7,남서,233,14.66,-,-,-,-,-,-,-,-,-,-
2024-06-09 19:40,49.1,서남서,238,14.71,-,-,-,-,-,-,-,-,-,-
2024-06-09 19:50,60.2,서남서,240,14.69,-,-,-,-,-,-,-,-,-,-
2024-06-09 20:00,63.1,서남서,239,14.62,-,-,-,-,-,-,-,-,-,-
2024-06-09 20:10,72.2,서남서,242,14.81,-,-,-,-,-,-,-,-,-,-
2024-06-09 20:20,77.7,서남서,242,14.96,-,-,-,-,-,-,-,-,-,-
2024-06-09 20:30,78.9,서남서,242,15.06,-,-,-,-,-,-,-,-,-,-
2024-06-09 20:40,92,서남서,242,15.22,-,-,-,-,-,-,-,-,-,-
2024-06-09 20:50,107.1,서남서,241,15.41,-,-,-,-,-,-,-,-,-,-
2024-06-09 21:00,106.1,서남서,243,15.32,-,-,-,-,-,-,-,-,-,-
2024-06-09 21:10,107,서남서,241,15.47,-,-,-,-,-,-,-,-,-,-
2024-06-09 21:20,107,서남서,240,15.56,-,-,-,-,-,-,-,-,-,-
2024-06-09 21:30,118.4,서남서,239,15.62,-,-,-,-,-,-,-,-,-,-
2024-06-09 21:40,115.3,서남서,240,15.57,-,-,-,-,-,-,-,-,-,-
2024-06-09 21:50,115.8,서남서,239,15.52,-,-,-,-,-,-,-,-,-,-
2024-06-09 22:00,112.7,서남서,238,15.43,-,-,-,-,-,-,-,-,-,-
2024-06-09 22:10,96.2,서남서,237,15.54,-,-,-,-,-,-,-,-,-,-
2024-06-09 22:20,108.8,서남서,239,15.58,-,-,-,-,-,-,-,-,-,-
2024-06-09 22:30,99.3,서남서,237,15.63,-,-,-,-,-,-,-,-,-,-
2024-06-09 22:40,94.4,서남서,239,15.69,-,-,-,-,-,-,-,-,-,-
2024-06-09 22:50,87.6,서남서,237,15.75,-,-,-,-,-,-,-,-,-,-
2024-06-09 23:00,82.9,남서,236,15.77,-,-,-,-,-,-,-,-,-,-
2024-06-09 23:10,75.6,남서,235,15.78,-,-,-,-,-,-,-,-,-,-
2024-06-09 23:20,67.3,남서,235,15.8,-,-,-,-,-,-,-,-,-,-
2024-06-09 23:30,63.5,남서,232,15.82,-,-,-,-,-,-,-,-,-,-
2024-06-09 23:40,61.7,남서,230,15.88,-,-,-,-,-,-,-,-,-,-
2024-06-09 23:50,52.8,남서,233,15.91,-,-,-,-,-,-,-,-,-,-
2024-06-10 0:00,46.9,남서,236,15.93,-,-,-,-,-,-,-,-,-,-
2024-06-10 0:10,39.3,남서,236,15.93,-,-,-,-,-,-,-,-,-,-
2024-06-10 0:20,30.4,서남서,255,15.94,-,-,-,-,-,-,-,-,-,-
2024-06-10 0:30,22,남서,230,15.94,-,-,-,-,-,-,-,-,-,-
2024-06-10 0:40,12.9,남서,236,15.95,-,-,-,-,-,-,-,-,-,-
2024-06-10 0:50,5,서남서,258,15.95,-,-,-,-,-,-,-,-,-,-
2024-06-10 1:00,3,북북동,19,15.95,-,-,-,-,-,-,-,-,-,-
2024-06-10 1:10,9.2,북북동,29,15.96,-,-,-,-,-,-,-,-,-,-
2024-06-10 1:20,16.9,북북서,337,16.08,-,-,-,-,-,-,-,-,-,-
2024-06-10 1:30,20.4,북서,317,16.33,-,-,-,-,-,-,-,-,-,-
2024-06-10 1:40,21.6,서,267,16.24,-,-,-,-,-,-,-,-,-,-
2024-06-10 1:50,31.7,북,4,16.3,-,-,-,-,-,-,-,-,-,-
2024-06-10 2:00,38.2,북북동,14,16.16,-,-,-,-,-,-,-,-,-,-
2024-06-10 2:10,49.5,북북동,23,16.22,-,-,-,-,-,-,-,-,-,-
2024-06-10 2:20,55.5,북북동,29,16.19,-,-,-,-,-,-,-,-,-,-
2024-06-10 2:30,64.2,북동,39,16.15,-,-,-,-,-,-,-,-,-,-
2024-06-10 2:40,73.6,북동,37,16.16,-,-,-,-,-,-,-,-,-,-
2024-06-10 2:50,84.8,북동,37,16.16,-,-,-,-,-,-,-,-,-,-
2024-06-10 3:00,89.8,북동,47,16.1,-,-,-,-,-,-,-,-,-,-
2024-06-10 3:10,85.8,북동,51,16.04,-,-,-,-,-,-,-,-,-,-
2024-06-10 3:20,103.7,북동,54,15.62,-,-,-,-,-,-,-,-,-,-
2024-06-10 3:30,105,북동,52,15.47,-,-,-,-,-,-,-,-,-,-
2024-06-10 3:40,104,북동,54,15.24,-,-,-,-,-,-,-,-,-,-
2024-06-10 3:50,94.9,북동,56,15.01,-,-,-,-,-,-,-,-,-,-
2024-06-10 4:00,84.9,동북동,62,14.75,-,-,-,-,-,-,-,-,-,-
2024-06-10 4:10,56.3,서,280,15.28,-,-,-,-,-,-,-,-,-,-
2024-06-10 4:20,61.4,동북동,74,15.06,-,-,-,-,-,-,-,-,-,-
2024-06-10 4:30,56.7,서,277,14.88,-,-,-,-,-,-,-,-,-,-
2024-06-10 4:40,58.2,동북동,71,14.74,-,-,-,-,-,-,-,-,-,-
2024-06-10 4:50,58.3,동북동,64,14.65,-,-,-,-,-,-,-,-,-,-
2024-06-10 5:00,66,동북동,59,14.62,-,-,-,-,-,-,-,-,-,-
2024-06-10 5:10,63.5,동북동,72,14.64,-,-,-,-,-,-,-,-,-,-
2024-06-10 5:20,56.9,동,85,14.83,-,-,-,-,-,-,-,-,-,-
2024-06-10 5:30,46,동,87,14.8,-,-,-,-,-,-,-,-,-,-
2024-06-10 5:40,45.4,동,84,14.74,-,-,-,-,-,-,-,-,-,-
2024-06-10 5:50,38.3,동,82,14.73,-,-,-,-,-,-,-,-,-,-
2024-06-10 6:00,31,동,88,14.71,-,-,-,-,-,-,-,-,-,-
2024-06-10 6:10,26.5,동,94,14.67,-,-,-,-,-,-,-,-,-,-
2024-06-10 6:20,22.6,동,81,14.64,-,-,-,-,-,-,-,-,-,-
2024-06-10 6:30,6.2,동남동,106,14.58,-,-,-,-,-,-,-,-,-,-
2024-06-10 6:40,15.8,동,96,14.55,-,-,-,-,-,-,-,-,-,-
2024-06-10 6:50,6.3,남남동,155,14.52,-,-,-,-,-,-,-,-,-,-
2024-06-10 7:00,9.4,남남서,210,14.5,-,-,-,-,-,-,-,-,-,-
2024-06-10 7:10,14.3,남서,223,14.5,-,-,-,-,-,-,-,-,-,-
2024-06-10 7:20,20.4,남서,233,14.51,-,-,-,-,-,-,-,-,-,-
2024-06-10 7:30,24.8,서,270,14.45,-,-,-,-,-,-,-,-,-,-
2024-06-10 7:40,32.3,서,270,14.48,-,-,-,-,-,-,-,-,-,-
2024-06-10 7:50,41,서남서,250,14.48,-,-,-,-,-,-,-,-,-,-
2024-06-10 8:00,47.4,서,274,14.5,-,-,-,-,-,-,-,-,-,-
2024-06-10 8:10,53.9,서남서,250,14.55,-,-,-,-,-,-,-,-,-,-
2024-06-10 8:20,60.5,서북서,282,14.59,-,-,-,-,-,-,-,-,-,-
2024-06-10 8:30,69.4,서,278,14.57,-,-,-,-,-,-,-,-,-,-
2024-06-10 8:40,70.7,서,279,14.54,-,-,-,-,-,-,-,-,-,-
2024-06-10 8:50,74.1,서,280,14.58,-,-,-,-,-,-,-,-,-,-
2024-06-10 9:00,85,서,278,14.62,-,-,-,-,-,-,-,-,-,-
2024-06-10 9:10,89.4,서,276,14.66,-,-,-,-,-,-,-,-,-,-
2024-06-10 9:20,91.7,서,276,14.69,-,-,-,-,-,-,-,-,-,-
2024-06-10 9:30,95.2,서남서,240,14.74,-,-,-,-,-,-,-,-,-,-
2024-06-10 9:40,101.5,서남서,244,14.87,-,-,-,-,-,-,-,-,-,-
2024-06-10 9:50,107.8,서남서,239,14.96,-,-,-,-,-,-,-,-,-,-
2024-06-10 10:00,111.4,서남서,240,14.93,-,-,-,-,-,-,-,-,-,-
2024-06-10 10:10,115.5,서남서,239,15.05,-,-,-,-,-,-,-,-,-,-
2024-06-10 10:20,113.8,서남서,242,15.04,-,-,-,-,-,-,-,-,-,-
2024-06-10 10:30,94.9,서남서,243,14.99,-,-,-,-,-,-,-,-,-,-
2024-06-10 10:40,116.8,서남서,244,15.31,-,-,-,-,-,-,-,-,-,-
2024-06-10 10:50,117.8,서,275,15.68,-,-,-,-,-,-,-,-,-,-
2024-06-10 11:00,120.4,서남서,242,15.59,-,-,-,-,-,-,-,-,-,-
2024-06-10 11:10,111.1,서남서,246,15.55,-,-,-,-,-,-,-,-,-,-
2024-06-10 11:20,111.1,서남서,247,15.88,-,-,-,-,-,-,-,-,-,-
2024-06-10 11:30,98.5,서남서,246,16.02,-,-,-,-,-,-,-,-,-,-
2024-06-10 11:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024-06-10 11:50,83.7,서남서,240,15.69,-,-,-,-,-,-,-,-,-,-
2024-06-10 12:00,89.4,서남서,244,15.98,-,-,-,-,-,-,-,-,-,-
2024-06-10 12:10,82.2,서남서,245,16.09,-,-,-,-,-,-,-,-,-,-
2024-06-10 12:20,78.2,서남서,249,16.14,-,-,-,-,-,-,-,-,-,-
2024-06-10 12:30,73.7,서남서,248,16.13,-,-,-,-,-,-,-,-,-,-
2024-06-10 12:40,68,서남서,245,16.19,-,-,-,-,-,-,-,-,-,-
2024-06-10 12:50,59.1,서남서,240,16.05,-,-,-,-,-,-,-,-,-,-
2024-06-10 13:00,48.2,남서,235,16.1,-,-,-,-,-,-,-,-,-,-
2024-06-10 13:10,43.1,서남서,238,16.14,-,-,-,-,-,-,-,-,-,-
2024-06-10 13:20,40.7,서,265,16.44,-,-,-,-,-,-,-,-,-,-
2024-06-10 13:30,37.2,서,274,16.72,-,-,-,-,-,-,-,-,-,-
2024-06-10 13:40,31.1,서,271,16.54,-,-,-,-,-,-,-,-,-,-
2024-06-10 13:50,23.2,서,278,16.47,-,-,-,-,-,-,-,-,-,-
2024-06-10 14:00,21.4,서북서,285,16.75,-,-,-,-,-,-,-,-,-,-
2024-06-10 14:10,14.1,서남서,242,16.53,-,-,-,-,-,-,-,-,-,-
2024-06-10 14:20,12.4,북북서,341,16.54,-,-,-,-,-,-,-,-,-,-
2024-06-10 14:30,15.5,동남동,123,16.61,-,-,-,-,-,-,-,-,-,-
2024-06-10 14:40,25,북북동,14,16.49,-,-,-,-,-,-,-,-,-,-
2024-06-10 14:50,29.6,남동,137,16.31,-,-,-,-,-,-,-,-,-,-
2024-06-10 15:00,25.1,남동,135,16.36,-,-,-,-,-,-,-,-,-,-
2024-06-10 15:10,23.8,북북동,31,16.25,-,-,-,-,-,-,-,-,-,-
2024-06-10 15:20,30.7,북동,37,16.28,-,-,-,-,-,-,-,-,-,-
2024-06-10 15:30,35,북동,41,16.29,-,-,-,-,-,-,-,-,-,-
2024-06-10 15:40,38.2,북동,43,16.27,-,-,-,-,-,-,-,-,-,-
2024-06-10 15:50,40.2,북동,43,16.21,-,-,-,-,-,-,-,-,-,-
2024-06-10 16:00,44.8,북동,42,16.17,-,-,-,-,-,-,-,-,-,-
2024-06-10 16:10,44.3,동남동,106,16.16,-,-,-,-,-,-,-,-,-,-
2024-06-10 16:20,47,동남동,108,16.44,-,-,-,-,-,-,-,-,-,-
2024-06-10 16:30,54.4,동남동,113,15.97,-,-,-,-,-,-,-,-,-,-
2024-06-10 16:40,39.8,북동,47,15.67,-,-,-,-,-,-,-,-,-,-
2024-06-10 16:50,57.1,동남동,102,15.66,-,-,-,-,-,-,-,-,-,-
2024-06-10 17:00,59,북동,39,15.57,-,-,-,-,-,-,-,-,-,-
2024-06-10 17:10,55.9,북동,41,15.28,-,-,-,-,-,-,-,-,-,-
