°üÃø¼Ò¸í:°í·¡ºÒÇØ¼ö¿åÀå,,,,,,,,,,,,,,,
À§µµ:36.58,,,,,,,,,,,,,,,
°æµµ:129.454083,,,,,,,,,,,,,,,
°üÃø½Ã°£,À¯¼Ó(cm/s),À¯Çâ(16points),À¯Çâ(deg),¼ö¿Â(¡É),À¯ÀÇÆÄ°í(m),À¯ÀÇÆÄÁÖ±â(sec),ÃÖ´ëÆÄ°í(m),ÃÖ´ëÆÄÁÖ±â(sec),Ç³¼Ó(m/s),Ç³Çâ(16points),Ç³Çâ(deg),±â¿Â(¡É),±â¾Ð(hPa),½ÃÁ¤(m),ÆÄÇâ(deg)
2024-06-09 0:15,9.4,ºÏºÏµ¿,17,15.85,0.43,3.4,0.62,3,4.3,³²,171,17.9,1008.8,-,1
2024-06-09 0:20,9.4,ºÏºÏµ¿,13,15.88,0.42,3.4,0.63,3,4.3,³²,178,17.9,1008.7,-,338
2024-06-09 0:25,8.7,ºÏ,3,15.82,0.38,3.2,0.51,3.5,4.5,³²,179,17.9,1008.7,-,309
2024-06-09 0:30,8.7,ºÏ,6,15.88,0.39,3.5,0.63,4,4.9,³²,178,17.9,1008.7,-,331
2024-06-09 0:35,8.9,ºÏ,10,15.96,0.42,3.6,0.58,3.5,4.8,³²,178,17.9,1008.7,-,325
2024-06-09 0:40,10.3,ºÏ,0,15.87,0.47,3.4,0.67,3,4.7,³²,179,17.9,1008.7,-,28
2024-06-09 0:45,9.8,ºÏ,6,15.96,0.39,3.3,0.65,4,4.4,³²,174,17.8,1008.7,-,39
2024-06-09 0:50,9.4,ºÏ,9,15.88,0.44,3.1,0.6,3,4.6,³²,173,17.7,1008.7,-,329
2024-06-09 0:55,11.1,ºÏ,6,15.78,0.39,3.2,0.63,3.5,4.2,³²,174,17.7,1008.7,-,299
2024-06-09 1:00,11.2,ºÏ,6,15.84,0.38,3.2,0.51,3,3.8,³²,172,17.7,1008.7,-,51
2024-06-09 1:05,10.8,ºÏ,6,15.75,0.39,3.1,0.61,3,3.4,³²,179,17.7,1008.8,-,343
2024-06-09 1:10,10.2,ºÏ,6,15.8,0.44,3.1,0.62,3,3.3,³²³²¼­,194,17.8,1008.8,-,357
2024-06-09 1:15,9.7,ºÏ,354,15.72,0.39,3.6,0.55,5.5,3,³²³²¼­,197,17.8,1008.8,-,293
2024-06-09 1:20,9,ºÏ,356,15.84,0.4,3.1,0.56,3,2.5,³²³²¼­,198,18,1008.8,-,315
2024-06-09 1:25,9.5,ºÏ,353,15.64,0.33,3,0.48,3.5,2.1,³²³²¼­,196,18.4,1008.8,-,330
2024-06-09 1:30,9.4,ºÏ,6,15.63,0.41,3.2,0.53,3,2.3,³²,183,18.5,1008.8,-,312
2024-06-09 1:35,10.5,ºÏ,353,15.64,0.37,3.2,0.5,3.5,2,³²³²¼­,200,18.6,1008.8,-,26
2024-06-09 1:40,10.6,ºÏ,355,15.57,0.35,3.2,0.57,3.5,1.4,³²³²¼­,197,18.6,1008.8,-,356
2024-06-09 1:45,9.9,ºÏ,358,15.65,0.37,3.3,0.56,3,1.1,³²³²¼­,201,18.8,1008.7,-,329
2024-06-09 1:50,10.3,ºÏ,355,15.76,0.32,3.2,0.5,3.5,0.8,³²¼­,223,18.8,1008.7,-,278
2024-06-09 1:55,11,ºÏ,356,15.88,0.38,3,0.51,3,0.7,¼­³²¼­,255,18.9,1008.7,-,75
2024-06-09 2:00,10.7,ºÏ,350,15.67,0.34,3.2,0.55,3.5,0.7,¼­ºÏ¼­,285,18.9,1008.6,-,330
2024-06-09 2:05,9.2,ºÏ,357,15.62,0.32,3.2,0.47,3,0.8,ºÏ¼­,320,18.9,1008.6,-,300
2024-06-09 2:10,10,ºÏºÏ¼­,347,15.6,0.32,3.6,0.54,3.5,0.4,¼­ºÏ¼­,301,18.9,1008.6,-,330
2024-06-09 2:15,10.8,ºÏ,349,15.62,0.3,3.1,0.43,2.5,0.2,¼­,268,19,1008.6,-,320
2024-06-09 2:20,10.8,ºÏºÏ¼­,345,15.49,0.29,3.2,0.43,3,0.3,³²¼­,217,19,1008.7,-,319
2024-06-09 2:25,11.3,ºÏºÏ¼­,346,15.3,0.29,3.1,0.41,3,1.1,³²¼­,232,19,1008.7,-,36
2024-06-09 2:30,9.7,ºÏºÏ¼­,348,15.23,0.28,3.4,0.44,2.5,1.8,¼­³²¼­,238,19,1008.6,-,341
2024-06-09 2:35,11.5,ºÏºÏ¼­,344,15.28,0.27,3.3,0.4,3,1.8,³²¼­,228,19.2,1008.6,-,319
2024-06-09 2:40,10.2,ºÏ,349,15.33,0.27,3.3,0.37,3,2.3,³²¼­,229,19.4,1008.7,-,231
2024-06-09 2:45,10.2,ºÏ,352,15.29,0.27,3.3,0.47,3.5,1.8,¼­³²¼­,239,19.6,1008.6,-,244
2024-06-09 2:50,10.3,ºÏ,1,15.26,0.26,3.4,0.31,2.5,2.3,³²¼­,214,19.6,1008.5,-,334
2024-06-09 2:55,12.1,ºÏ,352,15.22,0.22,3.6,0.33,3,2.2,³²¼­,225,19.6,1008.5,-,295
2024-06-09 3:00,11.4,ºÏ,358,15.23,0.26,3.4,0.38,3.5,2.5,³²¼­,235,19.4,1008.5,-,205
2024-06-09 3:05,11.1,ºÏ,2,15.25,0.26,3.3,0.38,3,3.5,³²¼­,234,19.1,1008.4,-,315
2024-06-09 3:10,11.1,ºÏ,351,15.24,0.24,3.6,0.32,3,3.4,¼­³²¼­,241,18.9,1008.4,-,250
2024-06-09 3:15,9.8,ºÏ,356,15.23,0.28,3.4,0.43,3.5,2.8,³²¼­,232,18.8,1008.4,-,302
2024-06-09 3:20,10.4,ºÏ,350,15.28,0.26,3.6,0.38,3.5,1.9,³²,171,18.3,1008.5,-,142
2024-06-09 3:25,10,ºÏ,357,15.23,0.23,3.5,0.29,2.5,2.4,³²³²µ¿,155,18.2,1008.5,-,263
2024-06-09 3:30,9.3,ºÏ,351,15.19,0.27,3.8,0.39,4.5,2.2,³²,174,18.4,1008.5,-,148
2024-06-09 3:35,10.4,ºÏºÏ¼­,341,15.22,0.26,3.9,0.4,3.5,1.6,³²³²µ¿,158,18.2,1008.6,-,145
2024-06-09 3:40,11.7,ºÏºÏ¼­,344,15.2,0.21,3.3,0.32,3,2.6,³²³²µ¿,156,17.9,1008.5,-,17
2024-06-09 3:45,10.9,ºÏºÏ¼­,338,15.17,0.25,3.5,0.39,3,2.3,³²µ¿,139,17.7,1008.6,-,313
2024-06-09 3:50,13.7,ºÏºÏ¼­,331,15.24,0.24,3.4,0.38,3,2.6,³²³²µ¿,151,17.6,1008.6,-,100
2024-06-09 3:55,11.4,ºÏºÏ¼­,333,15.17,0.22,3.8,0.29,3,2.4,³²³²µ¿,150,17.6,1008.6,-,124
2024-06-09 4:00,13.6,ºÏºÏ¼­,331,15.26,0.22,3.7,0.32,4.5,2,³²µ¿,143,17.4,1008.6,-,136
2024-06-09 4:05,11.5,ºÏºÏ¼­,336,15.28,0.21,3.9,0.3,4,2.3,³²³²µ¿,148,17.3,1008.6,-,139
2024-06-09 4:10,12.5,ºÏºÏ¼­,335,15.16,0.21,4.4,0.34,4,2.6,³²³²µ¿,156,17.2,1008.6,-,117
2024-06-09 4:15,13,ºÏºÏ¼­,330,15.25,0.23,4.4,0.33,5,3.1,³²³²µ¿,162,17.3,1008.6,-,133
2024-06-09 4:20,13.3,ºÏºÏ¼­,328,15.14,0.19,4.1,0.34,3.5,3.3,³²³²µ¿,167,17.1,1008.5,-,137
2024-06-09 4:25,13.7,ºÏºÏ¼­,330,15.18,0.23,4.3,0.31,4,3.1,³²,184,17.1,1008.5,-,137
2024-06-09 4:30,13.8,ºÏºÏ¼­,331,15.13,0.19,4.3,0.27,3.5,3,³²³²¼­,196,16.9,1008.5,-,320
2024-06-09 4:35,12.9,ºÏºÏ¼­,331,15.2,0.22,4,0.32,4.5,2.6,³²³²¼­,204,17,1008.5,-,120
2024-06-09 4:40,13.1,ºÏºÏ¼­,331,15.15,0.23,4.6,0.36,4,3,³²³²¼­,207,17,1008.5,-,133
2024-06-09 4:45,14.2,ºÏºÏ¼­,334,15.17,0.21,4.8,0.35,4,3.4,³²¼­,221,17.5,1008.5,-,120
2024-06-09 4:50,14.9,ºÏ¼­,325,15.27,0.24,4,0.44,4,3.3,³²¼­,221,17.6,1008.5,-,131
2024-06-09 4:55,16.1,ºÏ¼­,320,15.19,0.17,4.3,0.2,4,3.2,³²¼­,215,17.8,1008.5,-,162
2024-06-09 5:00,15.2,ºÏ¼­,322,15.17,0.2,4,0.29,4.5,3,³²³²¼­,211,17.9,1008.5,-,130
2024-06-09 5:05,17.7,ºÏ¼­,320,15.26,0.2,3.9,0.26,3.5,2.9,³²³²¼­,208,18.1,1008.5,-,144
2024-06-09 5:10,18.7,ºÏ¼­,315,15.2,0.22,3.9,0.36,4,2.6,³²³²¼­,209,18.2,1008.5,-,122
2024-06-09 5:15,19.1,ºÏ¼­,318,15.2,0.23,4.6,0.32,4,1.7,³²¼­,228,18.1,1008.6,-,122
2024-06-09 5:20,20,ºÏ¼­,319,15.14,0.21,3.9,0.3,3.5,1.9,³²¼­,215,17.9,1008.6,-,144
2024-06-09 5:25,17,ºÏ¼­,326,15.23,0.22,4,0.32,4,1.6,³²³²¼­,195,18.1,1008.5,-,127
2024-06-09 5:30,17.7,ºÏ¼­,326,15.15,0.22,4,0.29,4,1.5,³²,170,18.1,1008.6,-,286
2024-06-09 5:35,16.2,ºÏ¼­,326,15.22,0.23,4.1,0.38,4.5,1.1,³²,187,18,1008.5,-,120
2024-06-09 5:40,18.8,ºÏ¼­,326,15.18,0.2,3.9,0.26,4,1.4,³²¼­,216,17.9,1008.4,-,116
2024-06-09 5:45,16.9,ºÏºÏ¼­,329,15.27,0.19,4,0.31,4.5,1.8,³²³²¼­,205,17.9,1008.4,-,135
2024-06-09 5:50,18.4,ºÏºÏ¼­,327,15.29,0.22,4.3,0.29,4,1.7,³²,190,17.8,1008.5,-,135
2024-06-09 5:55,19.7,ºÏºÏ¼­,327,15.35,0.2,3.8,0.27,4,1.8,³²³²¼­,203,18,1008.5,-,348
2024-06-09 6:00,20.4,ºÏºÏ¼­,331,15.35,0.19,3.9,0.3,4.5,3,³²³²¼­,199,18.3,1008.4,-,137
2024-06-09 6:05,21.5,ºÏºÏ¼­,333,15.39,0.16,4,0.26,4,3.2,³²³²¼­,203,18.2,1008.3,-,156
2024-06-09 6:10,21.8,ºÏºÏ¼­,334,15.43,0.21,3.8,0.37,4,4.1,³²³²¼­,208,18.1,1008.3,-,130
2024-06-09 6:15,20.5,ºÏºÏ¼­,341,15.53,0.25,3.7,0.45,4,3.9,³²³²¼­,208,18.2,1008.3,-,131
2024-06-09 6:20,21.4,ºÏºÏ¼­,345,15.44,0.21,4,0.31,3,3.9,³²³²¼­,207,18.2,1008.2,-,125
2024-06-09 6:25,22,ºÏºÏ¼­,345,15.44,0.26,3.5,0.42,3,3.8,³²³²¼­,210,18.4,1008.2,-,298
2024-06-09 6:30,23.2,ºÏºÏ¼­,344,15.44,0.22,4.2,0.42,3.5,4.1,³²³²¼­,208,18.5,1008.1,-,150
2024-06-09 6:35,21.7,ºÏºÏ¼­,348,15.55,0.23,4.5,0.36,4,3.9,³²³²¼­,210,18.3,1008.1,-,143
2024-06-09 6:40,22.5,ºÏ,350,15.45,0.21,4,0.38,4,3.7,³²³²¼­,206,18.1,1008.1,-,174
2024-06-09 6:45,22.4,ºÏ,353,15.49,0.21,3.9,0.34,3.5,3.7,³²³²¼­,199,18.1,1008.2,-,133
2024-06-09 6:50,23.5,ºÏ,352,15.46,0.24,4.1,0.35,4,3.8,³²³²¼­,199,18.4,1008.1,-,135
2024-06-09 6:55,24.2,ºÏ,355,15.59,0.23,4,0.29,3.5,3.8,³²³²¼­,208,18.5,1008.1,-,164
2024-06-09 7:00,23.5,ºÏ,357,15.46,0.24,4,0.41,4.5,3.9,³²³²¼­,210,18.4,1008.1,-,183
2024-06-09 7:05,22,ºÏ,356,15.47,0.22,3.9,0.35,3.5,3.5,³²¼­,218,18.3,1008,-,147
2024-06-09 7:10,23.4,ºÏ,358,15.48,0.29,4.3,0.5,4,3.5,³²¼­,215,18.4,1008,-,139
2024-06-09 7:15,23.3,ºÏ,0,15.49,0.25,4.1,0.34,4.5,4.2,³²³²¼­,211,18.8,1007.9,-,156
2024-06-09 7:20,24.9,ºÏ,0,15.48,0.25,4.1,0.33,3.5,4.6,³²³²¼­,211,19.1,1007.9,-,151
2024-06-09 7:25,25.2,ºÏ,357,15.43,0.33,4.1,0.53,4.5,4.6,³²³²¼­,203,18.9,1008,-,131
2024-06-09 7:30,24.6,ºÏ,3,15.41,0.31,4.1,0.46,4,4.6,³²³²¼­,204,18.9,1008,-,136
2024-06-09 7:35,25.6,ºÏ,3,15.37,0.32,4.1,0.41,3.5,5.1,³²³²¼­,204,19.1,1008,-,134
2024-06-09 7:40,24.4,ºÏ,2,15.36,0.34,4.1,0.52,4,4.9,³²³²¼­,202,19.3,1008,-,132
2024-06-09 7:45,24.2,ºÏ,4,15.32,0.4,4.4,0.55,3.5,4.2,³²³²¼­,199,19.5,1008.1,-,139
2024-06-09 7:50,25.3,ºÏ,5,15.29,0.3,4.2,0.45,3.5,4,³²³²¼­,198,19.7,1008.1,-,289
2024-06-09 7:55,23.5,ºÏ,4,15.27,0.39,4.4,0.55,4,3.3,³²³²¼­,204,19.8,1008.1,-,142
2024-06-09 8:00,23.3,ºÏ,6,15.26,0.36,4.1,0.62,4.5,3.7,³²³²¼­,212,19.7,1008.1,-,128
2024-06-09 8:05,23.3,ºÏ,4,15.27,0.35,4.6,0.45,4.5,4.2,³²¼­,221,19.8,1008.1,-,143
2024-06-09 8:10,22,ºÏ,5,15.35,0.43,4.2,0.6,4.5,4.8,³²¼­,220,20.2,1008,-,124
2024-06-09 8:15,22.2,ºÏ,4,15.35,0.42,4,0.5,3.5,5.1,³²¼­,214,20.1,1008,-,136
2024-06-09 8:20,20.1,ºÏ,6,15.41,0.44,4.5,0.78,4.5,4.9,³²³²¼­,199,20.2,1008.1,-,136
2024-06-09 8:25,19.6,ºÏºÏµ¿,13,15.41,0.35,4.1,0.51,4,5.3,³²,180,19.5,1008.1,-,301
2024-06-09 8:30,20.7,ºÏ,7,15.4,0.43,4.6,0.54,5,5.9,³²,178,18.9,1008.1,-,125
2024-06-09 8:35,19.9,ºÏ,7,15.36,0.44,4.7,0.67,4,5.7,³²,174,18.6,1008.2,-,136
2024-06-09 8:40,21.6,ºÏ,10,15.32,0.45,4.7,0.61,4,5.7,³²,174,18.6,1008.3,-,135
2024-06-09 8:45,19.5,ºÏ,5,15.29,0.47,4.8,0.64,4,5.9,³²,174,18.6,1008.2,-,145
2024-06-09 8:50,20.2,ºÏ,6,15.37,0.49,4.8,0.75,4.5,6,³²,175,18.5,1008.2,-,124
2024-06-09 8:55,19.6,ºÏ,6,15.36,0.52,4.9,0.81,5,5.8,³²,174,18.5,1008.2,-,132
2024-06-09 9:00,19.1,ºÏºÏµ¿,12,15.28,0.53,4.7,0.76,5.5,5.7,³²,170,18.5,1008.2,-,140
2024-06-09 9:05,20.2,ºÏ,11,15.24,0.53,5.3,0.74,5,6.1,³²³²µ¿,166,18.6,1008.3,-,129
2024-06-09 9:10,18.5,ºÏºÏµ¿,14,15.26,0.52,4.8,0.8,5,6.2,³²³²µ¿,165,18.6,1008.3,-,134
2024-06-09 9:15,20.6,ºÏ,9,15.23,0.53,5.4,0.73,5.5,6.4,³²³²µ¿,168,18.6,1008.3,-,135
2024-06-09 9:20,18.3,ºÏºÏµ¿,15,15.22,0.62,5.2,0.92,5.5,5.5,³²,181,18.6,1008.4,-,136
2024-06-09 9:25,18.3,ºÏºÏµ¿,12,15.24,0.6,5.7,0.84,5,5.5,³²,185,18.5,1008.4,-,144
2024-06-09 9:30,16.3,ºÏºÏµ¿,17,15.25,0.6,5.5,0.94,5.5,4.8,³²,180,18.2,1008.4,-,143
2024-06-09 9:35,19,ºÏ,6,15.23,0.61,5.8,0.92,6,4.4,³²,185,18.3,1008.5,-,137
2024-06-09 9:40,16.7,ºÏ,7,15.19,0.65,6.3,0.92,7,4.1,³²,187,18,1008.4,-,142
2024-06-09 9:45,16.6,ºÏ,8,15.18,0.8,6.6,1.04,5.5,5,³²,176,18.3,1008.4,-,144
2024-06-09 9:50,18.4,ºÏ,5,15.12,0.66,5.9,1.09,5.5,5,³²,169,18.5,1008.3,-,151
2024-06-09 9:55,16.4,ºÏ,11,15.24,0.82,6.3,1.14,6.5,5.4,³²,170,18.7,1008.3,-,143
2024-06-09 10:00,16,ºÏ,8,15.28,0.86,6.2,1.37,5.5,5.9,³²³²µ¿,166,18.7,1008.3,-,142
2024-06-09 10:05,18.7,ºÏ,3,15.39,1.07,6.7,1.61,6.5,5.9,³²³²µ¿,163,18.7,1008.3,-,141
2024-06-09 10:10,20,ºÏ,0,15.37,0.96,6.8,1.22,6.5,6.2,³²³²µ¿,164,18.7,1008.3,-,144
2024-06-09 10:15,20,ºÏ,355,15.44,0.94,6.4,1.63,5.5,5.6,³²³²µ¿,168,18.9,1008.3,-,132
2024-06-09 10:20,17.8,ºÏ,355,15.52,0.9,6.6,1.07,7,6.1,³²,169,18.9,1008.3,-,148
2024-06-09 10:25,17.6,ºÏ,0,15.44,0.94,6.6,1.44,7,6.3,³²³²µ¿,165,19,1008.3,-,143
2024-06-09 10:30,13.8,ºÏ,358,15.47,0.83,6.5,1.01,6.5,6.2,³²³²µ¿,166,19,1008.3,-,142
2024-06-09 10:35,21.2,ºÏ,358,15.58,0.96,6.3,1.43,6.5,6,³²³²µ¿,166,18.9,1008.3,-,143
2024-06-09 10:40,18.1,ºÏ,359,15.63,0.96,6.6,1.52,6.5,6.1,³²³²µ¿,164,18.9,1008.3,-,139
2024-06-09 10:45,16.6,ºÏ,353,15.49,0.78,6.3,1.11,5.5,6.2,³²³²µ¿,163,18.9,1008.3,-,139
2024-06-09 10:50,16.8,ºÏ,2,15.59,0.85,6.1,1.17,6.5,6.1,³²³²µ¿,163,18.8,1008.3,-,142
2024-06-09 10:55,14.7,ºÏ,3,15.43,0.86,6.6,1.28,7,6.1,³²³²µ¿,164,18.8,1008.3,-,141
2024-06-09 11:00,13.3,ºÏ,0,15.27,0.93,6.3,1.35,7,6.6,³²³²µ¿,161,18.6,1008.3,-,141
2024-06-09 11:05,11.7,ºÏºÏµ¿,18,14.87,0.86,6.4,1.08,6.5,6.8,³²³²µ¿,161,18.7,1008.3,-,138
2024-06-09 11:10,19,ºÏ,357,14.91,1,6.5,1.16,6.5,6.7,³²³²µ¿,163,18.7,1008.2,-,140
2024-06-09 11:15,15.5,ºÏ,356,15.06,1.1,6.4,1.43,6.5,6.9,³²³²µ¿,161,18.7,1008.2,-,145
2024-06-09 11:20,17.1,ºÏ,352,15.09,0.86,6.3,1.02,6.5,6.8,³²³²µ¿,160,18.7,1008.2,-,145
2024-06-09 11:25,18,ºÏ,358,15.09,0.82,5.8,1.15,6,6.4,³²³²µ¿,157,18.7,1008.2,-,140
2024-06-09 11:30,23.6,ºÏ,355,15.14,0.8,6.2,1.07,4.5,6.6,³²³²µ¿,160,18.8,1008.1,-,129
2024-06-09 11:35,21.9,ºÏ,358,15.14,0.92,6.2,1.21,6.5,6.8,³²³²µ¿,163,18.8,1008.1,-,137
2024-06-09 11:40,17.3,ºÏ,1,15.07,0.87,6.5,1.18,6.5,7,³²³²µ¿,161,18.9,1008.1,-,146
2024-06-09 11:45,16.6,ºÏ,354,14.98,0.77,6,1.11,5.5,7.7,³²³²µ¿,164,18.9,1008,-,135
2024-06-09 11:50,19.7,ºÏ,356,15.07,0.71,6,0.94,7.5,7,³²³²µ¿,165,18.9,1007.9,-,141
2024-06-09 11:55,20.9,ºÏ,354,15.07,0.91,6.4,1.19,6,6.9,³²³²µ¿,166,18.9,1007.9,-,134
2024-06-09 12:00,16.8,ºÏ,354,15.08,0.67,6.1,0.96,6,7.1,³²³²µ¿,165,18.8,1007.9,-,139
2024-06-09 12:05,23.1,ºÏ,356,15.15,0.82,6.2,1.12,6,7,³²³²µ¿,162,18.8,1007.9,-,141
2024-06-09 12:10,20.5,ºÏ,355,15.19,0.86,6.1,1.12,5.5,6.7,³²³²µ¿,161,18.8,1007.8,-,140
2024-06-09 12:15,23.8,ºÏ,354,15.2,0.8,6,1.1,6,6.9,³²³²µ¿,164,18.8,1007.8,-,134
2024-06-09 12:20,21.7,ºÏ,356,15.31,0.67,6,0.93,5.5,7.1,³²³²µ¿,163,18.8,1007.8,-,133
2024-06-09 12:25,22.9,ºÏ,360,15.36,0.9,6.2,1.17,6,6.9,³²³²µ¿,163,18.9,1007.7,-,143
2024-06-09 12:30,22.3,ºÏ,354,15.36,0.77,5.8,1.12,6,6.7,³²³²µ¿,161,18.8,1007.7,-,130
2024-06-09 12:35,21.4,ºÏ,355,15.3,0.71,5.9,0.97,5.5,6.4,³²³²µ¿,155,18.9,1007.6,-,137
2024-06-09 12:40,24.4,ºÏ,352,15.43,0.59,5,1,5,6.7,³²³²µ¿,159,19,1007.6,-,147
2024-06-09 12:45,30.7,ºÏ,357,15.65,0.63,5.7,0.82,6.5,6.9,³²³²µ¿,163,19,1007.5,-,150
2024-06-09 12:50,29.3,ºÏ,3,15.86,0.69,5.8,0.94,5.5,6.7,³²³²µ¿,166,19,1007.5,-,129
2024-06-09 12:55,25.9,ºÏ,5,15.96,0.59,5.5,1,5,7.2,³²³²µ¿,168,18.9,1007.5,-,124
2024-06-09 13:00,31.1,ºÏ,0,16.12,0.7,5.6,1,6.5,7.4,³²³²µ¿,166,18.8,1007.4,-,137
2024-06-09 13:05,29.3,ºÏ,5,16.06,0.88,6,1.4,7,7.3,³²,170,18.7,1007.4,-,133
2024-06-09 13:10,26.4,ºÏ,6,16.17,0.74,6.3,0.97,6,7.5,³²,169,18.7,1007.4,-,129
2024-06-09 13:15,26.6,ºÏ,1,16.06,0.64,5.3,0.95,5.5,7.6,³²³²µ¿,165,18.8,1007.2,-,129
2024-06-09 13:20,28.4,ºÏ,3,16.11,0.7,5.7,0.9,5,7.4,³²³²µ¿,164,18.8,1007.2,-,128
2024-06-09 13:25,27.2,ºÏ,357,16.02,0.7,5.2,1.01,6.5,7.5,³²³²µ¿,165,18.8,1007.1,-,133
2024-06-09 13:30,30.7,ºÏ,0,16.06,0.64,5.3,0.8,6,7.3,³²³²µ¿,164,18.8,1007,-,128
2024-06-09 13:35,25,ºÏ,357,15.97,0.66,5.6,0.95,5,6.9,³²³²µ¿,164,18.7,1007,-,136
2024-06-09 13:40,27,ºÏ,351,16.02,0.76,5.8,0.93,5.5,6.6,³²³²µ¿,161,18.7,1007,-,128
2024-06-09 13:45,23.6,ºÏ,349,15.98,0.74,5.9,0.95,6,6.8,³²³²µ¿,161,18.8,1007,-,141
2024-06-09 13:50,27.5,ºÏ,351,15.99,0.71,5.8,0.96,6,6.6,³²³²µ¿,163,18.7,1007,-,129
2024-06-09 13:55,23.2,ºÏ,350,15.91,0.7,6.1,0.98,6,6.6,³²³²µ¿,166,18.7,1007.1,-,136
2024-06-09 14:00,21.3,ºÏ,349,15.84,0.67,5,0.97,6,6.5,³²³²µ¿,164,18.7,1007.1,-,129
2024-06-09 14:05,20.1,ºÏºÏ¼­,345,15.72,0.6,5.1,1.01,6.5,6.4,³²³²µ¿,162,18.7,1007.1,-,134
2024-06-09 14:10,17,ºÏ,356,15.68,0.67,6,0.86,6,6.7,³²³²µ¿,165,18.8,1007.1,-,134
2024-06-09 14:15,21.1,ºÏ,351,15.77,0.66,5.8,0.82,6,6.7,³²³²µ¿,164,18.9,1007,-,135
2024-06-09 14:20,19.2,ºÏ,350,15.77,0.72,5.5,1.01,6,6.7,³²³²µ¿,164,19,1006.9,-,133
2024-06-09 14:25,19.7,ºÏºÏ¼­,342,15.71,0.72,5.6,0.94,5,6.7,³²³²µ¿,165,19,1006.9,-,136
2024-06-09 14:30,24.7,ºÏºÏ¼­,345,15.63,0.75,5.6,0.98,5.5,6.6,³²³²µ¿,164,19.1,1006.9,-,132
2024-06-09 14:35,17.1,ºÏºÏ¼­,341,15.55,0.67,4.9,0.97,5.5,6.7,³²³²µ¿,166,19.1,1007,-,135
2024-06-09 14:40,22.1,ºÏºÏ¼­,347,15.66,0.75,6.2,1.06,6,7.1,³²³²µ¿,164,19.1,1007,-,140
2024-06-09 14:45,24.1,ºÏ,349,15.75,0.67,5.9,0.86,5.5,7.1,³²³²µ¿,166,19.1,1007,-,141
2024-06-09 14:50,21.4,ºÏ,353,15.72,0.78,6.2,0.98,6.5,6.9,³²³²µ¿,166,19.2,1007,-,140
2024-06-09 14:55,21.4,ºÏ,350,15.63,0.64,6,0.86,6,6.9,³²³²µ¿,166,19.1,1007,-,128
2024-06-09 15:00,22.1,ºÏºÏ¼­,346,15.61,0.74,5.9,0.98,5.5,6.6,³²³²µ¿,165,19.1,1007,-,126
2024-06-09 15:05,19.1,ºÏ,353,15.57,0.71,5.6,1.23,5,6.9,³²³²µ¿,167,19.1,1007,-,140
2024-06-09 15:10,17.8,ºÏ,351,15.57,0.67,5.7,0.87,6.5,6.7,³²³²µ¿,167,19,1007.1,-,125
2024-06-09 15:15,14.6,ºÏ,351,15.65,0.72,5.4,0.96,6,6.6,³²³²µ¿,168,19.1,1007.1,-,138
2024-06-09 15:20,16.5,ºÏ,351,15.68,0.64,5.6,0.81,5.5,6.9,³²,170,19.1,1007,-,127
2024-06-09 15:25,21.9,ºÏ,350,15.7,0.7,5.6,0.91,6,7.3,³²,171,19.1,1007,-,132
2024-06-09 15:30,19.6,ºÏ,351,15.58,0.7,5.8,1.03,6.5,7,³²,170,19.1,1007,-,122
2024-06-09 15:35,20.7,ºÏºÏ¼­,348,15.57,0.73,5.6,0.98,6,7.2,³²,169,19.1,1007,-,137
2024-06-09 15:40,23.1,ºÏ,349,15.57,0.74,6.3,0.99,6,7.1,³²,169,19.1,1007,-,134
2024-06-09 15:45,21.7,ºÏºÏ¼­,347,15.55,0.74,5.6,1.09,6.5,7.1,³²,170,19.1,1007,-,125
2024-06-09 15:50,18.8,ºÏ,349,15.62,0.76,6,1.12,6.5,7.1,³²,171,19.1,1007,-,129
2024-06-09 15:55,17.3,ºÏ,353,15.55,0.79,5.9,1.15,6,7,³²,169,19.2,1006.9,-,124
2024-06-09 16:00,22.6,ºÏ,355,15.52,0.7,6.2,1.08,5.5,7.2,³²³²µ¿,167,19.1,1006.9,-,129
2024-06-09 16:05,20.2,ºÏ,349,15.47,0.72,5.7,0.94,6.5,7.5,³²³²µ¿,168,18.9,1006.9,-,130
2024-06-09 16:10,20.5,ºÏ,350,15.46,0.79,6,0.97,6.5,7.5,³²,169,19,1006.8,-,143
2024-06-09 16:15,23.3,ºÏ,350,15.5,0.8,5.9,1.18,6,7.1,³²,169,19,1006.8,-,135
2024-06-09 16:20,21.8,ºÏ,350,15.47,0.9,6.4,1.31,5.5,6.9,³²³²µ¿,168,19,1006.8,-,137
2024-06-09 16:25,25.5,ºÏ,352,15.42,0.67,5.6,1.3,5.5,6.6,³²³²µ¿,167,18.9,1006.8,-,128
2024-06-09 16:30,22.8,ºÏ,352,15.42,0.8,5.8,1.07,5.5,6.5,³²³²µ¿,165,18.8,1006.7,-,122
2024-06-09 16:35,19.9,ºÏ,350,15.36,0.9,5.8,1.34,6.5,6.2,³²³²µ¿,163,18.8,1006.6,-,122
2024-06-09 16:40,20.8,ºÏºÏ¼­,345,15.24,0.95,6.2,1.17,5.5,6.1,³²³²µ¿,167,18.9,1006.7,-,122
2024-06-09 16:45,17.1,ºÏºÏ¼­,346,15.15,0.77,5.5,1.04,5,6.3,³²³²µ¿,165,18.9,1006.7,-,129
