°üÃø¼Ò¸í:ÀÎÃµÇ×,,,,,,,,,,,,,,
À§µµ:37.389444,,,,,,,,,,,,,,
°æµµ:126.533055,,,,,,,,,,,,,,
°üÃø½Ã°£,À¯¼Ó(cm/s),À¯Çâ(16points),À¯Çâ(deg),¼ö¿Â(¡É),À¯ÀÇÆÄ°í(m),À¯ÀÇÆÄÁÖ±â(sec),ÃÖ´ëÆÄ°í(m),ÃÖ´ëÆÄÁÖ±â(sec),Ç³¼Ó(m/s),Ç³Çâ(16points),Ç³Çâ(deg),±â¿Â(¡É),±â¾Ð(hPa),½ÃÁ¤(m)
2024-06-06 14:00,40.2,ºÏµ¿,41,19.41,-,-,-,-,-,-,-,-,-,-
2024-06-06 14:10,43.8,ºÏµ¿,45,19.38,-,-,-,-,-,-,-,-,-,-
2024-06-06 14:20,44.5,µ¿ºÏµ¿,61,19.2,-,-,-,-,-,-,-,-,-,-
2024-06-06 14:30,45.2,µ¿ºÏµ¿,60,19.07,-,-,-,-,-,-,-,-,-,-
2024-06-06 14:40,40.9,µ¿ºÏµ¿,61,18.95,-,-,-,-,-,-,-,-,-,-
2024-06-06 14:50,36.5,µ¿ºÏµ¿,59,19.16,-,-,-,-,-,-,-,-,-,-
2024-06-06 15:00,39.7,µ¿ºÏµ¿,61,19.14,-,-,-,-,-,-,-,-,-,-
2024-06-06 15:10,41.7,µ¿ºÏµ¿,59,19.16,-,-,-,-,-,-,-,-,-,-
2024-06-06 15:20,36.5,µ¿ºÏµ¿,57,18.98,-,-,-,-,-,-,-,-,-,-
2024-06-06 15:30,32.6,ºÏµ¿,48,19.22,-,-,-,-,-,-,-,-,-,-
2024-06-06 15:40,32,ºÏµ¿,55,19.06,-,-,-,-,-,-,-,-,-,-
2024-06-06 15:50,25.6,ºÏµ¿,55,18.93,-,-,-,-,-,-,-,-,-,-
2024-06-06 16:00,22.2,ºÏµ¿,43,18.9,-,-,-,-,-,-,-,-,-,-
2024-06-06 16:10,16.3,ºÏµ¿,39,19,-,-,-,-,-,-,-,-,-,-
2024-06-06 16:20,17.5,ºÏµ¿,51,19.15,-,-,-,-,-,-,-,-,-,-
2024-06-06 16:30,11.8,ºÏµ¿,46,19.01,-,-,-,-,-,-,-,-,-,-
2024-06-06 16:40,5.4,ºÏºÏµ¿,32,19.03,-,-,-,-,-,-,-,-,-,-
2024-06-06 16:50,1.7,¼­,262,18.94,-,-,-,-,-,-,-,-,-,-
2024-06-06 17:00,7.9,³²¼­,228,18.71,-,-,-,-,-,-,-,-,-,-
2024-06-06 17:10,9.8,³²,170,18.86,-,-,-,-,-,-,-,-,-,-
2024-06-06 17:20,12.2,³²¼­,233,18.89,-,-,-,-,-,-,-,-,-,-
2024-06-06 17:30,19.8,µ¿³²µ¿,109,18.96,-,-,-,-,-,-,-,-,-,-
2024-06-06 17:40,15.7,µ¿,97,19.03,-,-,-,-,-,-,-,-,-,-
2024-06-06 17:50,12.1,µ¿,91,18.73,-,-,-,-,-,-,-,-,-,-
2024-06-06 18:00,19.6,µ¿,80,18.88,-,-,-,-,-,-,-,-,-,-
2024-06-06 18:10,20.3,µ¿ºÏµ¿,72,18.85,-,-,-,-,-,-,-,-,-,-
2024-06-06 18:20,24.8,µ¿ºÏµ¿,68,19.01,-,-,-,-,-,-,-,-,-,-
2024-06-06 18:30,38.5,µ¿ºÏµ¿,65,19.12,-,-,-,-,-,-,-,-,-,-
2024-06-06 18:40,40.4,µ¿ºÏµ¿,63,19.26,-,-,-,-,-,-,-,-,-,-
2024-06-06 18:50,46.3,µ¿ºÏµ¿,62,19.17,-,-,-,-,-,-,-,-,-,-
2024-06-06 19:00,49.9,µ¿ºÏµ¿,58,19.11,-,-,-,-,-,-,-,-,-,-
2024-06-06 19:10,48.7,µ¿ºÏµ¿,62,19.11,-,-,-,-,-,-,-,-,-,-
2024-06-06 19:20,62.5,µ¿ºÏµ¿,61,19.16,-,-,-,-,-,-,-,-,-,-
2024-06-06 19:30,69.8,µ¿ºÏµ¿,64,19.28,-,-,-,-,-,-,-,-,-,-
2024-06-06 19:40,65.2,µ¿ºÏµ¿,63,19.18,-,-,-,-,-,-,-,-,-,-
2024-06-06 19:50,66.6,µ¿ºÏµ¿,64,19.19,-,-,-,-,-,-,-,-,-,-
2024-06-06 20:00,69.8,µ¿ºÏµ¿,64,19.24,-,-,-,-,-,-,-,-,-,-
2024-06-06 20:10,66.7,µ¿ºÏµ¿,63,19.11,-,-,-,-,-,-,-,-,-,-
2024-06-06 20:20,68.1,µ¿ºÏµ¿,63,19.26,-,-,-,-,-,-,-,-,-,-
2024-06-06 20:30,65,¼­³²¼­,241,19.3,-,-,-,-,-,-,-,-,-,-
2024-06-06 20:40,65.5,¼­³²¼­,240,19.3,-,-,-,-,-,-,-,-,-,-
2024-06-06 20:50,56.3,¼­³²¼­,237,19.31,-,-,-,-,-,-,-,-,-,-
2024-06-06 21:00,68,³²¼­,234,19.38,-,-,-,-,-,-,-,-,-,-
2024-06-06 21:10,64.1,¼­³²¼­,239,19.46,-,-,-,-,-,-,-,-,-,-
2024-06-06 21:20,61.7,¼­³²¼­,240,19.52,-,-,-,-,-,-,-,-,-,-
2024-06-06 21:30,56.6,¼­³²¼­,238,19.63,-,-,-,-,-,-,-,-,-,-
2024-06-06 21:40,60,¼­³²¼­,242,19.75,-,-,-,-,-,-,-,-,-,-
2024-06-06 21:50,55.6,¼­³²¼­,240,19.82,-,-,-,-,-,-,-,-,-,-
2024-06-06 22:00,48.7,¼­³²¼­,239,19.92,-,-,-,-,-,-,-,-,-,-
2024-06-06 22:10,46.4,¼­³²¼­,241,19.95,-,-,-,-,-,-,-,-,-,-
2024-06-06 22:20,42.9,¼­³²¼­,238,19.96,-,-,-,-,-,-,-,-,-,-
2024-06-06 22:30,36.8,¼­³²¼­,248,19.98,-,-,-,-,-,-,-,-,-,-
2024-06-06 22:40,28.8,¼­³²¼­,248,19.99,-,-,-,-,-,-,-,-,-,-
2024-06-06 22:50,26.7,¼­³²¼­,238,19.99,-,-,-,-,-,-,-,-,-,-
2024-06-06 23:00,17.5,³²¼­,235,19.99,-,-,-,-,-,-,-,-,-,-
2024-06-06 23:10,8,³²³²¼­,195,19.99,-,-,-,-,-,-,-,-,-,-
2024-06-06 23:20,5.5,µ¿³²µ¿,115,19.97,-,-,-,-,-,-,-,-,-,-
2024-06-06 23:30,14,¼­³²¼­,257,19.97,-,-,-,-,-,-,-,-,-,-
2024-06-06 23:40,21.5,¼­,259,19.97,-,-,-,-,-,-,-,-,-,-
2024-06-06 23:50,31,µ¿ºÏµ¿,66,19.95,-,-,-,-,-,-,-,-,-,-
2024-06-07 0:00,36.9,µ¿ºÏµ¿,67,19.94,-,-,-,-,-,-,-,-,-,-
2024-06-07 0:10,44.2,µ¿ºÏµ¿,69,19.91,-,-,-,-,-,-,-,-,-,-
2024-06-07 0:20,51.2,µ¿ºÏµ¿,74,19.89,-,-,-,-,-,-,-,-,-,-
2024-06-07 0:30,56,µ¿ºÏµ¿,69,19.81,-,-,-,-,-,-,-,-,-,-
2024-06-07 0:40,55.1,µ¿ºÏµ¿,66,19.72,-,-,-,-,-,-,-,-,-,-
2024-06-07 0:50,60.7,¼­³²¼­,255,19.73,-,-,-,-,-,-,-,-,-,-
2024-06-07 1:00,62,¼­³²¼­,255,19.72,-,-,-,-,-,-,-,-,-,-
2024-06-07 1:10,62.2,µ¿ºÏµ¿,59,19.73,-,-,-,-,-,-,-,-,-,-
2024-06-07 1:20,62.7,µ¿ºÏµ¿,59,19.66,-,-,-,-,-,-,-,-,-,-
2024-06-07 1:30,53.1,µ¿ºÏµ¿,60,19.34,-,-,-,-,-,-,-,-,-,-
2024-06-07 1:40,57,µ¿ºÏµ¿,57,19.54,-,-,-,-,-,-,-,-,-,-
2024-06-07 1:50,60.3,ºÏµ¿,52,19.51,-,-,-,-,-,-,-,-,-,-
2024-06-07 2:00,60.5,ºÏµ¿,53,19.22,-,-,-,-,-,-,-,-,-,-
2024-06-07 2:10,56,¼­³²¼­,254,19.2,-,-,-,-,-,-,-,-,-,-
2024-06-07 2:20,55.6,ºÏµ¿,50,19.2,-,-,-,-,-,-,-,-,-,-
2024-06-07 2:30,59.7,ºÏµ¿,53,19.18,-,-,-,-,-,-,-,-,-,-
2024-06-07 2:40,54.2,ºÏµ¿,51,18.99,-,-,-,-,-,-,-,-,-,-
2024-06-07 2:50,47.9,ºÏµ¿,51,18.96,-,-,-,-,-,-,-,-,-,-
2024-06-07 3:00,44.6,µ¿ºÏµ¿,58,18.92,-,-,-,-,-,-,-,-,-,-
2024-06-07 3:10,37,µ¿ºÏµ¿,62,18.86,-,-,-,-,-,-,-,-,-,-
2024-06-07 3:20,32.1,µ¿ºÏµ¿,57,18.83,-,-,-,-,-,-,-,-,-,-
2024-06-07 3:30,49.8,ºÏµ¿,51,18.78,-,-,-,-,-,-,-,-,-,-
2024-06-07 3:40,46.1,ºÏµ¿,51,18.77,-,-,-,-,-,-,-,-,-,-
2024-06-07 3:50,41.3,ºÏµ¿,53,18.75,-,-,-,-,-,-,-,-,-,-
2024-06-07 4:00,34.2,ºÏµ¿,56,18.72,-,-,-,-,-,-,-,-,-,-
2024-06-07 4:10,27.7,µ¿ºÏµ¿,58,18.72,-,-,-,-,-,-,-,-,-,-
2024-06-07 4:20,22.1,µ¿ºÏµ¿,65,18.56,-,-,-,-,-,-,-,-,-,-
2024-06-07 4:30,23.8,µ¿ºÏµ¿,68,18.5,-,-,-,-,-,-,-,-,-,-
2024-06-07 4:40,21.8,µ¿ºÏµ¿,68,18.41,-,-,-,-,-,-,-,-,-,-
2024-06-07 4:50,19.7,µ¿ºÏµ¿,68,18.27,-,-,-,-,-,-,-,-,-,-
2024-06-07 5:00,16.2,µ¿ºÏµ¿,75,18.24,-,-,-,-,-,-,-,-,-,-
2024-06-07 5:10,11.6,µ¿ºÏµ¿,76,18.23,-,-,-,-,-,-,-,-,-,-
2024-06-07 5:20,5.5,ºÏºÏµ¿,16,18.22,-,-,-,-,-,-,-,-,-,-
2024-06-07 5:30,5.2,³²¼­,230,18.31,-,-,-,-,-,-,-,-,-,-
2024-06-07 5:40,3,³²¼­,233,18.29,-,-,-,-,-,-,-,-,-,-
2024-06-07 5:50,17.1,³²¼­,220,18.26,-,-,-,-,-,-,-,-,-,-
2024-06-07 6:00,19.9,³²¼­,234,18.27,-,-,-,-,-,-,-,-,-,-
2024-06-07 6:10,26.2,³²¼­,228,18.33,-,-,-,-,-,-,-,-,-,-
2024-06-07 6:20,29.5,³²¼­,225,18.38,-,-,-,-,-,-,-,-,-,-
2024-06-07 6:30,33.4,³²¼­,224,18.43,-,-,-,-,-,-,-,-,-,-
2024-06-07 6:40,36.5,³²¼­,225,18.37,-,-,-,-,-,-,-,-,-,-
2024-06-07 6:50,35.7,³²¼­,229,18.46,-,-,-,-,-,-,-,-,-,-
2024-06-07 7:00,46.1,³²¼­,230,18.54,-,-,-,-,-,-,-,-,-,-
2024-06-07 7:10,51.7,³²¼­,231,18.58,-,-,-,-,-,-,-,-,-,-
2024-06-07 7:20,56.2,³²¼­,224,18.61,-,-,-,-,-,-,-,-,-,-
2024-06-07 7:30,56.4,µ¿ºÏµ¿,60,18.6,-,-,-,-,-,-,-,-,-,-
2024-06-07 7:40,58.3,³²¼­,231,18.57,-,-,-,-,-,-,-,-,-,-
2024-06-07 7:50,58,µ¿ºÏµ¿,62,18.58,-,-,-,-,-,-,-,-,-,-
2024-06-07 8:00,59.1,³²¼­,231,18.59,-,-,-,-,-,-,-,-,-,-
2024-06-07 8:10,66.2,µ¿ºÏµ¿,64,18.69,-,-,-,-,-,-,-,-,-,-
2024-06-07 8:20,70,³²¼­,234,18.65,-,-,-,-,-,-,-,-,-,-
2024-06-07 8:30,68.3,³²¼­,233,18.71,-,-,-,-,-,-,-,-,-,-
2024-06-07 8:40,69.2,³²¼­,231,19.44,-,-,-,-,-,-,-,-,-,-
2024-06-07 8:50,77.9,µ¿ºÏµ¿,62,19.27,-,-,-,-,-,-,-,-,-,-
2024-06-07 9:00,72.7,¼­³²¼­,241,19.2,-,-,-,-,-,-,-,-,-,-
2024-06-07 9:10,68.5,¼­³²¼­,238,19.48,-,-,-,-,-,-,-,-,-,-
2024-06-07 9:20,69.8,¼­³²¼­,239,19.31,-,-,-,-,-,-,-,-,-,-
2024-06-07 9:30,68.5,³²¼­,236,19.33,-,-,-,-,-,-,-,-,-,-
2024-06-07 9:40,61,³²¼­,235,19.31,-,-,-,-,-,-,-,-,-,-
2024-06-07 9:50,59.8,³²¼­,235,19.37,-,-,-,-,-,-,-,-,-,-
2024-06-07 10:00,58.7,µ¿ºÏµ¿,63,19.4,-,-,-,-,-,-,-,-,-,-
2024-06-07 10:10,60.1,¼­³²¼­,241,19.49,-,-,-,-,-,-,-,-,-,-
2024-06-07 10:20,63,³²¼­,236,19.57,-,-,-,-,-,-,-,-,-,-
2024-06-07 10:30,62.2,µ¿ºÏµ¿,63,19.8,-,-,-,-,-,-,-,-,-,-
2024-06-07 10:40,57.5,³²¼­,232,19.78,-,-,-,-,-,-,-,-,-,-
2024-06-07 10:50,50.9,³²¼­,234,19.77,-,-,-,-,-,-,-,-,-,-
2024-06-07 11:00,46,µ¿ºÏµ¿,62,19.84,-,-,-,-,-,-,-,-,-,-
2024-06-07 11:10,39.6,¼­³²¼­,239,19.91,-,-,-,-,-,-,-,-,-,-
2024-06-07 11:20,34.4,¼­³²¼­,241,19.94,-,-,-,-,-,-,-,-,-,-
2024-06-07 11:30,27.9,µ¿ºÏµ¿,58,19.96,-,-,-,-,-,-,-,-,-,-
2024-06-07 11:40,16.5,³²¼­,236,19.98,-,-,-,-,-,-,-,-,-,-
2024-06-07 11:50,9.6,³²¼­,234,19.99,-,-,-,-,-,-,-,-,-,-
2024-06-07 12:00,3.5,³²¼­,221,20.01,-,-,-,-,-,-,-,-,-,-
2024-06-07 12:10,2.2,µ¿³²µ¿,115,20.25,-,-,-,-,-,-,-,-,-,-
2024-06-07 12:20,8.5,¼­,270,19.95,-,-,-,-,-,-,-,-,-,-
2024-06-07 12:30,18.9,¼­³²¼­,257,19.98,-,-,-,-,-,-,-,-,-,-
2024-06-07 12:40,23.6,µ¿ºÏµ¿,62,19.97,-,-,-,-,-,-,-,-,-,-
2024-06-07 12:50,32.8,µ¿ºÏµ¿,62,19.89,-,-,-,-,-,-,-,-,-,-
2024-06-07 13:00,36.1,µ¿ºÏµ¿,63,19.96,-,-,-,-,-,-,-,-,-,-
2024-06-07 13:10,37.4,µ¿ºÏµ¿,59,20.02,-,-,-,-,-,-,-,-,-,-
2024-06-07 13:20,39.8,¼­³²¼­,252,20.21,-,-,-,-,-,-,-,-,-,-
2024-06-07 13:30,40.3,µ¿ºÏµ¿,59,20.02,-,-,-,-,-,-,-,-,-,-
2024-06-07 13:40,43.1,µ¿ºÏµ¿,64,19.99,-,-,-,-,-,-,-,-,-,-
2024-06-07 13:50,41.9,µ¿ºÏµ¿,59,20.28,-,-,-,-,-,-,-,-,-,-
2024-06-07 14:00,44.7,ºÏµ¿,54,20.09,-,-,-,-,-,-,-,-,-,-
2024-06-07 14:10,42.8,µ¿ºÏµ¿,57,20.05,-,-,-,-,-,-,-,-,-,-
2024-06-07 14:20,44.5,¼­³²¼­,256,19.6,-,-,-,-,-,-,-,-,-,-
2024-06-07 14:30,45.4,ºÏµ¿,48,19.65,-,-,-,-,-,-,-,-,-,-
2024-06-07 14:40,45.4,ºÏµ¿,45,19.48,-,-,-,-,-,-,-,-,-,-
2024-06-07 14:50,43.4,¼­³²¼­,255,19.42,-,-,-,-,-,-,-,-,-,-
2024-06-07 15:00,45.9,ºÏµ¿,46,19.3,-,-,-,-,-,-,-,-,-,-
2024-06-07 15:10,44.1,¼­³²¼­,250,19.27,-,-,-,-,-,-,-,-,-,-
2024-06-07 15:20,37.9,ºÏµ¿,45,19.15,-,-,-,-,-,-,-,-,-,-
2024-06-07 15:30,33,¼­³²¼­,253,19.09,-,-,-,-,-,-,-,-,-,-
2024-06-07 15:40,31.4,ºÏµ¿,49,19.19,-,-,-,-,-,-,-,-,-,-
2024-06-07 15:50,37.1,¼­³²¼­,253,19.24,-,-,-,-,-,-,-,-,-,-
2024-06-07 16:00,36.7,¼­³²¼­,252,19.12,-,-,-,-,-,-,-,-,-,-
2024-06-07 16:10,29.5,¼­³²¼­,252,19.05,-,-,-,-,-,-,-,-,-,-
2024-06-07 16:20,24.4,ºÏµ¿,45,19.01,-,-,-,-,-,-,-,-,-,-
2024-06-07 16:30,21.6,¼­,260,18.97,-,-,-,-,-,-,-,-,-,-
2024-06-07 16:40,16.5,ºÏµ¿,44,18.96,-,-,-,-,-,-,-,-,-,-
2024-06-07 16:50,13.1,ºÏºÏµ¿,27,18.86,-,-,-,-,-,-,-,-,-,-
2024-06-07 17:00,8.4,ºÏºÏµ¿,21,18.99,-,-,-,-,-,-,-,-,-,-
2024-06-07 17:10,5.4,ºÏµ¿,44,19.12,-,-,-,-,-,-,-,-,-,-
2024-06-07 17:20,2.9,ºÏµ¿,36,18.91,-,-,-,-,-,-,-,-,-,-
2024-06-07 17:30,4.7,¼­³²¼­,248,18.78,-,-,-,-,-,-,-,-,-,-
2024-06-07 17:40,10.9,³²,179,18.67,-,-,-,-,-,-,-,-,-,-
2024-06-07 17:50,10.6,³²¼­,226,18.63,-,-,-,-,-,-,-,-,-,-
2024-06-07 18:00,15.5,¼­³²¼­,244,18.7,-,-,-,-,-,-,-,-,-,-
2024-06-07 18:10,23,¼­³²¼­,238,18.74,-,-,-,-,-,-,-,-,-,-
2024-06-07 18:20,19.2,³²¼­,232,18.85,-,-,-,-,-,-,-,-,-,-
2024-06-07 18:30,10.6,¼­³²¼­,237,18.72,-,-,-,-,-,-,-,-,-,-
2024-06-07 18:40,16.1,³²¼­,227,18.72,-,-,-,-,-,-,-,-,-,-
2024-06-07 18:50,26.5,µ¿ºÏµ¿,65,18.68,-,-,-,-,-,-,-,-,-,-
2024-06-07 19:00,30.4,³²¼­,223,18.74,-,-,-,-,-,-,-,-,-,-
2024-06-07 19:10,43.4,µ¿ºÏµ¿,63,18.79,-,-,-,-,-,-,-,-,-,-
2024-06-07 19:20,36.3,µ¿ºÏµ¿,66,19.03,-,-,-,-,-,-,-,-,-,-
2024-06-07 19:30,44.1,µ¿ºÏµ¿,65,19.05,-,-,-,-,-,-,-,-,-,-
2024-06-07 19:40,47.7,µ¿ºÏµ¿,67,19.16,-,-,-,-,-,-,-,-,-,-
2024-06-07 19:50,60.9,µ¿ºÏµ¿,63,19.07,-,-,-,-,-,-,-,-,-,-
2024-06-07 20:00,64.3,³²¼­,234,19.45,-,-,-,-,-,-,-,-,-,-
2024-06-07 20:10,75.3,³²¼­,234,19.27,-,-,-,-,-,-,-,-,-,-
2024-06-07 20:20,70.1,¼­³²¼­,239,19.25,-,-,-,-,-,-,-,-,-,-
2024-06-07 20:30,72.4,¼­³²¼­,238,19.24,-,-,-,-,-,-,-,-,-,-
2024-06-07 20:40,68.9,³²¼­,236,19.32,-,-,-,-,-,-,-,-,-,-
2024-06-07 20:50,67.3,¼­³²¼­,239,19.29,-,-,-,-,-,-,-,-,-,-
2024-06-07 21:00,69.9,¼­³²¼­,239,19.35,-,-,-,-,-,-,-,-,-,-
2024-06-07 21:10,61.6,¼­³²¼­,238,19.43,-,-,-,-,-,-,-,-,-,-
2024-06-07 21:20,67.9,¼­³²¼­,239,19.46,-,-,-,-,-,-,-,-,-,-
2024-06-07 21:30,62.1,¼­³²¼­,238,19.48,-,-,-,-,-,-,-,-,-,-
2024-06-07 21:40,63.2,³²¼­,234,19.52,-,-,-,-,-,-,-,-,-,-
2024-06-07 21:50,59.9,¼­³²¼­,239,19.62,-,-,-,-,-,-,-,-,-,-
2024-06-07 22:00,61.8,¼­³²¼­,242,19.7,-,-,-,-,-,-,-,-,-,-
2024-06-07 22:10,58.8,µ¿ºÏµ¿,64,19.79,-,-,-,-,-,-,-,-,-,-
2024-06-07 22:20,58.5,³²¼­,236,19.91,-,-,-,-,-,-,-,-,-,-
2024-06-07 22:30,58.2,¼­³²¼­,241,19.97,-,-,-,-,-,-,-,-,-,-
2024-06-07 22:40,51.6,¼­³²¼­,240,20.07,-,-,-,-,-,-,-,-,-,-
2024-06-07 22:50,50.4,¼­³²¼­,240,20.12,-,-,-,-,-,-,-,-,-,-
2024-06-07 23:00,42.5,¼­³²¼­,242,20.14,-,-,-,-,-,-,-,-,-,-
2024-06-07 23:10,33.3,¼­³²¼­,244,20.15,-,-,-,-,-,-,-,-,-,-
2024-06-07 23:20,27.8,µ¿ºÏµ¿,68,20.15,-,-,-,-,-,-,-,-,-,-
2024-06-07 23:30,19.1,³²¼­,236,20.15,-,-,-,-,-,-,-,-,-,-
2024-06-07 23:40,7.3,µ¿ºÏµ¿,77,20.15,-,-,-,-,-,-,-,-,-,-
2024-06-07 23:50,2.8,³²³²¼­,199,20.15,-,-,-,-,-,-,-,-,-,-
2024-06-08 0:00,7.8,µ¿ºÏµ¿,65,20.15,-,-,-,-,-,-,-,-,-,-
2024-06-08 0:10,13.3,µ¿,89,20.14,-,-,-,-,-,-,-,-,-,-
2024-06-08 0:20,21.3,µ¿,84,20.13,-,-,-,-,-,-,-,-,-,-
2024-06-08 0:30,27.9,µ¿ºÏµ¿,60,20.11,-,-,-,-,-,-,-,-,-,-
2024-06-08 0:40,35.4,µ¿ºÏµ¿,69,20.12,-,-,-,-,-,-,-,-,-,-
2024-06-08 0:50,44.8,µ¿ºÏµ¿,66,20.1,-,-,-,-,-,-,-,-,-,-
2024-06-08 1:00,51.6,µ¿ºÏµ¿,66,20.08,-,-,-,-,-,-,-,-,-,-
2024-06-08 1:10,53.6,µ¿ºÏµ¿,61,20.06,-,-,-,-,-,-,-,-,-,-
2024-06-08 1:20,54.7,µ¿ºÏµ¿,58,20.06,-,-,-,-,-,-,-,-,-,-
2024-06-08 1:30,56.4,µ¿ºÏµ¿,59,20.04,-,-,-,-,-,-,-,-,-,-
2024-06-08 1:40,56.6,µ¿ºÏµ¿,59,19.65,-,-,-,-,-,-,-,-,-,-
2024-06-08 1:50,60.1,µ¿ºÏµ¿,62,19.66,-,-,-,-,-,-,-,-,-,-
2024-06-08 2:00,63,µ¿ºÏµ¿,61,19.7,-,-,-,-,-,-,-,-,-,-
2024-06-08 2:10,50.9,ºÏµ¿,56,19.64,-,-,-,-,-,-,-,-,-,-
2024-06-08 2:20,60.6,µ¿ºÏµ¿,62,19.74,-,-,-,-,-,-,-,-,-,-
2024-06-08 2:30,61.4,µ¿ºÏµ¿,63,19.68,-,-,-,-,-,-,-,-,-,-
2024-06-08 2:40,62.5,ºÏµ¿,46,19.47,-,-,-,-,-,-,-,-,-,-
2024-06-08 2:50,55,ºÏµ¿,48,19.42,-,-,-,-,-,-,-,-,-,-
2024-06-08 3:00,58.4,ºÏµ¿,47,19.42,-,-,-,-,-,-,-,-,-,-
2024-06-08 3:10,61.6,ºÏµ¿,48,19.3,-,-,-,-,-,-,-,-,-,-
2024-06-08 3:20,53.4,ºÏµ¿,49,19.28,-,-,-,-,-,-,-,-,-,-
2024-06-08 3:30,43.6,µ¿ºÏµ¿,63,19.15,-,-,-,-,-,-,-,-,-,-
2024-06-08 3:40,42.6,ºÏµ¿,55,19.07,-,-,-,-,-,-,-,-,-,-
2024-06-08 3:50,32.5,µ¿ºÏµ¿,61,19,-,-,-,-,-,-,-,-,-,-
2024-06-08 4:00,34.3,µ¿ºÏµ¿,64,18.89,-,-,-,-,-,-,-,-,-,-
2024-06-08 4:10,31.1,ºÏµ¿,54,19.01,-,-,-,-,-,-,-,-,-,-
2024-06-08 4:20,48.7,ºÏµ¿,48,18.94,-,-,-,-,-,-,-,-,-,-
2024-06-08 4:30,46.9,µ¿ºÏµ¿,61,18.93,-,-,-,-,-,-,-,-,-,-
2024-06-08 4:40,42,µ¿ºÏµ¿,57,18.84,-,-,-,-,-,-,-,-,-,-
2024-06-08 4:50,34.1,µ¿ºÏµ¿,62,18.81,-,-,-,-,-,-,-,-,-,-
2024-06-08 5:00,29.6,µ¿ºÏµ¿,73,18.76,-,-,-,-,-,-,-,-,-,-
2024-06-08 5:10,18.4,µ¿,84,18.72,-,-,-,-,-,-,-,-,-,-
2024-06-08 5:20,19.6,ºÏµ¿,54,18.54,-,-,-,-,-,-,-,-,-,-
2024-06-08 5:30,17,ºÏµ¿,52,18.46,-,-,-,-,-,-,-,-,-,-
2024-06-08 5:40,14.4,µ¿,99,18.42,-,-,-,-,-,-,-,-,-,-
2024-06-08 5:50,12.5,µ¿ºÏµ¿,57,18.39,-,-,-,-,-,-,-,-,-,-
2024-06-08 6:00,2.3,µ¿,80,18.4,-,-,-,-,-,-,-,-,-,-
2024-06-08 6:10,6.9,³²³²µ¿,163,18.4,-,-,-,-,-,-,-,-,-,-
2024-06-08 6:20,11.3,³²¼­,225,18.4,-,-,-,-,-,-,-,-,-,-
2024-06-08 6:30,15.3,³²¼­,228,18.41,-,-,-,-,-,-,-,-,-,-
2024-06-08 6:40,21.6,¼­³²¼­,244,18.41,-,-,-,-,-,-,-,-,-,-
2024-06-08 6:50,28.1,³²¼­,234,18.47,-,-,-,-,-,-,-,-,-,-
2024-06-08 7:00,32.1,³²¼­,232,18.49,-,-,-,-,-,-,-,-,-,-
2024-06-08 7:10,37.6,µ¿ºÏµ¿,61,18.55,-,-,-,-,-,-,-,-,-,-
2024-06-08 7:20,38.2,¼­³²¼­,237,18.59,-,-,-,-,-,-,-,-,-,-
2024-06-08 7:30,39.7,ºÏµ¿,56,18.56,-,-,-,-,-,-,-,-,-,-
2024-06-08 7:40,44.2,³²¼­,234,18.67,-,-,-,-,-,-,-,-,-,-
2024-06-08 7:50,49.7,¼­³²¼­,238,18.73,-,-,-,-,-,-,-,-,-,-
2024-06-08 8:00,54.2,³²¼­,236,18.69,-,-,-,-,-,-,-,-,-,-
2024-06-08 8:10,57.4,µ¿ºÏµ¿,60,18.71,-,-,-,-,-,-,-,-,-,-
2024-06-08 8:20,57.6,µ¿ºÏµ¿,63,18.71,-,-,-,-,-,-,-,-,-,-
2024-06-08 8:30,57.3,µ¿ºÏµ¿,68,18.7,-,-,-,-,-,-,-,-,-,-
2024-06-08 8:40,59.4,µ¿ºÏµ¿,68,18.67,-,-,-,-,-,-,-,-,-,-
2024-06-08 8:50,66.4,µ¿ºÏµ¿,64,18.7,-,-,-,-,-,-,-,-,-,-
2024-06-08 9:00,72.4,µ¿ºÏµ¿,63,18.73,-,-,-,-,-,-,-,-,-,-
2024-06-08 9:10,74.1,µ¿ºÏµ¿,61,18.72,-,-,-,-,-,-,-,-,-,-
2024-06-08 9:20,73.5,µ¿ºÏµ¿,62,18.8,-,-,-,-,-,-,-,-,-,-
2024-06-08 9:30,76.9,¼­³²¼­,249,19.38,-,-,-,-,-,-,-,-,-,-
2024-06-08 9:40,76,¼­³²¼­,243,19.41,-,-,-,-,-,-,-,-,-,-
2024-06-08 9:50,74.5,¼­³²¼­,241,19.34,-,-,-,-,-,-,-,-,-,-
2024-06-08 10:00,76.7,¼­³²¼­,240,19.54,-,-,-,-,-,-,-,-,-,-
2024-06-08 10:10,70.5,¼­³²¼­,239,19.41,-,-,-,-,-,-,-,-,-,-
2024-06-08 10:20,66.7,³²¼­,236,19.39,-,-,-,-,-,-,-,-,-,-
2024-06-08 10:30,58.6,µ¿ºÏµ¿,61,19.38,-,-,-,-,-,-,-,-,-,-
2024-06-08 10:40,62.6,¼­³²¼­,239,19.45,-,-,-,-,-,-,-,-,-,-
2024-06-08 10:50,60.6,³²¼­,235,19.54,-,-,-,-,-,-,-,-,-,-
