°üÃø¼Ò¸í:¿©¼ö,,,,,,,,,,,,,
À§µµ:34.747222,,,,,,,,,,,,,
°æµµ:127.765556,,,,,,,,,,,,,
°üÃø½Ã°£,Á¶À§(cm),¼ö¿Â(¡É),¿°ºÐ(PSU),À¯ÀÇÆÄ°í(m),À¯ÀÇÆÄÁÖ±â(sec),ÃÖ´ëÆÄ°í(m),ÃÖ´ëÆÄÁÖ±â(sec),Ç³¼Ó(m/s),Ç³Çâ(16points),Ç³Çâ(deg),±â¿Â(¡É),±â¾Ð(hPa),½ÃÁ¤(m)
2024-06-01 22:48,113,20.4,32.3,-,-,-,-,7.4,ºÏ¼­,310,20.7,1008.8,-
2024-06-01 22:49,113,20.4,32.3,-,-,-,-,8,ºÏ¼­,310,20.7,1008.9,-
2024-06-01 22:50,113,20.4,32.3,-,-,-,-,7.5,ºÏ¼­,314,20.7,1008.9,-
2024-06-01 22:51,114,20.4,32.3,-,-,-,-,7.9,ºÏ¼­,312,20.6,1008.9,-
2024-06-01 22:52,115,20.4,32.2,-,-,-,-,8.5,ºÏ¼­,311,20.6,1008.8,-
2024-06-01 22:53,115,20.4,32.3,-,-,-,-,8.2,ºÏ¼­,310,20.6,1008.9,-
2024-06-01 22:54,115,20.3,32.3,-,-,-,-,8.8,ºÏ¼­,312,20.6,1008.9,-
2024-06-01 22:55,116,20.4,32.3,-,-,-,-,9.7,ºÏ¼­,310,20.6,1008.8,-
2024-06-01 22:56,117,20.4,32.2,-,-,-,-,9,ºÏ¼­,310,20.6,1008.9,-
2024-06-01 22:57,118,20.4,32.2,-,-,-,-,7.5,ºÏ¼­,312,20.6,1009.1,-
2024-06-01 22:58,117,20.4,32.2,-,-,-,-,7.3,ºÏ¼­,308,20.6,1009.1,-
2024-06-01 22:59,118,20.4,32.2,-,-,-,-,5.4,ºÏ¼­,307,20.6,1009.2,-
2024-06-01 23:00,118,20.4,32.2,-,-,-,-,6.2,ºÏ¼­,310,20.6,1009.2,-
2024-06-01 23:01,117,20.4,32.2,-,-,-,-,8.4,ºÏ¼­,311,20.5,1009.2,-
2024-06-01 23:02,117,20.4,32.2,-,-,-,-,7.1,ºÏ¼­,311,20.5,1009.2,-
2024-06-01 23:03,116,20.3,32.3,-,-,-,-,8.2,ºÏ¼­,313,20.5,1009.2,-
2024-06-01 23:04,116,20.3,32.3,-,-,-,-,8.2,ºÏ¼­,310,20.5,1009.1,-
2024-06-01 23:05,116,20.3,32.3,-,-,-,-,6.7,ºÏ¼­,310,20.5,1009.2,-
2024-06-01 23:06,116,20.3,32.3,-,-,-,-,5.5,ºÏ¼­,319,20.5,1009.3,-
2024-06-01 23:07,116,20.3,32.3,-,-,-,-,7,ºÏ¼­,318,20.4,1009.2,-
2024-06-01 23:08,116,20.3,32.3,-,-,-,-,6.3,ºÏ¼­,312,20.4,1009.2,-
2024-06-01 23:09,116,20.3,32.2,-,-,-,-,7.6,ºÏ¼­,316,20.4,1009.2,-
2024-06-01 23:10,117,20.3,32.2,-,-,-,-,8.6,ºÏ¼­,315,20.4,1009.1,-
2024-06-01 23:11,118,20.3,32.2,-,-,-,-,9.2,ºÏ¼­,314,20.4,1009.1,-
2024-06-01 23:12,119,20.3,32.2,-,-,-,-,8.9,ºÏ¼­,316,20.4,1009.1,-
2024-06-01 23:13,120,20.3,32.2,-,-,-,-,9.1,ºÏ¼­,315,20.5,1009,-
2024-06-01 23:14,120,20.3,32.2,-,-,-,-,8.8,ºÏ¼­,315,20.5,1009,-
2024-06-01 23:15,121,20.3,32.2,-,-,-,-,8.1,ºÏ¼­,315,20.4,1009.1,-
2024-06-01 23:16,121,20.3,32.2,-,-,-,-,7.9,ºÏ¼­,312,20.4,1009.1,-
2024-06-01 23:17,122,20.3,32.2,-,-,-,-,8.1,ºÏ¼­,312,20.4,1009,-
2024-06-01 23:18,122,20.3,32.2,-,-,-,-,5,ºÏ¼­,310,20.4,1009.1,-
2024-06-01 23:19,122,20.3,32.2,-,-,-,-,7.1,ºÏ¼­,316,20.4,1009,-
2024-06-01 23:20,122,20.3,32.2,-,-,-,-,7.8,ºÏ¼­,315,20.4,1009,-
2024-06-01 23:21,121,20.3,32.2,-,-,-,-,7,ºÏ¼­,317,20.3,1009.1,-
2024-06-01 23:22,121,20.3,32.2,-,-,-,-,6.6,ºÏ¼­,317,20.3,1009.1,-
2024-06-01 23:23,120,20.3,32.2,-,-,-,-,7.5,ºÏ¼­,316,20.3,1009.1,-
2024-06-01 23:24,120,20.3,32.2,-,-,-,-,7.3,ºÏ¼­,312,20.3,1009.1,-
2024-06-01 23:25,120,20.3,32.2,-,-,-,-,8.4,ºÏ¼­,311,20.3,1009,-
2024-06-01 23:26,120,20.3,32.2,-,-,-,-,7.5,ºÏ¼­,317,20.3,1009.1,-
2024-06-01 23:27,120,20.3,32.2,-,-,-,-,5.1,ºÏ¼­,317,20.3,1009.2,-
2024-06-01 23:28,121,20.3,32.2,-,-,-,-,5.1,ºÏ¼­,309,20.2,1009.2,-
2024-06-01 23:29,120,20.3,32.2,-,-,-,-,4.3,ºÏ¼­,304,20.2,1009.2,-
2024-06-01 23:30,121,20.3,32.2,-,-,-,-,6.6,ºÏ¼­,315,20.2,1009.1,-
2024-06-01 23:31,121,20.3,32.2,-,-,-,-,7,ºÏ¼­,316,20.2,1009.1,-
2024-06-01 23:32,122,20.3,32.2,-,-,-,-,6.2,ºÏ¼­,323,20.2,1009.2,-
2024-06-01 23:33,123,20.3,32.2,-,-,-,-,5,ºÏ¼­,326,20.2,1009.2,-
2024-06-01 23:34,123,20.3,32.2,-,-,-,-,4.9,ºÏºÏ¼­,330,20.2,1009.2,-
2024-06-01 23:35,124,20.3,32.2,-,-,-,-,4.2,ºÏºÏ¼­,334,20.2,1009.2,-
2024-06-01 23:36,124,20.3,32.2,-,-,-,-,5.2,ºÏºÏ¼­,328,20.1,1009.1,-
2024-06-01 23:37,124,20.3,32.2,-,-,-,-,4.9,ºÏºÏ¼­,327,20.1,1009.2,-
2024-06-01 23:38,125,20.3,32.2,-,-,-,-,4.2,ºÏºÏ¼­,334,20.1,1009.1,-
2024-06-01 23:39,125,20.3,32.2,-,-,-,-,2.9,ºÏ,350,20.1,1009.2,-
2024-06-01 23:40,125,20.3,32.2,-,-,-,-,3.1,ºÏºÏ¼­,344,20.1,1009.2,-
2024-06-01 23:41,125,20.3,32.2,-,-,-,-,5.1,ºÏºÏ¼­,332,20.1,1009.1,-
2024-06-01 23:42,125,20.3,32.2,-,-,-,-,2.9,ºÏºÏ¼­,345,20.1,1009.2,-
2024-06-01 23:43,125,20.3,32.2,-,-,-,-,4,ºÏºÏ¼­,342,20.1,1009.2,-
2024-06-01 23:44,126,20.3,32.2,-,-,-,-,3.7,ºÏºÏ¼­,338,20,1009.2,-
2024-06-01 23:45,126,20.3,32.2,-,-,-,-,4,ºÏºÏ¼­,337,20,1009.2,-
2024-06-01 23:46,126,20.3,32.2,-,-,-,-,5,ºÏºÏ¼­,334,20,1009.2,-
2024-06-01 23:47,126,20.3,32.3,-,-,-,-,6.3,ºÏºÏ¼­,329,20.1,1009.1,-
2024-06-01 23:48,126,20.3,32.3,-,-,-,-,6.1,ºÏ¼­,324,20.1,1009.1,-
2024-06-01 23:49,127,20.3,32.2,-,-,-,-,5.2,ºÏºÏ¼­,330,20.1,1009,-
2024-06-01 23:50,127,20.3,32.2,-,-,-,-,6.4,ºÏ¼­,324,20,1009,-
2024-06-01 23:51,127,20.3,32.2,-,-,-,-,5.3,ºÏºÏ¼­,332,20,1009,-
2024-06-01 23:52,127,20.3,32.2,-,-,-,-,4.9,ºÏºÏ¼­,333,20.1,1009,-
2024-06-01 23:53,127,20.3,32.2,-,-,-,-,4.9,ºÏºÏ¼­,335,20.1,1009,-
2024-06-01 23:54,128,20.3,32.2,-,-,-,-,3.5,ºÏºÏ¼­,346,20.1,1009,-
2024-06-01 23:55,128,20.3,32.2,-,-,-,-,5.2,ºÏºÏ¼­,334,20,1009,-
2024-06-01 23:56,129,20.3,32.2,-,-,-,-,6.6,ºÏ¼­,324,20,1009,-
2024-06-01 23:57,129,20.3,32.2,-,-,-,-,5.5,ºÏºÏ¼­,331,20,1009,-
2024-06-01 23:58,130,20.3,32.2,-,-,-,-,5,ºÏºÏ¼­,337,20,1008.9,-
2024-06-01 23:59,131,20.3,32.2,-,-,-,-,5.1,ºÏºÏ¼­,332,19.9,1009,-
2024-06-02 0:00,131,20.3,32.2,-,-,-,-,6.2,ºÏºÏ¼­,327,19.9,1009,-
2024-06-02 0:01,132,20.3,32.3,-,-,-,-,3.8,ºÏºÏ¼­,337,19.9,1009.1,-
2024-06-02 0:02,133,20.3,32.3,-,-,-,-,5.3,ºÏºÏ¼­,327,19.9,1009.1,-
2024-06-02 0:03,133,20.3,32.2,-,-,-,-,5.4,ºÏ¼­,322,19.9,1009.1,-
2024-06-02 0:04,134,20.3,32.2,-,-,-,-,5.7,ºÏ¼­,325,19.8,1009.1,-
2024-06-02 0:05,134,20.3,32.2,-,-,-,-,6.3,ºÏ¼­,324,19.8,1009,-
2024-06-02 0:06,135,20.3,32.2,-,-,-,-,5.7,ºÏºÏ¼­,328,19.8,1009.1,-
2024-06-02 0:07,135,20.3,32.2,-,-,-,-,5.3,ºÏ¼­,324,19.8,1009.1,-
2024-06-02 0:08,135,20.3,32.2,-,-,-,-,6.2,ºÏ¼­,325,19.8,1009,-
2024-06-02 0:09,136,20.3,32.3,-,-,-,-,6,ºÏ¼­,322,19.8,1009,-
2024-06-02 0:10,136,20.3,32.2,-,-,-,-,5.3,ºÏ¼­,324,19.8,1009.1,-
2024-06-02 0:11,136,20.3,32.2,-,-,-,-,6.3,ºÏ¼­,325,19.9,1009.1,-
2024-06-02 0:12,136,20.3,32.2,-,-,-,-,5.6,ºÏºÏ¼­,330,19.9,1009.1,-
2024-06-02 0:13,136,20.3,32.2,-,-,-,-,5.6,ºÏ¼­,322,19.9,1009.1,-
2024-06-02 0:14,136,20.3,32.2,-,-,-,-,6.5,ºÏ¼­,324,19.9,1009,-
2024-06-02 0:15,136,20.3,32.2,-,-,-,-,6.3,ºÏ¼­,325,19.9,1009,-
2024-06-02 0:16,136,20.3,32.2,-,-,-,-,5.7,ºÏ¼­,324,19.9,1009,-
2024-06-02 0:17,137,20.3,32.2,-,-,-,-,6,ºÏ¼­,324,19.8,1009,-
2024-06-02 0:18,137,20.3,32.2,-,-,-,-,5.8,ºÏ¼­,324,19.8,1009,-
2024-06-02 0:19,137,20.3,32.2,-,-,-,-,5.7,ºÏ¼­,324,19.8,1009.1,-
2024-06-02 0:20,138,20.3,32.2,-,-,-,-,5.8,ºÏºÏ¼­,327,19.8,1009.1,-
2024-06-02 0:21,139,20.3,32.2,-,-,-,-,4.5,ºÏ¼­,325,19.8,1009.2,-
2024-06-02 0:22,140,20.3,32.2,-,-,-,-,6,ºÏºÏ¼­,330,19.8,1009.2,-
2024-06-02 0:23,141,20.3,32.2,-,-,-,-,6.6,ºÏ¼­,324,19.8,1009.1,-
2024-06-02 0:24,142,20.3,32.2,-,-,-,-,6.1,ºÏ¼­,324,19.8,1009.2,-
2024-06-02 0:25,143,20.3,32.2,-,-,-,-,5.3,ºÏ¼­,321,19.8,1009.2,-
2024-06-02 0:26,144,20.3,32.2,-,-,-,-,5.6,ºÏºÏ¼­,327,19.8,1009.2,-
2024-06-02 0:27,145,20.3,32.2,-,-,-,-,5.6,ºÏºÏ¼­,327,19.8,1009.2,-
2024-06-02 0:28,146,20.3,32.2,-,-,-,-,6.2,ºÏºÏ¼­,327,19.8,1009.2,-
2024-06-02 0:29,146,20.3,32.2,-,-,-,-,5.8,ºÏºÏ¼­,328,19.8,1009.2,-
2024-06-02 0:30,147,20.3,32.2,-,-,-,-,4,ºÏ¼­,321,19.8,1009.3,-
2024-06-02 0:31,147,20.3,32.2,-,-,-,-,4.8,ºÏ¼­,320,19.7,1009.3,-
2024-06-02 0:32,147,20.3,32.2,-,-,-,-,5.8,ºÏ¼­,323,19.7,1009.2,-
2024-06-02 0:33,147,20.3,32.2,-,-,-,-,6.5,ºÏºÏ¼­,327,19.8,1009.3,-
2024-06-02 0:34,147,20.3,32.2,-,-,-,-,4.7,ºÏ¼­,322,19.8,1009.4,-
2024-06-02 0:35,148,20.3,32.2,-,-,-,-,5.6,ºÏ¼­,320,19.7,1009.3,-
2024-06-02 0:36,148,20.3,32.2,-,-,-,-,6.7,ºÏºÏ¼­,331,19.7,1009.3,-
2024-06-02 0:37,149,20.3,32.2,-,-,-,-,6.2,ºÏºÏ¼­,327,19.7,1009.3,-
2024-06-02 0:38,150,20.3,32.2,-,-,-,-,5,ºÏ¼­,325,19.8,1009.4,-
2024-06-02 0:39,151,20.3,32.2,-,-,-,-,6,ºÏºÏ¼­,327,19.8,1009.3,-
2024-06-02 0:40,151,20.3,32.2,-,-,-,-,5.1,ºÏºÏ¼­,330,19.7,1009.4,-
2024-06-02 0:41,152,20.3,32.2,-,-,-,-,5.2,ºÏ¼­,324,19.7,1009.4,-
2024-06-02 0:42,153,20.3,32.2,-,-,-,-,6.3,ºÏºÏ¼­,330,19.7,1009.3,-
2024-06-02 0:43,154,20.3,32.2,-,-,-,-,5,ºÏºÏ¼­,332,19.8,1009.4,-
2024-06-02 0:44,154,20.3,32.2,-,-,-,-,4.6,ºÏºÏ¼­,331,19.8,1009.4,-
2024-06-02 0:45,155,20.3,32.2,-,-,-,-,4.8,ºÏºÏ¼­,331,19.8,1009.3,-
2024-06-02 0:46,156,20.3,32.2,-,-,-,-,6,ºÏºÏ¼­,328,19.8,1009.3,-
2024-06-02 0:47,157,20.3,32.2,-,-,-,-,5.3,ºÏºÏ¼­,327,19.7,1009.3,-
2024-06-02 0:48,158,20.3,32.2,-,-,-,-,4.7,ºÏºÏ¼­,330,19.7,1009.2,-
2024-06-02 0:49,158,20.3,32.2,-,-,-,-,5.6,ºÏºÏ¼­,327,19.7,1009.2,-
2024-06-02 0:50,159,20.3,32.2,-,-,-,-,3.5,ºÏºÏ¼­,330,19.7,1009.3,-
2024-06-02 0:51,160,20.3,32.2,-,-,-,-,3.6,ºÏ¼­,325,19.7,1009.3,-
2024-06-02 0:52,160,20.3,32.2,-,-,-,-,4.9,ºÏºÏ¼­,329,19.7,1009.3,-
2024-06-02 0:53,160,20.3,32.2,-,-,-,-,4.8,ºÏºÏ¼­,330,19.7,1009.3,-
2024-06-02 0:54,159,20.3,32.2,-,-,-,-,4.5,ºÏ¼­,316,19.7,1009.3,-
2024-06-02 0:55,159,20.3,32.2,-,-,-,-,2.8,ºÏ¼­,305,19.7,1009.4,-
2024-06-02 0:56,159,20.3,32.2,-,-,-,-,4.6,ºÏ¼­,326,19.7,1009.4,-
2024-06-02 0:57,159,20.3,32.2,-,-,-,-,4.2,ºÏ¼­,321,19.7,1009.4,-
2024-06-02 0:58,159,20.3,32.2,-,-,-,-,5.5,ºÏ¼­,325,19.7,1009.4,-
2024-06-02 0:59,160,20.3,32.2,-,-,-,-,6.2,ºÏºÏ¼­,330,19.7,1009.4,-
2024-06-02 1:00,160,20.3,32.2,-,-,-,-,4.4,ºÏºÏ¼­,329,19.7,1009.4,-
2024-06-02 1:01,161,20.3,32.2,-,-,-,-,5.1,ºÏºÏ¼­,334,19.7,1009.4,-
2024-06-02 1:02,162,20.3,32.2,-,-,-,-,6.1,ºÏºÏ¼­,334,19.7,1009.3,-
2024-06-02 1:03,162,20.3,32.2,-,-,-,-,5.2,ºÏºÏ¼­,333,19.7,1009.4,-
2024-06-02 1:04,164,20.3,32.2,-,-,-,-,4.8,ºÏ¼­,326,19.6,1009.4,-
2024-06-02 1:05,165,20.3,32.2,-,-,-,-,4.8,ºÏ¼­,325,19.6,1009.4,-
2024-06-02 1:06,166,20.3,32.2,-,-,-,-,4.9,ºÏ¼­,325,19.6,1009.4,-
2024-06-02 1:07,166,20.3,32.2,-,-,-,-,5.5,ºÏºÏ¼­,332,19.6,1009.4,-
2024-06-02 1:08,167,20.3,32.2,-,-,-,-,5.1,ºÏºÏ¼­,329,19.6,1009.4,-
2024-06-02 1:09,168,20.3,32.2,-,-,-,-,4.7,ºÏºÏ¼­,327,19.6,1009.5,-
2024-06-02 1:10,169,20.3,32.2,-,-,-,-,3.1,ºÏ¼­,326,19.6,1009.5,-
2024-06-02 1:11,170,20.3,32.2,-,-,-,-,4.8,ºÏºÏ¼­,328,19.6,1009.5,-
2024-06-02 1:12,170,20.3,32.2,-,-,-,-,4.7,ºÏºÏ¼­,332,19.6,1009.5,-
2024-06-02 1:13,171,20.3,32.2,-,-,-,-,4.1,ºÏºÏ¼­,332,19.6,1009.5,-
2024-06-02 1:14,171,20.3,32.2,-,-,-,-,4.1,ºÏ¼­,325,19.5,1009.5,-
2024-06-02 1:15,172,20.3,32.2,-,-,-,-,5.4,ºÏºÏ¼­,328,19.5,1009.5,-
2024-06-02 1:16,172,20.3,32.2,-,-,-,-,4.3,ºÏºÏ¼­,331,19.5,1009.6,-
2024-06-02 1:17,172,20.3,32.2,-,-,-,-,5.1,ºÏ¼­,326,19.5,1009.5,-
2024-06-02 1:18,172,20.3,32.2,-,-,-,-,4.8,ºÏºÏ¼­,328,19.5,1009.5,-
2024-06-02 1:19,172,20.3,32.2,-,-,-,-,4.9,ºÏºÏ¼­,331,19.5,1009.5,-
2024-06-02 1:20,172,20.3,32.2,-,-,-,-,5,ºÏºÏ¼­,330,19.5,1009.5,-
2024-06-02 1:21,172,20.3,32.2,-,-,-,-,5,ºÏºÏ¼­,332,19.5,1009.5,-
2024-06-02 1:22,172,20.2,32.3,-,-,-,-,5,ºÏºÏ¼­,330,19.5,1009.5,-
2024-06-02 1:23,173,20.2,32.3,-,-,-,-,3.5,ºÏºÏ¼­,335,19.5,1009.5,-
2024-06-02 1:24,173,20.2,32.3,-,-,-,-,4.2,ºÏºÏ¼­,331,19.5,1009.5,-
2024-06-02 1:25,174,20.2,32.3,-,-,-,-,4.7,ºÏºÏ¼­,331,19.5,1009.5,-
2024-06-02 1:26,174,20.2,32.3,-,-,-,-,3.4,ºÏºÏ¼­,338,19.4,1009.6,-
2024-06-02 1:27,175,20.2,32.2,-,-,-,-,3.4,ºÏºÏ¼­,331,19.4,1009.6,-
2024-06-02 1:28,177,20.2,32.3,-,-,-,-,3.6,ºÏºÏ¼­,333,19.4,1009.5,-
2024-06-02 1:29,178,20.2,32.3,-,-,-,-,2.6,ºÏºÏ¼­,332,19.4,1009.6,-
2024-06-02 1:30,179,20.2,32.3,-,-,-,-,3.7,ºÏºÏ¼­,329,19.4,1009.5,-
2024-06-02 1:31,180,20.2,32.3,-,-,-,-,2.5,ºÏºÏ¼­,344,19.4,1009.6,-
2024-06-02 1:32,181,20.3,32.2,-,-,-,-,1.2,ºÏ,359,19.3,1009.6,-
2024-06-02 1:33,181,20.3,32.2,-,-,-,-,1.5,ºÏ,359,19.3,1009.6,-
2024-06-02 1:34,182,20.3,32.2,-,-,-,-,1.1,ºÏ,357,19.2,1009.6,-
2024-06-02 1:35,183,20.2,32.2,-,-,-,-,1.5,ºÏ,350,19.2,1009.6,-
2024-06-02 1:36,183,20.3,32.2,-,-,-,-,0.6,ºÏ,355,19.1,1009.6,-
2024-06-02 1:37,183,20.3,32.2,-,-,-,-,1,ºÏºÏµ¿,13,19.1,1009.6,-
2024-06-02 1:38,183,20.2,32.3,-,-,-,-,0.8,ºÏ,353,19.1,1009.6,-
2024-06-02 1:39,184,20.2,32.3,-,-,-,-,2.9,ºÏºÏ¼­,334,19.1,1009.5,-
2024-06-02 1:40,184,20.2,32.2,-,-,-,-,1.6,ºÏºÏ¼­,340,19.2,1009.5,-
2024-06-02 1:41,184,20.3,32.2,-,-,-,-,1.5,ºÏºÏ¼­,344,19.2,1009.6,-
2024-06-02 1:42,185,20.3,32.2,-,-,-,-,1.3,ºÏ,352,19.2,1009.6,-
2024-06-02 1:43,186,20.3,32.2,-,-,-,-,2.6,ºÏ¼­,326,19.1,1009.6,-
2024-06-02 1:44,186,20.2,32.2,-,-,-,-,3.2,ºÏºÏ¼­,332,19.1,1009.6,-
2024-06-02 1:45,187,20.2,32.2,-,-,-,-,3.1,ºÏºÏ¼­,330,19.2,1009.6,-
2024-06-02 1:46,188,20.2,32.2,-,-,-,-,2.1,ºÏ¼­,322,19.2,1009.6,-
2024-06-02 1:47,189,20.2,32.2,-,-,-,-,3,ºÏ¼­,325,19.2,1009.6,-
2024-06-02 1:48,190,20.2,32.3,-,-,-,-,2.1,ºÏ¼­,318,19.2,1009.6,-
2024-06-02 1:49,191,20.2,32.3,-,-,-,-,3.6,ºÏºÏ¼­,332,19.2,1009.6,-
2024-06-02 1:50,191,20.2,32.2,-,-,-,-,2.7,ºÏ¼­,315,19.2,1009.6,-
2024-06-02 1:51,192,20.2,32.2,-,-,-,-,3.1,ºÏºÏ¼­,329,19.2,1009.6,-
2024-06-02 1:52,193,20.2,32.2,-,-,-,-,1.6,ºÏ¼­,314,19.2,1009.6,-
2024-06-02 1:53,194,20.2,32.3,-,-,-,-,3.3,ºÏºÏ¼­,329,19.2,1009.6,-
2024-06-02 1:54,194,20.3,32.2,-,-,-,-,3.7,ºÏºÏ¼­,331,19.2,1009.6,-
2024-06-02 1:55,194,20.3,32.2,-,-,-,-,2.6,ºÏºÏ¼­,329,19.2,1009.6,-
2024-06-02 1:56,195,20.3,32.2,-,-,-,-,3.1,ºÏºÏ¼­,330,19.2,1009.6,-
2024-06-02 1:57,195,20.3,32.2,-,-,-,-,4.4,ºÏºÏ¼­,333,19.2,1009.6,-
2024-06-02 1:58,196,20.2,32.2,-,-,-,-,3.8,ºÏºÏ¼­,333,19.2,1009.6,-
2024-06-02 1:59,196,20.2,32.2,-,-,-,-,3.1,ºÏºÏ¼­,332,19.2,1009.6,-
2024-06-02 2:00,196,20.2,32.2,-,-,-,-,3.5,ºÏºÏ¼­,334,19.2,1009.6,-
2024-06-02 2:01,196,20.2,32.2,-,-,-,-,2,ºÏºÏ¼­,334,19.1,1009.6,-
2024-06-02 2:02,197,20.3,32.2,-,-,-,-,2.1,ºÏºÏ¼­,341,19,1009.6,-
2024-06-02 2:03,197,20.2,32.2,-,-,-,-,2.5,ºÏºÏ¼­,331,19,1009.6,-
2024-06-02 2:04,197,20.2,32.3,-,-,-,-,3,ºÏºÏ¼­,334,19,1009.6,-
2024-06-02 2:05,197,20.2,32.3,-,-,-,-,2.7,ºÏºÏ¼­,336,19,1009.6,-
2024-06-02 2:06,197,20.2,32.2,-,-,-,-,2.7,ºÏºÏ¼­,333,19,1009.5,-
2024-06-02 2:07,198,20.2,32.2,-,-,-,-,2.3,ºÏºÏ¼­,344,19,1009.5,-
2024-06-02 2:08,198,20.2,32.2,-,-,-,-,1.5,ºÏºÏ¼­,348,18.9,1009.5,-
2024-06-02 2:09,199,20.2,32.2,-,-,-,-,2,ºÏºÏ¼­,338,18.9,1009.5,-
2024-06-02 2:10,200,20.2,32.2,-,-,-,-,2.3,ºÏºÏ¼­,332,18.9,1009.5,-
2024-06-02 2:11,200,20.2,32.2,-,-,-,-,2,ºÏºÏ¼­,330,18.9,1009.5,-
2024-06-02 2:12,201,20.2,32.2,-,-,-,-,1.1,ºÏ,350,18.9,1009.5,-
2024-06-02 2:13,202,20.2,32.2,-,-,-,-,1.3,ºÏ,359,18.9,1009.5,-
2024-06-02 2:14,202,20.2,32.2,-,-,-,-,0.6,ºÏ,2,18.8,1009.5,-
2024-06-02 2:15,203,20.3,32.2,-,-,-,-,0.4,ºÏ,6,18.8,1009.5,-
2024-06-02 2:16,204,20.2,32.2,-,-,-,-,1.3,ºÏºÏ¼­,348,18.8,1009.5,-
2024-06-02 2:17,204,20.2,32.2,-,-,-,-,1.1,ºÏ,6,18.8,1009.5,-
2024-06-02 2:18,205,20.2,32.2,-,-,-,-,0.8,ºÏ,2,18.8,1009.4,-
2024-06-02 2:19,206,20.3,32.2,-,-,-,-,1.7,ºÏºÏ¼­,346,18.8,1009.4,-
2024-06-02 2:20,207,20.2,32.2,-,-,-,-,1.8,ºÏºÏ¼­,344,18.8,1009.4,-
2024-06-02 2:21,207,20.2,32.2,-,-,-,-,1,ºÏ,352,18.8,1009.5,-
2024-06-02 2:22,208,20.2,32.2,-,-,-,-,1.2,ºÏºÏ¼­,345,18.8,1009.5,-
2024-06-02 2:23,209,20.3,32.2,-,-,-,-,1.5,ºÏºÏ¼­,345,18.8,1009.5,-
2024-06-02 2:24,209,20.2,32.2,-,-,-,-,1.2,ºÏºÏ¼­,344,18.8,1009.4,-
2024-06-02 2:25,210,20.3,32.2,-,-,-,-,1,ºÏºÏ¼­,337,18.8,1009.4,-
2024-06-02 2:26,210,20.2,32.2,-,-,-,-,1.1,ºÏºÏ¼­,343,18.8,1009.4,-
2024-06-02 2:27,211,20.2,32.2,-,-,-,-,1.2,ºÏºÏ¼­,333,18.8,1009.4,-
2024-06-02 2:28,211,20.3,32.2,-,-,-,-,1.3,ºÏºÏ¼­,332,18.8,1009.5,-
2024-06-02 2:29,212,20.2,32.2,-,-,-,-,1.3,ºÏºÏ¼­,335,18.8,1009.5,-
2024-06-02 2:30,212,20.2,32.2,-,-,-,-,1.8,ºÏ,359,18.8,1009.5,-
2024-06-02 2:31,213,20.2,32.2,-,-,-,-,2.1,ºÏ,7,18.8,1009.5,-
2024-06-02 2:32,213,20.2,32.2,-,-,-,-,1.1,ºÏ,351,18.9,1009.5,-
2024-06-02 2:33,214,20.2,32.2,-,-,-,-,0.8,ºÏ,358,18.9,1009.5,-
2024-06-02 2:34,215,20.2,32.2,-,-,-,-,0.8,ºÏ,350,18.9,1009.5,-
2024-06-02 2:35,216,20.3,32.2,-,-,-,-,0.8,ºÏ,359,18.8,1009.5,-
2024-06-02 2:36,217,20.2,32.2,-,-,-,-,1.4,ºÏ,350,18.8,1009.5,-
2024-06-02 2:37,218,20.3,32.2,-,-,-,-,0.8,ºÏ,6,18.8,1009.5,-
2024-06-02 2:38,219,20.3,32.2,-,-,-,-,0.9,ºÏ,356,18.8,1009.5,-
2024-06-02 2:39,220,20.3,32.2,-,-,-,-,0.7,ºÏºÏ¼­,335,18.8,1009.5,-
2024-06-02 2:40,220,20.2,32.2,-,-,-,-,0.8,ºÏºÏ¼­,340,18.8,1009.5,-
2024-06-02 2:41,221,20.2,32.2,-,-,-,-,0.6,ºÏºÏ¼­,329,18.8,1009.5,-
2024-06-02 2:42,222,20.2,32.2,-,-,-,-,1,ºÏ¼­,321,18.8,1009.5,-
2024-06-02 2:43,223,20.3,32.2,-,-,-,-,0.7,ºÏºÏ¼­,341,18.8,1009.5,-
2024-06-02 2:44,223,20.3,32.2,-,-,-,-,0.6,ºÏ,354,18.8,1009.4,-
2024-06-02 2:45,224,20.3,32.2,-,-,-,-,0.8,ºÏºÏ¼­,338,18.8,1009.4,-
2024-06-02 2:46,224,20.3,32.2,-,-,-,-,1.4,ºÏºÏ¼­,330,18.8,1009.4,-
2024-06-02 2:47,225,20.3,32.2,-,-,-,-,1.3,ºÏºÏ¼­,327,18.8,1009.5,-
2024-06-02 2:48,225,20.3,32.2,-,-,-,-,1,ºÏºÏ¼­,337,18.8,1009.5,-
2024-06-02 2:49,226,20.2,32.2,-,-,-,-,0.5,ºÏºÏ¼­,338,18.8,1009.5,-
2024-06-02 2:50,226,20.2,32.2,-,-,-,-,0.8,ºÏºÏ¼­,345,18.8,1009.5,-
2024-06-02 2:51,227,20.2,32.2,-,-,-,-,0.7,ºÏºÏ¼­,346,18.8,1009.5,-
2024-06-02 2:52,228,20.2,32.2,-,-,-,-,1.2,ºÏºÏ¼­,341,18.8,1009.5,-
2024-06-02 2:53,228,20.2,32.2,-,-,-,-,1.5,ºÏºÏ¼­,348,18.8,1009.5,-
