관측소명:인천,,,,,,,,,,,,,
위도:37.451944,,,,,,,,,,,,,
경도:126.592222,,,,,,,,,,,,,
관측시간,조위(cm),수온(℃),염분(PSU),유의파고(m),유의파주기(sec),최대파고(m),최대파주기(sec),풍속(m/s),풍향(16points),풍향(deg),기온(℃),기압(hPa),시정(m)
2024-06-08 14:23,362,20.5,29.3,-,-,-,-,3.2,남남서,212,20.1,1007.9,-
2024-06-08 14:24,365,20.5,29.3,-,-,-,-,4,남서,214,20.1,1007.9,-
2024-06-08 14:25,365,20.5,29.3,-,-,-,-,4,남남서,213,20.1,1007.9,-
2024-06-08 14:26,369,20.5,29.3,-,-,-,-,3.6,남서,216,20.1,1007.9,-
2024-06-08 14:27,373,20.5,29.3,-,-,-,-,4.5,남서,216,20.1,1007.9,-
2024-06-08 14:28,376,20.5,29.3,-,-,-,-,4.7,남서,215,20.1,1007.9,-
2024-06-08 14:29,378,20.5,29.3,-,-,-,-,4.6,남서,216,20.1,1007.9,-
2024-06-08 14:30,381,20.5,29.3,-,-,-,-,4.7,남남서,211,20.1,1007.9,-
2024-06-08 14:31,384,20.4,29.3,-,-,-,-,4.2,남서,214,20.2,1007.9,-
2024-06-08 14:32,386,20.4,29.4,-,-,-,-,3.9,남남서,212,20.1,1007.9,-
2024-06-08 14:33,389,20.4,29.4,-,-,-,-,4.9,남서,214,20.1,1007.9,-
2024-06-08 14:34,391,20.4,29.4,-,-,-,-,4.7,남서,216,20.1,1007.9,-
2024-06-08 14:35,395,20.4,29.4,-,-,-,-,4.5,남서,216,20.1,1007.9,-
2024-06-08 14:36,397,20.4,29.4,-,-,-,-,4.4,남서,218,20.1,1007.9,-
2024-06-08 14:37,400,20.5,29.4,-,-,-,-,3.6,남서,217,20.1,1007.9,-
2024-06-08 14:38,402,20.5,29.4,-,-,-,-,3.2,남남서,212,20.1,1007.9,-
2024-06-08 14:39,405,20.5,29.4,-,-,-,-,3.8,남남서,207,20.1,1007.8,-
2024-06-08 14:40,408,20.5,29.4,-,-,-,-,3.4,남서,214,20.1,1007.8,-
2024-06-08 14:41,410,20.5,29.4,-,-,-,-,3.1,남남서,206,20.1,1007.8,-
2024-06-08 14:42,413,20.5,29.4,-,-,-,-,3.3,남남서,209,20.1,1007.8,-
2024-06-08 14:43,416,20.5,29.4,-,-,-,-,3.6,남서,214,20.1,1007.7,-
2024-06-08 14:44,418,20.4,29.4,-,-,-,-,3.2,남남서,209,20.1,1007.7,-
2024-06-08 14:45,421,20.4,29.4,-,-,-,-,3.4,남서,214,20.1,1007.7,-
2024-06-08 14:46,423,20.5,29.4,-,-,-,-,3.1,남남서,211,20.2,1007.7,-
2024-06-08 14:47,426,20.4,29.4,-,-,-,-,3.6,남남서,210,20.1,1007.7,-
2024-06-08 14:48,429,20.4,29.4,-,-,-,-,3.7,남남서,213,20.1,1007.7,-
2024-06-08 14:49,429,20.4,29.4,-,-,-,-,4,남남서,213,20.1,1007.7,-
2024-06-08 14:50,433,20.5,29.4,-,-,-,-,4.3,남남서,213,20.1,1007.7,-
2024-06-08 14:51,437,20.4,29.4,-,-,-,-,4,남서,215,20.1,1007.7,-
2024-06-08 14:52,439,20.5,29.4,-,-,-,-,3.3,남남서,213,20.1,1007.7,-
2024-06-08 14:53,442,20.4,29.4,-,-,-,-,4.1,남남서,213,20.1,1007.7,-
2024-06-08 14:54,444,20.4,29.4,-,-,-,-,3.7,남서,216,20.1,1007.7,-
2024-06-08 14:55,447,20.4,29.4,-,-,-,-,3.4,남남서,213,20.1,1007.7,-
2024-06-08 14:56,449,20.4,29.4,-,-,-,-,3.6,남서,216,20.1,1007.7,-
2024-06-08 14:57,452,20.4,29.4,-,-,-,-,4,남남서,212,20.1,1007.7,-
2024-06-08 14:58,455,20.4,29.3,-,-,-,-,3.2,남서,215,20.1,1007.7,-
2024-06-08 14:59,457,20.4,29.4,-,-,-,-,3.5,남서,215,20.1,1007.7,-
2024-06-08 15:00,460,20.4,29.4,-,-,-,-,3.6,남서,218,20.1,1007.6,-
2024-06-08 15:01,462,20.4,29.4,-,-,-,-,3.6,남서,217,20.1,1007.6,-
2024-06-08 15:02,465,20.4,29.4,-,-,-,-,3.4,남서,216,20.1,1007.6,-
2024-06-08 15:03,467,20.4,29.3,-,-,-,-,3.5,남서,215,20.1,1007.6,-
2024-06-08 15:04,470,20.4,29.3,-,-,-,-,3.7,남남서,212,20.2,1007.6,-
2024-06-08 15:05,472,20.4,29.3,-,-,-,-,3.8,남서,215,20.1,1007.6,-
2024-06-08 15:06,475,20.4,29.3,-,-,-,-,3.6,남서,216,20.1,1007.6,-
2024-06-08 15:07,478,20.4,29.3,-,-,-,-,3.6,남서,216,20.1,1007.6,-
2024-06-08 15:08,480,20.4,29.3,-,-,-,-,4,남서,220,20.1,1007.6,-
2024-06-08 15:09,483,20.4,29.3,-,-,-,-,4,남서,217,20.1,1007.6,-
2024-06-08 15:10,485,20.4,29.3,-,-,-,-,3.9,남서,218,20.1,1007.6,-
2024-06-08 15:11,488,20.4,29.3,-,-,-,-,4.3,남서,220,20.1,1007.6,-
2024-06-08 15:12,490,20.4,29.3,-,-,-,-,4.4,남서,220,20.1,1007.6,-
2024-06-08 15:13,493,20.4,29.3,-,-,-,-,3.9,남서,219,20.1,1007.5,-
2024-06-08 15:14,495,20.4,29.3,-,-,-,-,3.7,남서,220,20.1,1007.5,-
2024-06-08 15:15,498,20.4,29.3,-,-,-,-,3.5,남서,220,20.1,1007.5,-
2024-06-08 15:16,500,20.5,29.2,-,-,-,-,3.5,남서,216,20.1,1007.5,-
2024-06-08 15:17,503,20.5,29.2,-,-,-,-,3.7,남서,218,20.1,1007.5,-
2024-06-08 15:18,505,20.5,29.3,-,-,-,-,3.5,남서,219,20.1,1007.5,-
2024-06-08 15:19,508,20.5,29.2,-,-,-,-,4,남서,225,20.1,1007.5,-
2024-06-08 15:20,511,20.5,29.2,-,-,-,-,4.3,남서,224,20.1,1007.5,-
2024-06-08 15:21,513,20.5,29.2,-,-,-,-,4.2,남서,227,20.1,1007.5,-
2024-06-08 15:22,515,20.5,29.2,-,-,-,-,4.6,남서,226,20.1,1007.5,-
2024-06-08 15:23,518,20.4,29.3,-,-,-,-,4.5,남서,227,20.1,1007.6,-
2024-06-08 15:24,520,20.4,29.3,-,-,-,-,4.1,남서,226,20.1,1007.6,-
2024-06-08 15:25,523,20.4,29.3,-,-,-,-,4.1,남서,225,20.1,1007.6,-
2024-06-08 15:26,525,20.4,29.3,-,-,-,-,4.2,남서,220,20.1,1007.6,-
2024-06-08 15:27,527,20.5,29.3,-,-,-,-,4.1,남서,223,20.1,1007.6,-
2024-06-08 15:28,530,20.5,29.3,-,-,-,-,4,남서,222,20.1,1007.6,-
2024-06-08 15:29,532,20.5,29.3,-,-,-,-,4.1,남서,221,20,1007.6,-
2024-06-08 15:30,534,20.5,29.2,-,-,-,-,3.9,남서,226,20,1007.5,-
2024-06-08 15:31,537,20.5,29.2,-,-,-,-,3.9,남서,224,20,1007.5,-
2024-06-08 15:32,539,20.5,29.2,-,-,-,-,4,남서,226,20,1007.6,-
2024-06-08 15:33,542,20.5,29.2,-,-,-,-,4,남서,227,20,1007.6,-
2024-06-08 15:34,544,20.5,29.2,-,-,-,-,3.8,남서,226,20.1,1007.6,-
2024-06-08 15:35,547,20.5,29.2,-,-,-,-,3.6,남서,226,20,1007.6,-
2024-06-08 15:36,549,20.5,29.2,-,-,-,-,3.8,남서,219,20.1,1007.6,-
2024-06-08 15:37,551,20.5,29.2,-,-,-,-,3.6,남서,219,20,1007.5,-
2024-06-08 15:38,554,20.5,29.2,-,-,-,-,3.5,남서,216,20.1,1007.5,-
2024-06-08 15:39,556,20.5,29.2,-,-,-,-,3.5,남서,218,20.1,1007.5,-
2024-06-08 15:40,559,20.5,29.2,-,-,-,-,3.5,남서,216,20.1,1007.5,-
2024-06-08 15:41,561,20.5,29.2,-,-,-,-,3.8,남서,221,20.1,1007.4,-
2024-06-08 15:42,564,20.5,29.2,-,-,-,-,3.5,남서,216,20.1,1007.4,-
2024-06-08 15:43,566,20.6,29.2,-,-,-,-,3.4,남서,218,20.1,1007.4,-
2024-06-08 15:44,569,20.5,29.2,-,-,-,-,3.8,남서,219,20.1,1007.4,-
2024-06-08 15:45,571,20.5,29.2,-,-,-,-,3.3,남서,215,20.1,1007.4,-
2024-06-08 15:46,573,20.5,29.2,-,-,-,-,3.5,남서,216,20.1,1007.4,-
2024-06-08 15:47,576,20.5,29.2,-,-,-,-,3.8,남서,217,20.1,1007.4,-
2024-06-08 15:48,578,20.5,29.2,-,-,-,-,3.8,남서,221,20.1,1007.4,-
2024-06-08 15:49,581,20.5,29.2,-,-,-,-,3.6,남서,222,20.1,1007.4,-
2024-06-08 15:50,583,20.5,29.2,-,-,-,-,3.6,남서,219,20.1,1007.4,-
2024-06-08 15:51,586,20.5,29.2,-,-,-,-,3.6,남서,221,20.1,1007.4,-
2024-06-08 15:52,588,20.5,29.2,-,-,-,-,3.8,남서,222,20.1,1007.4,-
2024-06-08 15:53,591,20.5,29.2,-,-,-,-,3.7,남서,222,20.2,1007.5,-
2024-06-08 15:54,593,20.5,29.2,-,-,-,-,4.1,남서,224,20.1,1007.5,-
2024-06-08 15:55,595,20.5,29.2,-,-,-,-,3.7,남서,223,20.1,1007.4,-
2024-06-08 15:56,598,20.5,29.2,-,-,-,-,3.3,남서,221,20.1,1007.4,-
2024-06-08 15:57,600,20.5,29.2,-,-,-,-,3.5,남서,221,20.1,1007.4,-
2024-06-08 15:58,603,20.5,29.2,-,-,-,-,3.2,남서,218,20.1,1007.4,-
2024-06-08 15:59,605,20.5,29.2,-,-,-,-,3.8,남서,224,20.1,1007.4,-
2024-06-08 16:00,608,20.5,29.2,-,-,-,-,3.5,남서,222,20.1,1007.4,-
2024-06-08 16:01,610,20.5,29.2,-,-,-,-,3.6,남서,227,20.1,1007.4,-
2024-06-08 16:02,612,20.5,29.2,-,-,-,-,3.6,남서,226,20.1,1007.4,-
2024-06-08 16:03,614,20.6,29.2,-,-,-,-,3.6,남서,228,20.2,1007.4,-
2024-06-08 16:04,617,20.5,29.2,-,-,-,-,3.7,남서,229,20.1,1007.4,-
2024-06-08 16:05,619,20.5,29.2,-,-,-,-,3.9,남서,227,20.2,1007.5,-
2024-06-08 16:06,621,20.6,29.2,-,-,-,-,3.6,남서,228,20.2,1007.5,-
2024-06-08 16:07,623,20.5,29.2,-,-,-,-,3.4,남서,230,20.2,1007.4,-
2024-06-08 16:08,625,20.5,29.2,-,-,-,-,3.6,남서,227,20.2,1007.4,-
2024-06-08 16:09,627,20.5,29.2,-,-,-,-,3.6,남서,228,20.2,1007.4,-
2024-06-08 16:10,629,20.5,29.2,-,-,-,-,3.4,남서,230,20.2,1007.5,-
2024-06-08 16:11,631,20.5,29.2,-,-,-,-,3.4,남서,230,20.2,1007.5,-
2024-06-08 16:12,634,20.5,29.2,-,-,-,-,3.8,남서,228,20.2,1007.5,-
2024-06-08 16:13,636,20.5,29.2,-,-,-,-,3.6,남서,228,20.2,1007.5,-
2024-06-08 16:14,638,20.5,29.2,-,-,-,-,3.5,남서,228,20.2,1007.5,-
2024-06-08 16:15,640,20.5,29.2,-,-,-,-,3.6,남서,229,20.2,1007.5,-
2024-06-08 16:16,642,20.5,29.2,-,-,-,-,3.4,남서,227,20.2,1007.5,-
2024-06-08 16:17,644,20.5,29.2,-,-,-,-,3.3,남서,228,20.2,1007.5,-
2024-06-08 16:18,646,20.5,29.2,-,-,-,-,3.2,남서,225,20.2,1007.5,-
2024-06-08 16:19,648,20.5,29.2,-,-,-,-,3.5,남서,224,20.2,1007.5,-
2024-06-08 16:20,650,20.4,29.2,-,-,-,-,3.6,남서,224,20.2,1007.5,-
2024-06-08 16:21,652,20.4,29.2,-,-,-,-,3.3,남서,223,20.2,1007.5,-
2024-06-08 16:22,654,20.4,29.2,-,-,-,-,3.2,남서,221,20.2,1007.5,-
2024-06-08 16:23,656,20.4,29.2,-,-,-,-,3.2,남서,223,20.2,1007.5,-
2024-06-08 16:24,658,20.5,29.2,-,-,-,-,2.9,남서,220,20.2,1007.5,-
2024-06-08 16:25,661,20.5,29.2,-,-,-,-,2.8,남서,222,20.2,1007.5,-
2024-06-08 16:26,663,20.5,29.2,-,-,-,-,3.1,남서,224,20.2,1007.5,-
2024-06-08 16:27,665,20.5,29.2,-,-,-,-,2.9,남서,224,20.2,1007.5,-
2024-06-08 16:28,667,20.5,29.2,-,-,-,-,2.9,남서,222,20.2,1007.5,-
2024-06-08 16:29,669,20.5,29.2,-,-,-,-,3,남서,220,20.2,1007.5,-
2024-06-08 16:30,671,20.4,29.2,-,-,-,-,2.5,남서,221,20.2,1007.4,-
2024-06-08 16:31,673,20.4,29.3,-,-,-,-,2.8,남서,223,20.3,1007.4,-
2024-06-08 16:32,674,20.4,29.2,-,-,-,-,2.8,남서,222,20.3,1007.4,-
2024-06-08 16:33,676,20.4,29.3,-,-,-,-,2.4,남서,218,20.3,1007.4,-
2024-06-08 16:34,678,20.4,29.3,-,-,-,-,2.4,남서,218,20.3,1007.4,-
2024-06-08 16:35,680,20.4,29.3,-,-,-,-,2.4,남서,217,20.3,1007.5,-
2024-06-08 16:36,682,20.4,29.3,-,-,-,-,2.5,남서,221,20.3,1007.5,-
2024-06-08 16:37,684,20.4,29.3,-,-,-,-,2.3,남서,217,20.4,1007.5,-
2024-06-08 16:38,685,20.4,29.3,-,-,-,-,2.6,남서,219,20.4,1007.5,-
2024-06-08 16:39,687,20.4,29.3,-,-,-,-,2.7,남서,218,20.4,1007.5,-
2024-06-08 16:40,689,20.4,29.3,-,-,-,-,2.9,남서,221,20.4,1007.5,-
2024-06-08 16:41,691,20.4,29.3,-,-,-,-,3.1,남서,221,20.4,1007.5,-
2024-06-08 16:42,693,20.4,29.3,-,-,-,-,3.1,남서,219,20.4,1007.5,-
2024-06-08 16:43,695,20.4,29.3,-,-,-,-,2.9,남서,218,20.4,1007.5,-
2024-06-08 16:44,696,20.4,29.3,-,-,-,-,2.8,남서,214,20.4,1007.5,-
2024-06-08 16:45,698,20.4,29.3,-,-,-,-,2.6,남서,214,20.4,1007.4,-
2024-06-08 16:46,700,20.4,29.3,-,-,-,-,2.7,남남서,212,20.4,1007.4,-
2024-06-08 16:47,702,20.4,29.3,-,-,-,-,2.9,남서,215,20.4,1007.4,-
2024-06-08 16:48,703,20.4,29.3,-,-,-,-,2.9,남서,214,20.4,1007.3,-
2024-06-08 16:49,705,20.4,29.3,-,-,-,-,3.3,남남서,213,20.4,1007.3,-
2024-06-08 16:50,707,20.4,29.3,-,-,-,-,2.8,남서,215,20.4,1007.3,-
2024-06-08 16:51,708,20.4,29.3,-,-,-,-,2.6,남서,219,20.4,1007.3,-
2024-06-08 16:52,710,20.4,29.3,-,-,-,-,2.7,남서,222,20.4,1007.3,-
2024-06-08 16:53,712,20.4,29.3,-,-,-,-,3.5,남서,224,20.4,1007.3,-
2024-06-08 16:54,713,20.4,29.3,-,-,-,-,3.6,남서,226,20.4,1007.3,-
2024-06-08 16:55,715,20.4,29.4,-,-,-,-,3.3,남서,226,20.4,1007.3,-
2024-06-08 16:56,717,20.4,29.4,-,-,-,-,3.5,남서,226,20.4,1007.3,-
2024-06-08 16:57,718,20.4,29.4,-,-,-,-,3.5,남서,224,20.4,1007.3,-
2024-06-08 16:58,720,20.4,29.4,-,-,-,-,3.4,남서,224,20.4,1007.3,-
2024-06-08 16:59,722,20.4,29.4,-,-,-,-,3.3,남서,224,20.4,1007.3,-
2024-06-08 17:00,723,20.4,29.4,-,-,-,-,3.5,남서,226,20.4,1007.3,-
2024-06-08 17:01,724,20.4,29.4,-,-,-,-,3.4,남서,227,20.4,1007.3,-
2024-06-08 17:02,726,20.4,29.4,-,-,-,-,3.3,남서,228,20.4,1007.3,-
2024-06-08 17:03,727,20.4,29.4,-,-,-,-,3.3,남서,228,20.4,1007.3,-
2024-06-08 17:04,729,20.3,29.4,-,-,-,-,3.1,남서,226,20.4,1007.3,-
2024-06-08 17:05,730,20.3,29.4,-,-,-,-,3.2,남서,229,20.4,1007.3,-
2024-06-08 17:06,731,20.3,29.4,-,-,-,-,3.3,남서,231,20.4,1007.3,-
2024-06-08 17:07,732,20.3,29.4,-,-,-,-,3.9,남서,233,20.4,1007.3,-
2024-06-08 17:08,733,20.3,29.4,-,-,-,-,3.7,남서,233,20.4,1007.3,-
2024-06-08 17:09,735,20.3,29.4,-,-,-,-,3.7,남서,234,20.5,1007.2,-
2024-06-08 17:10,736,20.3,29.4,-,-,-,-,3.6,서남서,239,20.5,1007.3,-
2024-06-08 17:11,736,20.3,29.4,-,-,-,-,4,서남서,240,20.6,1007.3,-
2024-06-08 17:12,738,20.3,29.4,-,-,-,-,4,서남서,239,20.6,1007.3,-
2024-06-08 17:13,740,20.3,29.4,-,-,-,-,4.2,서남서,241,20.6,1007.3,-
2024-06-08 17:14,741,20.3,29.4,-,-,-,-,4.1,서남서,243,20.7,1007.3,-
2024-06-08 17:15,742,20.3,29.5,-,-,-,-,4,서남서,245,20.7,1007.3,-
2024-06-08 17:16,743,20.3,29.4,-,-,-,-,3.9,서남서,246,20.7,1007.3,-
2024-06-08 17:17,744,20.3,29.4,-,-,-,-,3.8,서남서,242,20.7,1007.3,-
2024-06-08 17:18,745,20.3,29.4,-,-,-,-,3.8,서남서,242,20.7,1007.2,-
2024-06-08 17:19,746,20.3,29.4,-,-,-,-,3.8,서남서,239,20.7,1007.2,-
2024-06-08 17:20,747,20.3,29.4,-,-,-,-,3.6,서남서,240,20.7,1007.2,-
2024-06-08 17:21,748,20.3,29.5,-,-,-,-,3.8,서남서,240,20.7,1007.2,-
2024-06-08 17:22,749,20.3,29.5,-,-,-,-,3.5,서남서,240,20.8,1007.2,-
2024-06-08 17:23,750,20.3,29.5,-,-,-,-,3.9,서남서,239,20.7,1007.2,-
2024-06-08 17:24,752,20.3,29.5,-,-,-,-,3.8,서남서,242,20.7,1007.2,-
2024-06-08 17:25,753,20.3,29.5,-,-,-,-,3.7,서남서,239,20.7,1007.2,-
2024-06-08 17:26,753,20.3,29.5,-,-,-,-,3.8,서남서,240,20.7,1007.3,-
2024-06-08 17:27,754,20.3,29.5,-,-,-,-,4.2,서남서,240,20.7,1007.3,-
2024-06-08 17:28,755,20.3,29.5,-,-,-,-,3.8,서남서,240,20.7,1007.3,-
2024-06-08 17:29,756,20.3,29.5,-,-,-,-,4,서남서,240,20.7,1007.3,-
2024-06-08 17:30,756,20.3,29.5,-,-,-,-,3.7,서남서,240,20.7,1007.3,-
2024-06-08 17:31,757,20.3,29.5,-,-,-,-,4,서남서,241,20.7,1007.3,-
2024-06-08 17:32,758,20.3,29.5,-,-,-,-,3.9,서남서,241,20.7,1007.3,-
2024-06-08 17:33,759,20.3,29.5,-,-,-,-,4.1,서남서,245,20.7,1007.3,-
2024-06-08 17:34,759,20.3,29.5,-,-,-,-,3.9,서남서,247,20.7,1007.3,-
2024-06-08 17:35,760,20.3,29.5,-,-,-,-,3.9,서남서,248,20.6,1007.3,-
2024-06-08 17:36,761,20.3,29.5,-,-,-,-,3.7,서남서,243,20.7,1007.2,-
2024-06-08 17:37,761,20.3,29.5,-,-,-,-,3.9,서남서,241,20.7,1007.2,-
2024-06-08 17:38,762,20.3,29.5,-,-,-,-,4,서남서,239,20.7,1007.2,-
2024-06-08 17:39,762,20.3,29.5,-,-,-,-,4.1,서남서,238,20.7,1007.2,-
2024-06-08 17:40,763,20.3,29.5,-,-,-,-,3.8,서남서,240,20.6,1007.2,-
2024-06-08 17:41,763,20.3,29.5,-,-,-,-,3.6,서남서,239,20.7,1007.2,-
2024-06-08 17:42,764,20.3,29.5,-,-,-,-,3.8,남서,236,20.6,1007.2,-
2024-06-08 17:43,764,20.3,29.5,-,-,-,-,3.9,남서,236,20.6,1007.2,-
2024-06-08 17:44,765,20.3,29.5,-,-,-,-,3.8,남서,236,20.6,1007.2,-
2024-06-08 17:45,765,20.3,29.5,-,-,-,-,3.7,남서,236,20.5,1007.2,-
2024-06-08 17:46,765,20.3,29.5,-,-,-,-,3.6,남서,236,20.5,1007.2,-
2024-06-08 17:47,765,20.3,29.5,-,-,-,-,3.7,남서,234,20.5,1007.2,-
2024-06-08 17:48,766,20.3,29.5,-,-,-,-,3.9,남서,232,20.5,1007.2,-
2024-06-08 17:49,766,20.3,29.5,-,-,-,-,3.7,남서,232,20.5,1007.2,-
2024-06-08 17:50,766,20.3,29.5,-,-,-,-,3.8,남서,234,20.4,1007.2,-
2024-06-08 17:51,766,20.3,29.5,-,-,-,-,3.7,남서,231,20.4,1007.2,-
2024-06-08 17:52,766,20.3,29.5,-,-,-,-,3.5,남서,228,20.4,1007.2,-
2024-06-08 17:53,766,20.3,29.5,-,-,-,-,3.5,남서,226,20.4,1007.2,-
2024-06-08 17:54,767,20.3,29.5,-,-,-,-,3.7,남서,227,20.4,1007.2,-
2024-06-08 17:55,767,20.3,29.5,-,-,-,-,3.9,남서,228,20.3,1007.1,-
2024-06-08 17:56,767,20.3,29.5,-,-,-,-,3.9,남서,230,20.3,1007.1,-
2024-06-08 17:57,767,20.3,29.5,-,-,-,-,3.6,남서,229,20.3,1007.2,-
2024-06-08 17:58,767,20.3,29.5,-,-,-,-,4,남서,226,20.3,1007.2,-
2024-06-08 17:59,767,20.3,29.5,-,-,-,-,3.9,남서,228,20.3,1007.2,-
2024-06-08 18:00,767,20.3,29.5,-,-,-,-,4,남서,227,20.3,1007.2,-
2024-06-08 18:01,767,20.3,29.5,-,-,-,-,4,남서,226,20.3,1007.2,-
2024-06-08 18:02,767,20.3,29.5,-,-,-,-,3.8,남서,226,20.2,1007.2,-
2024-06-08 18:03,767,20.3,29.5,-,-,-,-,3.8,남서,224,20.2,1007.2,-
2024-06-08 18:04,766,20.3,29.5,-,-,-,-,3.7,남서,227,20.2,1007.2,-
2024-06-08 18:05,766,20.3,29.5,-,-,-,-,3.6,남서,228,20.2,1007.2,-
2024-06-08 18:06,766,20.3,29.5,-,-,-,-,3.5,남서,228,20.2,1007.2,-
2024-06-08 18:07,766,20.3,29.5,-,-,-,-,3.5,남서,226,20.2,1007.2,-
2024-06-08 18:08,766,20.3,29.5,-,-,-,-,3.5,남서,228,20.2,1007.1,-
2024-06-08 18:09,766,20.3,29.5,-,-,-,-,3.3,남서,230,20.2,1007.1,-
2024-06-08 18:10,766,20.3,29.5,-,-,-,-,3.2,남서,229,20.2,1007.1,-
2024-06-08 18:11,765,20.3,29.5,-,-,-,-,3.2,남서,226,20.2,1007.1,-
2024-06-08 18:12,765,20.3,29.5,-,-,-,-,3.5,남서,228,20.2,1007.1,-
2024-06-08 18:13,765,20.3,29.5,-,-,-,-,2.9,남서,230,20.1,1007.1,-
2024-06-08 18:14,764,20.3,29.5,-,-,-,-,3.1,남서,231,20.1,1007.1,-
2024-06-08 18:15,764,20.3,29.5,-,-,-,-,3.3,남서,229,20.1,1007.1,-
2024-06-08 18:16,763,20.3,29.5,-,-,-,-,3.3,남서,229,20.2,1007.1,-
2024-06-08 18:17,763,20.2,29.5,-,-,-,-,3.3,남서,230,20.2,1007.1,-
2024-06-08 18:18,763,20.2,29.6,-,-,-,-,3.5,남서,235,20.2,1007.1,-
2024-06-08 18:19,762,20.3,29.5,-,-,-,-,3.2,남서,234,20.1,1007.1,-
2024-06-08 18:20,762,20.3,29.5,-,-,-,-,3.6,남서,232,20.2,1007.1,-
2024-06-08 18:21,761,20.2,29.5,-,-,-,-,3.4,남서,234,20.2,1007.1,-
2024-06-08 18:22,761,20.3,29.5,-,-,-,-,3.4,남서,235,20.1,1007.1,-
2024-06-08 18:23,760,20.3,29.5,-,-,-,-,3.6,남서,236,20.1,1007.1,-
2024-06-08 18:24,759,20.3,29.5,-,-,-,-,3.6,서남서,237,20.2,1007.1,-
2024-06-08 18:25,759,20.2,29.6,-,-,-,-,3.9,남서,235,20.2,1007.1,-
2024-06-08 18:26,758,20.2,29.6,-,-,-,-,3.8,서남서,237,20.1,1007.1,-
2024-06-08 18:27,758,20.3,29.5,-,-,-,-,3.9,남서,236,20.2,1007,-
2024-06-08 18:28,757,20.2,29.6,-,-,-,-,3.6,남서,235,20.2,1007,-
2024-06-08 18:29,756,20.3,29.5,-,-,-,-,3.8,남서,236,20.2,1007,-
2024-06-08 18:30,755,20.3,29.5,-,-,-,-,3.8,남서,236,20.1,1007,-
2024-06-08 18:31,755,20.2,29.6,-,-,-,-,3.3,남서,234,20.1,1007.1,-
2024-06-08 18:32,754,20.3,29.5,-,-,-,-,3.5,서남서,237,20.2,1007.1,-
2024-06-08 18:33,753,20.3,29.6,-,-,-,-,3.8,서남서,242,20.2,1007.1,-
2024-06-08 18:34,752,20.3,29.5,-,-,-,-,3.9,서남서,242,20.1,1007.1,-
2024-06-08 18:35,751,20.3,29.5,-,-,-,-,3.9,서남서,243,20.1,1007.1,-
2024-06-08 18:36,750,20.3,29.5,-,-,-,-,3.6,서남서,243,20.1,1007.1,-
2024-06-08 18:37,750,20.2,29.6,-,-,-,-,3.4,서남서,245,20.1,1007.1,-
2024-06-08 18:38,749,20.3,29.6,-,-,-,-,3.5,서남서,248,20.1,1007.2,-
2024-06-08 18:39,748,20.3,29.6,-,-,-,-,3.4,서남서,243,20.1,1007.2,-
2024-06-08 18:40,747,20.3,29.5,-,-,-,-,3.4,서남서,240,20.1,1007.2,-
2024-06-08 18:41,746,20.3,29.5,-,-,-,-,3.5,서남서,240,20.1,1007.2,-
2024-06-08 18:42,745,20.3,29.5,-,-,-,-,3.4,서남서,238,20.1,1007.2,-
2024-06-08 18:43,744,20.3,29.5,-,-,-,-,3.6,서남서,237,20.2,1007.2,-
2024-06-08 18:44,743,20.3,29.5,-,-,-,-,3.4,서남서,237,20.2,1007.1,-
2024-06-08 18:45,742,20.3,29.5,-,-,-,-,3.3,서남서,238,20.1,1007.1,-
2024-06-08 18:46,740,20.3,29.6,-,-,-,-,3.3,서남서,238,20.1,1007.1,-
2024-06-08 18:47,739,20.3,29.5,-,-,-,-,3.2,서남서,239,20.2,1007.1,-
2024-06-08 18:48,738,20.3,29.5,-,-,-,-,3.4,서남서,240,20.2,1007.1,-
2024-06-08 18:49,737,20.3,29.5,-,-,-,-,3.4,서남서,239,20.1,1007,-
2024-06-08 18:50,736,20.3,29.5,-,-,-,-,3.3,남서,236,20.1,1007,-
2024-06-08 18:51,734,20.3,29.5,-,-,-,-,3.3,서남서,239,20.1,1007,-
2024-06-08 18:52,733,20.3,29.5,-,-,-,-,3.6,서남서,240,20.1,1007,-
2024-06-08 18:53,732,20.3,29.5,-,-,-,-,3.6,서남서,238,20.2,1007,-
2024-06-08 18:54,730,20.3,29.5,-,-,-,-,3.7,서남서,240,20.1,1007,-
2024-06-08 18:55,729,20.3,29.5,-,-,-,-,3.5,서남서,242,20.2,1007,-
2024-06-08 18:56,728,20.3,29.6,-,-,-,-,3.3,서남서,245,20.2,1007,-
2024-06-08 18:57,726,20.3,29.5,-,-,-,-,3.3,서남서,244,20.1,1007,-
2024-06-08 18:58,725,20.3,29.5,-,-,-,-,3.2,서남서,243,20.2,1007,-
2024-06-08 18:59,723,20.3,29.5,-,-,-,-,3.2,서남서,242,20.2,1007,-
2024-06-08 19:00,722,20.3,29.5,-,-,-,-,3,서남서,246,20.2,1007,-
2024-06-08 19:01,722,20.2,29.6,-,-,-,-,3.2,서남서,246,20.2,1007.1,-
2024-06-08 19:02,719,20.2,29.6,-,-,-,-,2.9,서남서,243,20.2,1007.1,-
2024-06-08 19:03,717,20.2,29.6,-,-,-,-,2.7,서남서,239,20.2,1007.1,-
2024-06-08 19:04,715,20.2,29.6,-,-,-,-,3.1,서남서,239,20.2,1007.2,-
