包螟家疙:饶器,,,,,,,,,,,,,
困档:36.6775,,,,,,,,,,,,,
版档:129.453056,,,,,,,,,,,,,
包螟矫埃,炼困(cm),荐柯(∩),堪盒(PSU),蜡狼颇绊(m),蜡狼颇林扁(sec),弥措颇绊(m),弥措颇林扁(sec),浅加(m/s),浅氢(16points),浅氢(deg),扁柯(∩),扁拘(hPa),矫沥(m)
2024-06-08 23:41,15,19.3,33.6,-,-,-,-,4.7,巢巢辑,198,19,1008.1,-
2024-06-08 23:42,13,19.3,33.6,-,-,-,-,5,巢巢辑,197,18.9,1008.1,-
2024-06-08 23:43,11,19.3,33.6,-,-,-,-,4.6,巢巢辑,193,18.9,1008.1,-
2024-06-08 23:44,9,19.3,33.6,-,-,-,-,4.7,巢巢辑,192,18.9,1008.1,-
2024-06-08 23:45,7,19.3,33.6,-,-,-,-,4.5,巢巢辑,192,18.9,1008.1,-
2024-06-08 23:46,6,19.3,33.6,-,-,-,-,4.2,巢,191,18.9,1008.1,-
2024-06-08 23:47,6,19.3,33.6,-,-,-,-,4.1,巢,188,19,1008.1,-
2024-06-08 23:48,7,19.3,33.6,-,-,-,-,4,巢,189,18.9,1008.1,-
2024-06-08 23:49,7,19.3,33.6,-,-,-,-,3.5,巢,191,18.9,1008.1,-
2024-06-08 23:50,8,19.3,33.6,-,-,-,-,3.5,巢巢辑,196,18.9,1008.1,-
2024-06-08 23:51,8,19.3,33.6,-,-,-,-,3.3,巢巢辑,196,18.9,1008.1,-
2024-06-08 23:52,9,19.3,33.6,-,-,-,-,3.7,巢巢辑,195,18.9,1008.1,-
2024-06-08 23:53,10,19.3,33.6,-,-,-,-,4.1,巢巢辑,202,18.9,1008,-
2024-06-08 23:54,12,19.3,33.6,-,-,-,-,4.3,巢巢辑,204,18.8,1008,-
2024-06-08 23:55,13,19.3,33.6,-,-,-,-,4.4,巢巢辑,208,18.9,1008,-
2024-06-08 23:56,14,19.3,33.6,-,-,-,-,4.3,巢巢辑,210,18.9,1008,-
2024-06-08 23:57,14,19.3,33.6,-,-,-,-,4.6,巢巢辑,210,18.9,1007.9,-
2024-06-08 23:58,13,19.2,33.6,-,-,-,-,4.4,巢巢辑,213,18.9,1008,-
2024-06-08 23:59,11,19.3,33.6,-,-,-,-,4.7,巢辑,215,18.9,1007.9,-
2024-06-09 0:00,9,19.3,33.6,-,-,-,-,4.4,巢辑,220,18.9,1008,-
2024-06-09 0:01,7,19.3,33.6,-,-,-,-,4.2,巢辑,218,18.8,1008,-
2024-06-09 0:02,7,19.3,33.6,-,-,-,-,4,巢辑,223,18.9,1008,-
2024-06-09 0:03,8,19.3,33.6,-,-,-,-,4,巢辑,228,18.9,1008,-
2024-06-09 0:04,9,19.3,33.6,-,-,-,-,3.9,巢辑,225,18.9,1008,-
2024-06-09 0:05,11,19.3,33.6,-,-,-,-,3.7,巢辑,222,18.9,1008,-
2024-06-09 0:06,12,19.3,33.6,-,-,-,-,4,巢辑,222,18.9,1008,-
2024-06-09 0:07,13,19.2,33.6,-,-,-,-,4,巢辑,216,18.8,1008,-
2024-06-09 0:08,13,19.3,33.6,-,-,-,-,4.2,巢辑,220,18.9,1007.9,-
2024-06-09 0:09,13,19.3,33.6,-,-,-,-,4.4,巢辑,215,18.9,1007.9,-
2024-06-09 0:10,12,19.2,33.6,-,-,-,-,3.8,巢辑,216,18.9,1007.9,-
2024-06-09 0:11,12,19.2,33.6,-,-,-,-,3.7,巢辑,214,18.9,1007.9,-
2024-06-09 0:12,11,19.3,33.6,-,-,-,-,3.6,巢辑,214,18.9,1007.9,-
2024-06-09 0:13,11,19.3,33.6,-,-,-,-,3.7,巢辑,214,18.9,1008,-
2024-06-09 0:14,11,19.3,33.6,-,-,-,-,3.6,巢辑,214,18.9,1007.9,-
2024-06-09 0:15,12,19.3,33.6,-,-,-,-,3.8,巢巢辑,211,18.9,1007.9,-
2024-06-09 0:16,12,19.3,33.6,-,-,-,-,3.7,巢巢辑,211,18.9,1008,-
2024-06-09 0:17,13,19.3,33.6,-,-,-,-,4.1,巢巢辑,209,18.9,1007.9,-
2024-06-09 0:18,14,19.2,33.6,-,-,-,-,3.6,巢巢辑,211,18.9,1007.9,-
2024-06-09 0:19,15,19.3,33.6,-,-,-,-,3.9,巢巢辑,207,18.9,1007.9,-
2024-06-09 0:20,17,19.3,33.6,-,-,-,-,3.8,巢巢辑,204,18.9,1007.9,-
2024-06-09 0:21,18,19.3,33.6,-,-,-,-,3.9,巢巢辑,203,18.9,1007.9,-
2024-06-09 0:22,19,19.3,33.6,-,-,-,-,3.9,巢巢辑,201,18.9,1007.9,-
2024-06-09 0:23,19,19.3,33.6,-,-,-,-,3.4,巢巢辑,198,18.9,1007.9,-
2024-06-09 0:24,18,19.3,33.6,-,-,-,-,3.4,巢,191,18.9,1007.9,-
2024-06-09 0:25,17,19.3,33.6,-,-,-,-,3.1,巢,187,18.9,1007.9,-
2024-06-09 0:26,14,19.3,33.6,-,-,-,-,3.2,巢,190,18.9,1007.9,-
2024-06-09 0:27,12,19.3,33.6,-,-,-,-,3.1,巢,191,18.9,1008,-
2024-06-09 0:28,9,19.3,33.6,-,-,-,-,3,巢,191,18.9,1008,-
2024-06-09 0:29,8,19.2,33.6,-,-,-,-,2.8,巢,189,18.9,1008,-
2024-06-09 0:30,8,19.2,33.6,-,-,-,-,2.6,巢,188,18.9,1007.9,-
2024-06-09 0:31,9,19.2,33.6,-,-,-,-,3,巢巢辑,195,18.9,1008,-
2024-06-09 0:32,10,19.2,33.6,-,-,-,-,3.5,巢巢辑,202,18.9,1008,-
2024-06-09 0:33,11,19.3,33.6,-,-,-,-,3.5,巢巢辑,203,18.8,1007.9,-
2024-06-09 0:34,11,19.3,33.6,-,-,-,-,3.6,巢巢辑,205,18.9,1008,-
2024-06-09 0:35,12,19.3,33.6,-,-,-,-,4,巢巢辑,205,18.9,1008,-
2024-06-09 0:36,12,19.3,33.6,-,-,-,-,4,巢巢辑,205,18.9,1008,-
2024-06-09 0:37,12,19.3,33.6,-,-,-,-,4.3,巢巢辑,204,18.9,1008,-
2024-06-09 0:38,12,19.3,33.6,-,-,-,-,4.3,巢巢辑,205,18.9,1007.9,-
2024-06-09 0:39,12,19.3,33.6,-,-,-,-,3.8,巢巢辑,204,18.9,1007.9,-
2024-06-09 0:40,12,19.2,33.6,-,-,-,-,4.4,巢巢辑,202,18.9,1007.9,-
2024-06-09 0:41,12,19.3,33.6,-,-,-,-,4.3,巢巢辑,202,18.9,1007.9,-
2024-06-09 0:42,11,19.2,33.6,-,-,-,-,4.4,巢巢辑,202,18.9,1007.9,-
2024-06-09 0:43,11,19.3,33.6,-,-,-,-,4.2,巢巢辑,203,18.9,1007.9,-
2024-06-09 0:44,10,19.3,33.6,-,-,-,-,4.2,巢巢辑,205,18.9,1007.9,-
2024-06-09 0:45,10,19.3,33.6,-,-,-,-,4,巢巢辑,207,18.9,1008,-
2024-06-09 0:46,10,19.2,33.6,-,-,-,-,4.3,巢巢辑,203,18.9,1008,-
2024-06-09 0:47,10,19.2,33.6,-,-,-,-,4.1,巢巢辑,199,18.9,1008,-
2024-06-09 0:48,10,19.2,33.6,-,-,-,-,3.9,巢巢辑,197,18.9,1008,-
2024-06-09 0:49,10,19.2,33.6,-,-,-,-,3.7,巢巢辑,194,18.9,1008,-
2024-06-09 0:50,10,19.2,33.6,-,-,-,-,3.3,巢,185,18.8,1008,-
2024-06-09 0:51,10,19.3,33.6,-,-,-,-,3.3,巢,180,18.8,1008,-
2024-06-09 0:52,10,19.3,33.6,-,-,-,-,3.2,巢,183,18.8,1008,-
2024-06-09 0:53,10,19.2,33.6,-,-,-,-,2.7,巢,186,18.7,1008,-
2024-06-09 0:54,9,19.2,33.6,-,-,-,-,2.7,巢,189,18.7,1008.1,-
2024-06-09 0:55,9,19.2,33.6,-,-,-,-,2.8,巢,191,18.6,1008,-
2024-06-09 0:56,10,19.2,33.6,-,-,-,-,3.3,巢巢辑,193,18.6,1008,-
2024-06-09 0:57,10,19.2,33.6,-,-,-,-,3.3,巢巢辑,192,18.6,1008.1,-
2024-06-09 0:58,11,19.2,33.6,-,-,-,-,3.4,巢巢辑,195,18.6,1008.1,-
2024-06-09 0:59,11,19.2,33.6,-,-,-,-,3.1,巢巢辑,194,18.6,1008.1,-
2024-06-09 1:00,14,19.2,33.6,-,-,-,-,3.5,巢巢辑,195,18.6,1008.1,-
2024-06-09 1:01,17,19.2,33.6,-,-,-,-,3.1,巢巢辑,193,18.6,1008.1,-
2024-06-09 1:02,18,19.2,33.6,-,-,-,-,3,巢,191,18.6,1008.1,-
2024-06-09 1:03,18,19.2,33.6,-,-,-,-,3.1,巢,186,18.6,1008.1,-
2024-06-09 1:04,18,19.2,33.6,-,-,-,-,2.8,巢巢辑,193,18.6,1008.1,-
2024-06-09 1:05,16,19.2,33.6,-,-,-,-,2.9,巢巢辑,196,18.6,1008.2,-
2024-06-09 1:06,14,19.2,33.6,-,-,-,-,2.9,巢巢辑,192,18.6,1008.2,-
2024-06-09 1:07,13,19.2,33.6,-,-,-,-,2.5,巢巢辑,197,18.6,1008.2,-
2024-06-09 1:08,11,19.3,33.6,-,-,-,-,2.6,巢巢辑,194,18.6,1008.3,-
2024-06-09 1:09,10,19.2,33.6,-,-,-,-,2.6,巢,190,18.6,1008.3,-
2024-06-09 1:10,10,19.2,33.6,-,-,-,-,2.3,巢巢辑,194,18.6,1008.3,-
2024-06-09 1:11,11,19.2,33.6,-,-,-,-,2.2,巢巢辑,199,18.6,1008.3,-
2024-06-09 1:12,12,19.2,33.6,-,-,-,-,2.6,巢巢辑,198,18.6,1008.3,-
2024-06-09 1:13,13,19.2,33.6,-,-,-,-,2.6,巢巢辑,196,18.6,1008.3,-
2024-06-09 1:14,13,19.2,33.6,-,-,-,-,2.6,巢巢辑,197,18.6,1008.3,-
2024-06-09 1:15,14,19.2,33.6,-,-,-,-,2.3,巢巢辑,199,18.6,1008.3,-
2024-06-09 1:16,14,19.2,33.6,-,-,-,-,2.1,巢巢辑,203,18.6,1008.3,-
2024-06-09 1:17,13,19.2,33.6,-,-,-,-,2.3,巢巢辑,208,18.6,1008.3,-
2024-06-09 1:18,12,19.2,33.6,-,-,-,-,1.9,巢巢辑,208,18.6,1008.3,-
2024-06-09 1:19,11,19.2,33.6,-,-,-,-,2.1,巢巢辑,210,18.6,1008.3,-
2024-06-09 1:20,11,19.2,33.6,-,-,-,-,2.3,巢巢辑,210,18.6,1008.3,-
2024-06-09 1:21,12,19.2,33.6,-,-,-,-,2.5,巢辑,216,18.7,1008.3,-
2024-06-09 1:22,13,19.2,33.6,-,-,-,-,2.8,巢辑,221,18.7,1008.3,-
2024-06-09 1:23,14,19.2,33.6,-,-,-,-,2.7,巢辑,225,18.7,1008.3,-
2024-06-09 1:24,15,19.2,33.6,-,-,-,-,2.8,巢辑,226,18.8,1008.3,-
2024-06-09 1:25,15,19.3,33.6,-,-,-,-,2.4,巢辑,229,18.8,1008.2,-
2024-06-09 1:26,14,19.3,33.6,-,-,-,-,2.1,辑巢辑,239,18.8,1008.2,-
2024-06-09 1:27,13,19.3,33.6,-,-,-,-,1.9,辑巢辑,256,18.8,1008.2,-
2024-06-09 1:28,12,19.2,33.6,-,-,-,-,1.7,辑,266,18.8,1008.2,-
2024-06-09 1:29,12,19.2,33.6,-,-,-,-,1.9,辑巢辑,256,18.8,1008.2,-
2024-06-09 1:30,12,19.2,33.6,-,-,-,-,2.1,辑巢辑,255,18.8,1008.2,-
2024-06-09 1:31,12,19.2,33.6,-,-,-,-,1.8,辑巢辑,258,18.8,1008.2,-
2024-06-09 1:32,12,19.2,33.6,-,-,-,-,1.5,辑巢辑,247,18.8,1008.2,-
2024-06-09 1:33,12,19.2,33.6,-,-,-,-,2.2,辑巢辑,237,18.8,1008.1,-
2024-06-09 1:34,12,19.2,33.6,-,-,-,-,2,辑巢辑,243,18.8,1008.1,-
2024-06-09 1:35,12,19.3,33.6,-,-,-,-,2.1,辑巢辑,238,18.8,1008.1,-
2024-06-09 1:36,12,19.2,33.6,-,-,-,-,2.2,巢辑,231,18.8,1008.1,-
2024-06-09 1:37,11,19.2,33.6,-,-,-,-,2.4,巢辑,230,18.8,1008.1,-
2024-06-09 1:38,11,19.2,33.6,-,-,-,-,2.2,巢辑,235,18.8,1008.1,-
2024-06-09 1:39,11,19.2,33.6,-,-,-,-,2.4,辑巢辑,239,18.9,1008,-
2024-06-09 1:40,10,19.2,33.6,-,-,-,-,2.5,巢辑,236,18.9,1008,-
2024-06-09 1:41,10,19.2,33.6,-,-,-,-,2.4,巢辑,233,19,1008,-
2024-06-09 1:42,11,19.2,33.6,-,-,-,-,2.9,巢辑,224,19,1008,-
2024-06-09 1:43,12,19.2,33.6,-,-,-,-,3.4,巢辑,220,19.1,1007.9,-
2024-06-09 1:44,13,19.2,33.6,-,-,-,-,3.4,巢辑,226,19.1,1007.9,-
2024-06-09 1:45,14,19.2,33.6,-,-,-,-,3.3,巢辑,221,19.2,1007.9,-
2024-06-09 1:46,15,19.2,33.6,-,-,-,-,2.8,巢辑,220,19.3,1007.9,-
2024-06-09 1:47,16,19.2,33.6,-,-,-,-,4,巢辑,216,19.3,1007.8,-
2024-06-09 1:48,16,19.2,33.6,-,-,-,-,3.8,巢巢辑,211,19.4,1007.8,-
2024-06-09 1:49,16,19.2,33.6,-,-,-,-,4.1,巢巢辑,201,19.5,1007.9,-
2024-06-09 1:50,15,19.2,33.6,-,-,-,-,4.5,巢巢辑,200,19.5,1007.9,-
2024-06-09 1:51,14,19.2,33.6,-,-,-,-,4.4,巢巢辑,208,19.6,1007.9,-
2024-06-09 1:52,13,19.2,33.6,-,-,-,-,4.8,巢巢辑,208,19.6,1007.9,-
2024-06-09 1:53,12,19.3,33.6,-,-,-,-,5.4,巢巢辑,211,19.6,1007.8,-
2024-06-09 1:54,12,19.3,33.6,-,-,-,-,5.2,巢巢辑,209,19.7,1007.8,-
2024-06-09 1:55,12,19.2,33.6,-,-,-,-,5.4,巢辑,215,19.7,1007.8,-
2024-06-09 1:56,13,19.2,33.6,-,-,-,-,5.1,巢巢辑,207,19.8,1007.8,-
2024-06-09 1:57,14,19.2,33.6,-,-,-,-,4.4,巢巢辑,208,19.8,1007.9,-
2024-06-09 1:58,15,19.2,33.6,-,-,-,-,4.6,巢巢辑,209,19.8,1007.8,-
2024-06-09 1:59,16,19.2,33.6,-,-,-,-,4.8,巢巢辑,211,19.8,1007.8,-
2024-06-09 2:00,15,19.2,33.6,-,-,-,-,4.3,巢辑,214,19.8,1007.8,-
2024-06-09 2:01,15,19.2,33.6,-,-,-,-,4.4,巢巢辑,212,19.8,1007.8,-
2024-06-09 2:02,14,19.2,33.6,-,-,-,-,3.6,巢巢辑,210,19.8,1007.8,-
2024-06-09 2:03,14,19.2,33.6,-,-,-,-,3.8,巢巢辑,204,19.7,1007.9,-
2024-06-09 2:04,14,19.2,33.6,-,-,-,-,3.3,巢巢辑,199,19.7,1007.9,-
2024-06-09 2:05,15,19.2,33.6,-,-,-,-,2.9,巢巢辑,194,19.7,1007.9,-
2024-06-09 2:06,16,19.2,33.6,-,-,-,-,2.3,巢,181,19.6,1007.9,-
2024-06-09 2:07,16,19.2,33.6,-,-,-,-,1.7,巢巢悼,166,19.6,1007.9,-
2024-06-09 2:08,16,19.2,33.6,-,-,-,-,1.3,悼巢悼,120,19.5,1007.9,-
2024-06-09 2:09,15,19.3,33.6,-,-,-,-,0.8,悼,98,19.4,1007.9,-
2024-06-09 2:10,14,19.3,33.6,-,-,-,-,1.2,悼,84,19.2,1007.9,-
2024-06-09 2:11,13,19.3,33.6,-,-,-,-,1.4,悼巢悼,104,19.1,1007.9,-
2024-06-09 2:12,13,19.3,33.6,-,-,-,-,1.3,悼,97,18.9,1007.9,-
2024-06-09 2:13,13,19.2,33.6,-,-,-,-,1.6,悼巢悼,119,18.8,1007.9,-
2024-06-09 2:14,14,19.2,33.6,-,-,-,-,1.5,悼,95,18.8,1007.9,-
2024-06-09 2:15,15,19.2,33.6,-,-,-,-,1.5,悼巢悼,115,18.8,1007.9,-
2024-06-09 2:16,15,19.2,33.6,-,-,-,-,1.3,悼巢悼,123,18.7,1007.9,-
2024-06-09 2:17,16,19.2,33.6,-,-,-,-,1.9,悼巢悼,117,18.7,1007.9,-
2024-06-09 2:18,16,19.2,33.6,-,-,-,-,1.3,巢悼,127,18.6,1007.9,-
2024-06-09 2:19,17,19.2,33.6,-,-,-,-,1.5,巢悼,126,18.6,1008,-
2024-06-09 2:20,17,19.2,33.6,-,-,-,-,2,悼巢悼,113,18.6,1007.9,-
2024-06-09 2:21,18,19.2,33.6,-,-,-,-,1.7,悼巢悼,117,18.5,1008,-
2024-06-09 2:22,18,19.3,33.6,-,-,-,-,1.6,悼巢悼,114,18.5,1007.9,-
2024-06-09 2:23,19,19.2,33.6,-,-,-,-,1,悼巢悼,123,18.4,1007.9,-
2024-06-09 2:24,18,19.2,33.6,-,-,-,-,0.8,巢悼,125,18.4,1008,-
2024-06-09 2:25,18,19.2,33.6,-,-,-,-,1,巢悼,137,18.4,1008,-
2024-06-09 2:26,17,19.2,33.6,-,-,-,-,1.5,巢悼,130,18.4,1008,-
2024-06-09 2:27,15,19.2,33.6,-,-,-,-,1.6,巢悼,130,18.4,1007.9,-
2024-06-09 2:28,15,19.2,33.6,-,-,-,-,1.7,巢悼,134,18.5,1007.9,-
2024-06-09 2:29,14,19.2,33.6,-,-,-,-,1.8,巢悼,138,18.5,1007.9,-
2024-06-09 2:30,16,19.2,33.6,-,-,-,-,1.8,巢悼,141,18.5,1007.9,-
2024-06-09 2:31,17,19.2,33.6,-,-,-,-,1.9,巢悼,134,18.5,1007.9,-
2024-06-09 2:32,19,19.2,33.6,-,-,-,-,1.8,巢悼,142,18.5,1007.9,-
2024-06-09 2:33,21,19.2,33.6,-,-,-,-,1.3,巢悼,141,18.5,1008,-
2024-06-09 2:34,21,19.2,33.6,-,-,-,-,1.4,巢巢悼,154,18.5,1008,-
2024-06-09 2:35,20,19.2,33.6,-,-,-,-,1.8,巢巢悼,157,18.5,1008,-
2024-06-09 2:36,18,19.2,33.6,-,-,-,-,2.1,巢巢悼,153,18.5,1008,-
2024-06-09 2:37,15,19.2,33.6,-,-,-,-,2.3,巢巢悼,153,18.5,1008,-
2024-06-09 2:38,14,19.3,33.6,-,-,-,-,2.3,巢巢悼,155,18.5,1008,-
2024-06-09 2:39,13,19.2,33.6,-,-,-,-,2.3,巢巢悼,162,18.5,1008,-
2024-06-09 2:40,14,19.2,33.6,-,-,-,-,2.2,巢巢悼,165,18.5,1008,-
2024-06-09 2:41,16,19.2,33.6,-,-,-,-,2.3,巢,170,18.6,1008,-
2024-06-09 2:42,19,19.2,33.6,-,-,-,-,2.1,巢巢悼,165,18.6,1008,-
2024-06-09 2:43,21,19.2,33.6,-,-,-,-,2.2,巢巢悼,153,18.6,1007.9,-
2024-06-09 2:44,22,19.2,33.6,-,-,-,-,2.3,巢悼,141,18.6,1007.9,-
2024-06-09 2:45,21,19.2,33.6,-,-,-,-,1.8,巢悼,134,18.5,1007.9,-
2024-06-09 2:46,19,19.2,33.6,-,-,-,-,1.6,巢悼,139,18.5,1007.9,-
2024-06-09 2:47,16,19.2,33.6,-,-,-,-,2.1,巢悼,142,18.4,1007.9,-
2024-06-09 2:48,12,19.2,33.6,-,-,-,-,1.2,巢巢悼,158,18.4,1007.9,-
2024-06-09 2:49,10,19.2,33.6,-,-,-,-,1.3,巢巢悼,165,18.5,1007.8,-
2024-06-09 2:50,10,19.2,33.6,-,-,-,-,1.2,巢,172,18.5,1007.8,-
2024-06-09 2:51,11,19.2,33.6,-,-,-,-,1.3,巢,175,18.5,1007.8,-
2024-06-09 2:52,13,19.2,33.6,-,-,-,-,1.2,巢巢悼,167,18.5,1007.8,-
2024-06-09 2:53,16,19.2,33.6,-,-,-,-,1,巢,175,18.5,1007.8,-
2024-06-09 2:54,19,19.2,33.6,-,-,-,-,1,巢,181,18.5,1007.8,-
2024-06-09 2:55,20,19.2,33.6,-,-,-,-,0.6,巢,176,18.5,1007.9,-
2024-06-09 2:56,19,19.2,33.6,-,-,-,-,0.8,巢巢辑,196,18.4,1007.8,-
2024-06-09 2:57,18,19.3,33.6,-,-,-,-,0.6,巢,183,18.4,1007.8,-
2024-06-09 2:58,17,19.2,33.6,-,-,-,-,0.7,巢巢辑,207,18.4,1007.8,-
2024-06-09 2:59,16,19.3,33.6,-,-,-,-,0.6,辑巢辑,239,18.5,1007.8,-
2024-06-09 3:00,16,19.3,33.6,-,-,-,-,0.8,辑,266,18.5,1007.8,-
2024-06-09 3:01,17,19.2,33.6,-,-,-,-,0.9,辑,274,18.4,1007.7,-
2024-06-09 3:02,18,19.2,33.6,-,-,-,-,0.9,辑巢辑,253,18.5,1007.7,-
2024-06-09 3:03,19,19.2,33.6,-,-,-,-,0.4,辑巢辑,248,18.5,1007.7,-
2024-06-09 3:04,20,19.2,33.6,-,-,-,-,0.3,巢辑,226,18.5,1007.8,-
2024-06-09 3:05,19,19.2,33.6,-,-,-,-,0.3,巢巢辑,207,18.5,1007.8,-
2024-06-09 3:06,19,19.2,33.6,-,-,-,-,0.1,巢,185,18.5,1007.7,-
2024-06-09 3:07,18,19.2,33.6,-,-,-,-,0.4,悼巢悼,113,18.6,1007.7,-
2024-06-09 3:08,17,19.2,33.6,-,-,-,-,0.9,悼巢悼,106,18.6,1007.7,-
2024-06-09 3:09,17,19.2,33.6,-,-,-,-,1.1,悼巢悼,107,18.6,1007.8,-
2024-06-09 3:10,18,19.2,33.6,-,-,-,-,1.4,悼巢悼,118,18.6,1007.8,-
2024-06-09 3:11,19,19.2,33.6,-,-,-,-,0.8,悼巢悼,105,18.6,1007.8,-
2024-06-09 3:12,20,19.2,33.6,-,-,-,-,0.7,悼,100,18.6,1007.8,-
2024-06-09 3:13,21,19.2,33.6,-,-,-,-,0.5,悼巢悼,104,18.6,1007.8,-
2024-06-09 3:14,22,19.2,33.6,-,-,-,-,0.7,悼巢悼,106,18.5,1007.8,-
2024-06-09 3:15,22,19.2,33.6,-,-,-,-,0.2,悼巢悼,106,18.5,1007.8,-
2024-06-09 3:16,21,19.2,33.6,-,-,-,-,0.3,悼,100,18.5,1007.8,-
2024-06-09 3:17,20,19.2,33.6,-,-,-,-,0.2,悼巢悼,107,18.5,1007.8,-
2024-06-09 3:18,20,19.2,33.6,-,-,-,-,0.3,悼,84,18.5,1007.8,-
2024-06-09 3:19,19,19.3,33.6,-,-,-,-,0.1,巢悼,129,18.5,1007.8,-
2024-06-09 3:20,19,19.2,33.6,-,-,-,-,0.2,巢悼,127,18.5,1007.8,-
2024-06-09 3:21,19,19.2,33.6,-,-,-,-,0.5,悼巢悼,123,18.5,1007.9,-
2024-06-09 3:22,20,19.2,33.6,-,-,-,-,0.5,巢悼,132,18.5,1007.9,-
2024-06-09 3:23,20,19.2,33.6,-,-,-,-,0.9,巢悼,134,18.5,1007.9,-
2024-06-09 3:24,20,19.2,33.6,-,-,-,-,0.4,巢悼,126,18.5,1007.9,-
2024-06-09 3:25,21,19.2,33.6,-,-,-,-,0.8,巢悼,131,18.5,1007.9,-
2024-06-09 3:26,21,19.2,33.6,-,-,-,-,0.7,悼巢悼,116,18.5,1007.9,-
2024-06-09 3:27,21,19.2,33.6,-,-,-,-,1,巢悼,134,18.4,1007.9,-
2024-06-09 3:28,21,19.2,33.6,-,-,-,-,0.6,巢巢悼,151,18.4,1007.9,-
2024-06-09 3:29,22,19.2,33.6,-,-,-,-,1.4,巢巢悼,152,18.3,1007.9,-
2024-06-09 3:30,22,19.2,33.6,-,-,-,-,1.5,巢巢悼,159,18.3,1007.9,-
2024-06-09 3:31,22,19.2,33.6,-,-,-,-,1.2,巢巢悼,159,18.4,1007.9,-
2024-06-09 3:32,22,19.2,33.6,-,-,-,-,1.2,巢巢悼,161,18.4,1007.9,-
2024-06-09 3:33,21,19.2,33.6,-,-,-,-,1.2,巢巢悼,165,18.3,1007.8,-
2024-06-09 3:34,20,19.2,33.6,-,-,-,-,1.5,巢,175,18.3,1007.8,-
2024-06-09 3:35,19,19.2,33.6,-,-,-,-,1.6,巢,173,18.3,1007.8,-
2024-06-09 3:36,17,19.2,33.6,-,-,-,-,1.9,巢,172,18.3,1007.8,-
2024-06-09 3:37,16,19.2,33.6,-,-,-,-,2.2,巢,176,18.3,1007.8,-
2024-06-09 3:38,15,19.2,33.6,-,-,-,-,2.5,巢,180,18.4,1007.8,-
2024-06-09 3:39,16,19.2,33.6,-,-,-,-,2.5,巢,179,18.4,1007.8,-
2024-06-09 3:40,17,19.3,33.6,-,-,-,-,2.5,巢,180,18.4,1007.8,-
2024-06-09 3:41,18,19.2,33.6,-,-,-,-,2.8,巢,178,18.4,1007.8,-
2024-06-09 3:42,20,19.2,33.6,-,-,-,-,2.5,巢,181,18.4,1007.8,-
2024-06-09 3:43,21,19.2,33.6,-,-,-,-,2.6,巢,178,18.4,1007.9,-
2024-06-09 3:44,23,19.2,33.6,-,-,-,-,2.8,巢,178,18.4,1007.8,-
2024-06-09 3:45,23,19.2,33.6,-,-,-,-,2.8,巢,176,18.4,1007.8,-
2024-06-09 3:46,23,19.3,33.6,-,-,-,-,2.4,巢,180,18.4,1007.9,-
2024-06-09 3:47,23,19.3,33.6,-,-,-,-,2.2,巢,187,18.4,1007.9,-
2024-06-09 3:48,21,19.3,33.6,-,-,-,-,2.2,巢巢辑,192,18.4,1007.9,-
2024-06-09 3:49,20,19.3,33.6,-,-,-,-,1.5,巢,187,18.5,1007.9,-
2024-06-09 3:50,18,19.3,33.6,-,-,-,-,1.4,巢巢辑,196,18.5,1007.9,-
2024-06-09 3:51,17,19.3,33.6,-,-,-,-,1.1,巢巢辑,201,18.5,1007.9,-
2024-06-09 3:52,17,19.3,33.6,-,-,-,-,0.6,合辑,320,18.5,1007.9,-
2024-06-09 3:53,17,19.3,33.6,-,-,-,-,0.5,合合辑,335,18.5,1007.9,-
2024-06-09 3:54,18,19.3,33.6,-,-,-,-,0.4,辑,281,18.5,1007.9,-
2024-06-09 3:55,19,19.3,33.6,-,-,-,-,0.7,辑合辑,302,18.5,1007.9,-
2024-06-09 3:56,20,19.2,33.6,-,-,-,-,0.8,合合辑,346,18.4,1007.9,-
2024-06-09 3:57,21,19.2,33.6,-,-,-,-,1,合合辑,348,18.4,1007.9,-
2024-06-09 3:58,22,19.2,33.6,-,-,-,-,1.1,合合辑,348,18.4,1007.9,-
2024-06-09 3:59,22,19.3,33.6,-,-,-,-,1.2,合,351,18.3,1007.9,-
2024-06-09 4:00,22,19.2,33.6,-,-,-,-,0.8,合合辑,348,18.3,1007.9,-
2024-06-09 4:01,22,19.2,33.6,-,-,-,-,0.7,合,355,18.3,1007.9,-
2024-06-09 4:02,22,19.2,33.6,-,-,-,-,0.6,合,2,18.3,1007.9,-
2024-06-09 4:03,22,19.2,33.6,-,-,-,-,0.5,合,350,18.3,1007.9,-
2024-06-09 4:04,22,19.2,33.6,-,-,-,-,0.5,合,350,18.3,1007.9,-
2024-06-09 4:05,22,19.2,33.6,-,-,-,-,0.3,合辑,312,18.3,1007.9,-
2024-06-09 4:06,22,19.2,33.6,-,-,-,-,0.5,辑,277,18.3,1007.9,-
2024-06-09 4:07,22,19.2,33.6,-,-,-,-,0.3,辑巢辑,242,18.3,1007.9,-
2024-06-09 4:08,23,19.2,33.6,-,-,-,-,0,合,0,18.3,1007.9,-
2024-06-09 4:09,23,19.2,33.6,-,-,-,-,0.4,巢巢辑,204,18.3,1007.9,-
2024-06-09 4:10,23,19.2,33.6,-,-,-,-,1.4,巢巢辑,193,18.3,1007.9,-
