°üÃø¼Ò¸í:Åë¿µÇ×,,,,,,,,,,,,,,
À§µµ:34.773333,,,,,,,,,,,,,,
°æµµ:128.46,,,,,,,,,,,,,,
°üÃø½Ã°£,À¯¼Ó(cm/s),À¯Çâ(16points),À¯Çâ(deg),¼ö¿Â(¡É),À¯ÀÇÆÄ°í(m),À¯ÀÇÆÄÁÖ±â(sec),ÃÖ´ëÆÄ°í(m),ÃÖ´ëÆÄÁÖ±â(sec),Ç³¼Ó(m/s),Ç³Çâ(16points),Ç³Çâ(deg),±â¿Â(¡É),±â¾Ð(hPa),½ÃÁ¤(m)
2024-06-08 11:30,3.7,µ¿³²µ¿,113,18.56,-,-,-,-,-,-,-,-,-,-
2024-06-08 11:40,5.6,µ¿,97,18.62,-,-,-,-,-,-,-,-,-,-
2024-06-08 11:50,4.9,µ¿,90,18.49,-,-,-,-,-,-,-,-,-,-
2024-06-08 12:00,4.2,µ¿³²µ¿,110,18.64,-,-,-,-,-,-,-,-,-,-
2024-06-08 12:10,4.4,³²µ¿,146,18.59,-,-,-,-,-,-,-,-,-,-
2024-06-08 12:20,7,³²³²µ¿,167,18.61,-,-,-,-,-,-,-,-,-,-
2024-06-08 12:30,5.5,³²³²µ¿,154,18.64,-,-,-,-,-,-,-,-,-,-
2024-06-08 12:40,4.1,³²µ¿,144,18.65,-,-,-,-,-,-,-,-,-,-
2024-06-08 12:50,5.3,³²³²µ¿,151,18.57,-,-,-,-,-,-,-,-,-,-
2024-06-08 13:00,7.8,³²³²µ¿,160,18.53,-,-,-,-,-,-,-,-,-,-
2024-06-08 13:10,4.2,µ¿³²µ¿,117,18.55,-,-,-,-,-,-,-,-,-,-
2024-06-08 13:20,5.2,³²µ¿,133,18.54,-,-,-,-,-,-,-,-,-,-
2024-06-08 13:30,3.9,³²µ¿,130,18.62,-,-,-,-,-,-,-,-,-,-
2024-06-08 13:40,2.3,³²,188,18.67,-,-,-,-,-,-,-,-,-,-
2024-06-08 13:50,1.5,¼­³²¼­,251,18.63,-,-,-,-,-,-,-,-,-,-
2024-06-08 14:00,4.4,¼­,278,18.59,-,-,-,-,-,-,-,-,-,-
2024-06-08 14:10,4,¼­ºÏ¼­,303,18.68,-,-,-,-,-,-,-,-,-,-
2024-06-08 14:20,2.3,ºÏºÏµ¿,23,18.72,-,-,-,-,-,-,-,-,-,-
2024-06-08 14:30,2.9,ºÏºÏ¼­,344,18.73,-,-,-,-,-,-,-,-,-,-
2024-06-08 14:40,0.9,ºÏºÏ¼­,339,18.67,-,-,-,-,-,-,-,-,-,-
2024-06-08 14:50,2.4,¼­ºÏ¼­,301,18.69,-,-,-,-,-,-,-,-,-,-
2024-06-08 15:00,5,ºÏ¼­,313,18.7,-,-,-,-,-,-,-,-,-,-
2024-06-08 15:10,6.1,ºÏ¼­,312,18.66,-,-,-,-,-,-,-,-,-,-
2024-06-08 15:20,4.3,ºÏ¼­,310,18.66,-,-,-,-,-,-,-,-,-,-
2024-06-08 15:30,5.8,ºÏºÏ¼­,327,18.68,-,-,-,-,-,-,-,-,-,-
2024-06-08 15:40,6.1,ºÏ¼­,321,18.67,-,-,-,-,-,-,-,-,-,-
2024-06-08 15:50,4.7,ºÏ¼­,313,18.66,-,-,-,-,-,-,-,-,-,-
2024-06-08 16:00,3.8,ºÏ¼­,319,18.63,-,-,-,-,-,-,-,-,-,-
2024-06-08 16:10,10.1,ºÏ¼­,319,18.53,-,-,-,-,-,-,-,-,-,-
2024-06-08 16:20,8.6,ºÏ¼­,310,18.5,-,-,-,-,-,-,-,-,-,-
2024-06-08 16:30,8.8,ºÏ¼­,316,18.54,-,-,-,-,-,-,-,-,-,-
2024-06-08 16:40,6.9,¼­ºÏ¼­,300,18.52,-,-,-,-,-,-,-,-,-,-
2024-06-08 16:50,6.9,¼­ºÏ¼­,300,18.61,-,-,-,-,-,-,-,-,-,-
2024-06-08 17:00,7.7,ºÏºÏ¼­,347,18.61,-,-,-,-,-,-,-,-,-,-
2024-06-08 17:10,10.7,ºÏºÏ¼­,348,18.54,-,-,-,-,-,-,-,-,-,-
2024-06-08 17:20,9.4,ºÏºÏµ¿,17,18.54,-,-,-,-,-,-,-,-,-,-
2024-06-08 17:30,8.1,ºÏ,2,18.5,-,-,-,-,-,-,-,-,-,-
2024-06-08 17:40,10.7,ºÏºÏµ¿,20,18.47,-,-,-,-,-,-,-,-,-,-
2024-06-08 17:50,8.5,ºÏºÏµ¿,13,18.46,-,-,-,-,-,-,-,-,-,-
2024-06-08 18:00,10.5,ºÏºÏµ¿,26,18.43,-,-,-,-,-,-,-,-,-,-
2024-06-08 18:10,9.3,ºÏµ¿,55,18.39,-,-,-,-,-,-,-,-,-,-
2024-06-08 18:20,7.3,µ¿ºÏµ¿,71,18.35,-,-,-,-,-,-,-,-,-,-
2024-06-08 18:30,8,µ¿,88,18.33,-,-,-,-,-,-,-,-,-,-
2024-06-08 18:40,7.3,µ¿,101,18.35,-,-,-,-,-,-,-,-,-,-
2024-06-08 18:50,9.2,µ¿³²µ¿,104,18.41,-,-,-,-,-,-,-,-,-,-
2024-06-08 19:00,10.8,µ¿,99,18.41,-,-,-,-,-,-,-,-,-,-
2024-06-08 19:10,10.4,µ¿,97,18.42,-,-,-,-,-,-,-,-,-,-
2024-06-08 19:20,10.1,µ¿,87,18.42,-,-,-,-,-,-,-,-,-,-
2024-06-08 19:30,11.5,µ¿,82,18.39,-,-,-,-,-,-,-,-,-,-
2024-06-08 19:40,14.2,µ¿,88,18.38,-,-,-,-,-,-,-,-,-,-
2024-06-08 19:50,15.4,µ¿,100,18.54,-,-,-,-,-,-,-,-,-,-
2024-06-08 20:00,18.4,µ¿,100,18.47,-,-,-,-,-,-,-,-,-,-
2024-06-08 20:10,15.5,µ¿,99,18.36,-,-,-,-,-,-,-,-,-,-
2024-06-08 20:20,17.9,µ¿,96,18.38,-,-,-,-,-,-,-,-,-,-
2024-06-08 20:30,16.2,µ¿,88,18.36,-,-,-,-,-,-,-,-,-,-
2024-06-08 20:40,16.6,µ¿,85,18.33,-,-,-,-,-,-,-,-,-,-
2024-06-08 20:50,13.6,µ¿,87,18.33,-,-,-,-,-,-,-,-,-,-
2024-06-08 21:00,10,µ¿,88,18.24,-,-,-,-,-,-,-,-,-,-
2024-06-08 21:10,10.1,µ¿³²µ¿,103,18.23,-,-,-,-,-,-,-,-,-,-
2024-06-08 21:20,10,µ¿,99,18.26,-,-,-,-,-,-,-,-,-,-
2024-06-08 21:30,9.4,µ¿³²µ¿,112,18.28,-,-,-,-,-,-,-,-,-,-
2024-06-08 21:40,8.9,µ¿³²µ¿,119,18.25,-,-,-,-,-,-,-,-,-,-
2024-06-08 21:50,5.1,³²µ¿,140,18.27,-,-,-,-,-,-,-,-,-,-
2024-06-08 22:00,6.8,³²³²µ¿,157,18.24,-,-,-,-,-,-,-,-,-,-
2024-06-08 22:10,6.9,³²³²µ¿,151,18.3,-,-,-,-,-,-,-,-,-,-
2024-06-08 22:20,6.1,³²³²µ¿,159,18.32,-,-,-,-,-,-,-,-,-,-
2024-06-08 22:30,5,³²,173,18.49,-,-,-,-,-,-,-,-,-,-
2024-06-08 22:40,2.8,ºÏºÏµ¿,13,18.7,-,-,-,-,-,-,-,-,-,-
2024-06-08 22:50,3.1,¼­³²¼­,254,18.53,-,-,-,-,-,-,-,-,-,-
2024-06-08 23:00,1.7,¼­³²¼­,246,18.63,-,-,-,-,-,-,-,-,-,-
2024-06-08 23:10,5,¼­,264,18.61,-,-,-,-,-,-,-,-,-,-
2024-06-08 23:20,9.2,¼­³²¼­,251,18.6,-,-,-,-,-,-,-,-,-,-
2024-06-08 23:30,6.8,¼­,264,18.59,-,-,-,-,-,-,-,-,-,-
2024-06-08 23:40,8.4,¼­³²¼­,251,18.59,-,-,-,-,-,-,-,-,-,-
2024-06-08 23:50,6,¼­,262,18.59,-,-,-,-,-,-,-,-,-,-
2024-06-09 0:00,6.2,¼­,281,18.56,-,-,-,-,-,-,-,-,-,-
2024-06-09 0:10,6,¼­ºÏ¼­,285,18.54,-,-,-,-,-,-,-,-,-,-
2024-06-09 0:20,4.5,ºÏºÏ¼­,334,18.45,-,-,-,-,-,-,-,-,-,-
2024-06-09 0:30,8.4,¼­ºÏ¼­,290,18.46,-,-,-,-,-,-,-,-,-,-
2024-06-09 0:40,7.6,ºÏ¼­,309,18.48,-,-,-,-,-,-,-,-,-,-
2024-06-09 0:50,8.6,ºÏºÏ¼­,344,18.47,-,-,-,-,-,-,-,-,-,-
2024-06-09 1:00,6.7,ºÏ¼­,306,18.4,-,-,-,-,-,-,-,-,-,-
2024-06-09 1:10,13.1,ºÏ,359,18.39,-,-,-,-,-,-,-,-,-,-
2024-06-09 1:20,12.9,ºÏºÏµ¿,12,18.39,-,-,-,-,-,-,-,-,-,-
2024-06-09 1:30,14.1,ºÏ,1,18.37,-,-,-,-,-,-,-,-,-,-
2024-06-09 1:40,13.7,ºÏ,355,18.36,-,-,-,-,-,-,-,-,-,-
2024-06-09 1:50,14.7,ºÏºÏ¼­,346,18.38,-,-,-,-,-,-,-,-,-,-
2024-06-09 2:00,16.2,ºÏ,351,18.34,-,-,-,-,-,-,-,-,-,-
2024-06-09 2:10,17.1,ºÏºÏ¼­,340,18.47,-,-,-,-,-,-,-,-,-,-
2024-06-09 2:20,15,ºÏºÏ¼­,337,18.42,-,-,-,-,-,-,-,-,-,-
2024-06-09 2:30,16.6,ºÏºÏ¼­,346,18.42,-,-,-,-,-,-,-,-,-,-
2024-06-09 2:40,19.2,ºÏºÏ¼­,331,18.39,-,-,-,-,-,-,-,-,-,-
2024-06-09 2:50,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024-06-09 3:00,19.8,ºÏºÏ¼­,327,18.33,-,-,-,-,-,-,-,-,-,-
2024-06-09 3:10,18.8,ºÏ¼­,318,18.33,-,-,-,-,-,-,-,-,-,-
2024-06-09 3:20,18.3,ºÏ¼­,310,18.43,-,-,-,-,-,-,-,-,-,-
2024-06-09 3:30,22.5,ºÏ¼­,325,18.39,-,-,-,-,-,-,-,-,-,-
2024-06-09 3:40,23.5,ºÏ¼­,322,18.41,-,-,-,-,-,-,-,-,-,-
2024-06-09 3:50,24,ºÏ¼­,324,18.36,-,-,-,-,-,-,-,-,-,-
2024-06-09 4:00,15.7,ºÏ¼­,324,18.33,-,-,-,-,-,-,-,-,-,-
2024-06-09 4:10,18.2,ºÏºÏ¼­,332,18.33,-,-,-,-,-,-,-,-,-,-
2024-06-09 4:20,21.6,ºÏºÏ¼­,327,18.32,-,-,-,-,-,-,-,-,-,-
2024-06-09 4:30,19.5,ºÏ¼­,318,18.3,-,-,-,-,-,-,-,-,-,-
2024-06-09 4:40,20.4,ºÏ¼­,311,18.27,-,-,-,-,-,-,-,-,-,-
2024-06-09 4:50,14.9,ºÏ¼­,306,18.24,-,-,-,-,-,-,-,-,-,-
2024-06-09 5:00,18.9,ºÏºÏ¼­,328,18.22,-,-,-,-,-,-,-,-,-,-
2024-06-09 5:10,18.8,ºÏ¼­,310,18.23,-,-,-,-,-,-,-,-,-,-
2024-06-09 5:20,17,ºÏºÏ¼­,330,18.2,-,-,-,-,-,-,-,-,-,-
2024-06-09 5:30,17.2,ºÏ¼­,322,18.2,-,-,-,-,-,-,-,-,-,-
2024-06-09 5:40,17.2,ºÏºÏ¼­,328,18.21,-,-,-,-,-,-,-,-,-,-
2024-06-09 5:50,20.9,ºÏºÏ¼­,332,18.21,-,-,-,-,-,-,-,-,-,-
2024-06-09 6:00,15.6,ºÏ¼­,310,18.2,-,-,-,-,-,-,-,-,-,-
2024-06-09 6:10,15.5,ºÏºÏ¼­,336,18.24,-,-,-,-,-,-,-,-,-,-
2024-06-09 6:20,19.1,ºÏ¼­,323,18.28,-,-,-,-,-,-,-,-,-,-
2024-06-09 6:30,18.4,ºÏºÏ¼­,338,18.27,-,-,-,-,-,-,-,-,-,-
2024-06-09 6:40,14,ºÏºÏ¼­,341,18.27,-,-,-,-,-,-,-,-,-,-
2024-06-09 6:50,10.7,ºÏ¼­,306,18.21,-,-,-,-,-,-,-,-,-,-
2024-06-09 7:00,9.6,¼­ºÏ¼­,300,18.26,-,-,-,-,-,-,-,-,-,-
2024-06-09 7:10,10.6,¼­ºÏ¼­,291,18.3,-,-,-,-,-,-,-,-,-,-
2024-06-09 7:20,6.9,¼­,270,18.27,-,-,-,-,-,-,-,-,-,-
2024-06-09 7:30,7.7,ºÏ¼­,308,18.29,-,-,-,-,-,-,-,-,-,-
2024-06-09 7:40,9,¼­ºÏ¼­,301,18.29,-,-,-,-,-,-,-,-,-,-
2024-06-09 7:50,10.5,ºÏ¼­,307,18.31,-,-,-,-,-,-,-,-,-,-
2024-06-09 8:00,9.9,ºÏ¼­,311,18.27,-,-,-,-,-,-,-,-,-,-
2024-06-09 8:10,6.5,¼­ºÏ¼­,300,18.25,-,-,-,-,-,-,-,-,-,-
2024-06-09 8:20,4.7,¼­ºÏ¼­,295,18.27,-,-,-,-,-,-,-,-,-,-
2024-06-09 8:30,7,ºÏ¼­,317,18.27,-,-,-,-,-,-,-,-,-,-
2024-06-09 8:40,8.1,ºÏ¼­,317,18.3,-,-,-,-,-,-,-,-,-,-
2024-06-09 8:50,7.5,ºÏ¼­,317,18.31,-,-,-,-,-,-,-,-,-,-
2024-06-09 9:00,4.3,ºÏ¼­,326,18.31,-,-,-,-,-,-,-,-,-,-
2024-06-09 9:10,3,¼­ºÏ¼­,294,18.32,-,-,-,-,-,-,-,-,-,-
2024-06-09 9:20,3.6,ºÏ¼­,312,18.31,-,-,-,-,-,-,-,-,-,-
2024-06-09 9:30,3.7,ºÏ¼­,324,18.3,-,-,-,-,-,-,-,-,-,-
2024-06-09 9:40,4.1,ºÏ¼­,319,18.29,-,-,-,-,-,-,-,-,-,-
2024-06-09 9:50,5.5,ºÏºÏ¼­,346,18.37,-,-,-,-,-,-,-,-,-,-
2024-06-09 10:00,1.6,³²¼­,216,18.54,-,-,-,-,-,-,-,-,-,-
2024-06-09 10:10,1.3,³²,189,18.51,-,-,-,-,-,-,-,-,-,-
2024-06-09 10:20,1.1,ºÏºÏµ¿,25,18.41,-,-,-,-,-,-,-,-,-,-
2024-06-09 10:30,0.9,¼­³²¼­,257,18.41,-,-,-,-,-,-,-,-,-,-
2024-06-09 10:40,1.3,³²¼­,219,18.47,-,-,-,-,-,-,-,-,-,-
2024-06-09 10:50,0.6,¼­,267,18.49,-,-,-,-,-,-,-,-,-,-
2024-06-09 11:00,1.6,³²³²µ¿,162,18.38,-,-,-,-,-,-,-,-,-,-
2024-06-09 11:10,0.6,µ¿ºÏµ¿,70,18.42,-,-,-,-,-,-,-,-,-,-
2024-06-09 11:20,2.3,¼­ºÏ¼­,299,18.49,-,-,-,-,-,-,-,-,-,-
2024-06-09 11:30,0.3,µ¿³²µ¿,117,18.55,-,-,-,-,-,-,-,-,-,-
2024-06-09 11:40,3.9,³²µ¿,145,18.58,-,-,-,-,-,-,-,-,-,-
2024-06-09 11:50,4.4,³²³²µ¿,147,18.54,-,-,-,-,-,-,-,-,-,-
2024-06-09 12:00,5.9,³²³²µ¿,168,18.49,-,-,-,-,-,-,-,-,-,-
2024-06-09 12:10,6.6,³²³²µ¿,157,18.37,-,-,-,-,-,-,-,-,-,-
2024-06-09 12:20,4.6,µ¿³²µ¿,123,18.41,-,-,-,-,-,-,-,-,-,-
2024-06-09 12:30,7.3,µ¿³²µ¿,109,18.39,-,-,-,-,-,-,-,-,-,-
2024-06-09 12:40,5,µ¿,100,18.35,-,-,-,-,-,-,-,-,-,-
2024-06-09 12:50,6.8,µ¿³²µ¿,107,18.32,-,-,-,-,-,-,-,-,-,-
2024-06-09 13:00,7.2,µ¿³²µ¿,120,18.31,-,-,-,-,-,-,-,-,-,-
2024-06-09 13:10,7.2,³²µ¿,130,18.37,-,-,-,-,-,-,-,-,-,-
2024-06-09 13:20,9.3,³²³²µ¿,164,18.36,-,-,-,-,-,-,-,-,-,-
2024-06-09 13:30,7.2,³²µ¿,140,18.35,-,-,-,-,-,-,-,-,-,-
2024-06-09 13:40,8.4,³²µ¿,134,18.36,-,-,-,-,-,-,-,-,-,-
2024-06-09 13:50,8.2,³²µ¿,138,18.31,-,-,-,-,-,-,-,-,-,-
2024-06-09 14:00,10.5,³²³²µ¿,148,18.46,-,-,-,-,-,-,-,-,-,-
2024-06-09 14:10,10,³²µ¿,126,18.51,-,-,-,-,-,-,-,-,-,-
2024-06-09 14:20,8.5,³²³²µ¿,156,18.74,-,-,-,-,-,-,-,-,-,-
2024-06-09 14:30,7.3,³²³²µ¿,156,18.78,-,-,-,-,-,-,-,-,-,-
2024-06-09 14:40,7.9,³²³²µ¿,154,18.86,-,-,-,-,-,-,-,-,-,-
2024-06-09 14:50,8.2,³²,174,18.67,-,-,-,-,-,-,-,-,-,-
2024-06-09 15:00,8.7,³²,178,18.83,-,-,-,-,-,-,-,-,-,-
2024-06-09 15:10,9.9,³²,169,18.93,-,-,-,-,-,-,-,-,-,-
2024-06-09 15:20,8.3,³²,189,19.09,-,-,-,-,-,-,-,-,-,-
2024-06-09 15:30,7,³²³²¼­,207,19.03,-,-,-,-,-,-,-,-,-,-
2024-06-09 15:40,4.7,³²¼­,226,18.9,-,-,-,-,-,-,-,-,-,-
2024-06-09 15:50,2.3,³²¼­,221,18.84,-,-,-,-,-,-,-,-,-,-
2024-06-09 16:00,6.8,³²¼­,236,19.41,-,-,-,-,-,-,-,-,-,-
2024-06-09 16:10,5.6,³²¼­,234,19.37,-,-,-,-,-,-,-,-,-,-
2024-06-09 16:20,5.9,¼­,272,19.44,-,-,-,-,-,-,-,-,-,-
2024-06-09 16:30,5,³²¼­,227,19.43,-,-,-,-,-,-,-,-,-,-
2024-06-09 16:40,7.8,¼­³²¼­,253,19.3,-,-,-,-,-,-,-,-,-,-
2024-06-09 16:50,7.6,¼­³²¼­,254,19.19,-,-,-,-,-,-,-,-,-,-
2024-06-09 17:00,5.7,¼­³²¼­,252,19.15,-,-,-,-,-,-,-,-,-,-
2024-06-09 17:10,4.2,¼­³²¼­,253,19.3,-,-,-,-,-,-,-,-,-,-
2024-06-09 17:20,5.6,¼­ºÏ¼­,298,19.15,-,-,-,-,-,-,-,-,-,-
2024-06-09 17:30,6.2,ºÏºÏ¼­,329,18.69,-,-,-,-,-,-,-,-,-,-
2024-06-09 17:40,7.1,ºÏºÏ¼­,343,18.8,-,-,-,-,-,-,-,-,-,-
2024-06-09 17:50,6.4,ºÏ,5,18.76,-,-,-,-,-,-,-,-,-,-
2024-06-09 18:00,9,ºÏ,6,18.75,-,-,-,-,-,-,-,-,-,-
2024-06-09 18:10,4,ºÏ,6,19.31,-,-,-,-,-,-,-,-,-,-
2024-06-09 18:20,5.1,ºÏ,11,18.88,-,-,-,-,-,-,-,-,-,-
2024-06-09 18:30,2.5,ºÏºÏ¼­,339,18.99,-,-,-,-,-,-,-,-,-,-
2024-06-09 18:40,7.2,ºÏºÏµ¿,14,18.84,-,-,-,-,-,-,-,-,-,-
2024-06-09 18:50,9.2,ºÏµ¿,48,18.97,-,-,-,-,-,-,-,-,-,-
2024-06-09 19:00,3.9,ºÏºÏµ¿,31,18.77,-,-,-,-,-,-,-,-,-,-
2024-06-09 19:10,8.9,ºÏµ¿,35,18.67,-,-,-,-,-,-,-,-,-,-
2024-06-09 19:20,11.9,ºÏµ¿,48,18.73,-,-,-,-,-,-,-,-,-,-
2024-06-09 19:30,12.3,µ¿ºÏµ¿,59,18.79,-,-,-,-,-,-,-,-,-,-
2024-06-09 19:40,12.6,µ¿ºÏµ¿,65,18.72,-,-,-,-,-,-,-,-,-,-
2024-06-09 19:50,14.3,µ¿ºÏµ¿,71,18.79,-,-,-,-,-,-,-,-,-,-
2024-06-09 20:00,13.2,µ¿ºÏµ¿,65,18.93,-,-,-,-,-,-,-,-,-,-
2024-06-09 20:10,14.6,µ¿ºÏµ¿,78,19.03,-,-,-,-,-,-,-,-,-,-
2024-06-09 20:20,13,µ¿ºÏµ¿,74,19.07,-,-,-,-,-,-,-,-,-,-
2024-06-09 20:30,14.1,µ¿,98,19.13,-,-,-,-,-,-,-,-,-,-
2024-06-09 20:40,16.5,µ¿,98,19.18,-,-,-,-,-,-,-,-,-,-
2024-06-09 20:50,14.4,µ¿³²µ¿,105,19.1,-,-,-,-,-,-,-,-,-,-
2024-06-09 21:00,12.1,µ¿,86,18.97,-,-,-,-,-,-,-,-,-,-
2024-06-09 21:10,12.6,µ¿,81,18.88,-,-,-,-,-,-,-,-,-,-
2024-06-09 21:20,12.9,µ¿ºÏµ¿,78,18.74,-,-,-,-,-,-,-,-,-,-
2024-06-09 21:30,14.6,µ¿,86,18.7,-,-,-,-,-,-,-,-,-,-
2024-06-09 21:40,13.1,µ¿,86,18.66,-,-,-,-,-,-,-,-,-,-
2024-06-09 21:50,11.6,µ¿,95,18.68,-,-,-,-,-,-,-,-,-,-
2024-06-09 22:00,8.8,µ¿,84,18.58,-,-,-,-,-,-,-,-,-,-
2024-06-09 22:10,8.7,µ¿,87,18.57,-,-,-,-,-,-,-,-,-,-
2024-06-09 22:20,6.3,µ¿³²µ¿,106,18.62,-,-,-,-,-,-,-,-,-,-
2024-06-09 22:30,6.7,µ¿,94,18.65,-,-,-,-,-,-,-,-,-,-
2024-06-09 22:40,4.6,µ¿,89,18.57,-,-,-,-,-,-,-,-,-,-
2024-06-09 22:50,2.2,µ¿,90,18.54,-,-,-,-,-,-,-,-,-,-
2024-06-09 23:00,2.3,µ¿ºÏµ¿,71,18.64,-,-,-,-,-,-,-,-,-,-
2024-06-09 23:10,3.5,µ¿,99,18.8,-,-,-,-,-,-,-,-,-,-
2024-06-09 23:20,1.4,µ¿,94,18.99,-,-,-,-,-,-,-,-,-,-
2024-06-09 23:30,1.2,µ¿ºÏµ¿,63,18.96,-,-,-,-,-,-,-,-,-,-
2024-06-09 23:40,1.8,³²,176,19.06,-,-,-,-,-,-,-,-,-,-
2024-06-09 23:50,0.9,¼­³²¼­,244,19.15,-,-,-,-,-,-,-,-,-,-
2024-06-10 0:00,2.5,¼­,260,19.33,-,-,-,-,-,-,-,-,-,-
2024-06-10 0:10,5.2,¼­,270,19.25,-,-,-,-,-,-,-,-,-,-
2024-06-10 0:20,7.9,¼­³²¼­,250,19.18,-,-,-,-,-,-,-,-,-,-
2024-06-10 0:30,7.6,¼­,279,19.38,-,-,-,-,-,-,-,-,-,-
2024-06-10 0:40,8.6,¼­,262,19.25,-,-,-,-,-,-,-,-,-,-
2024-06-10 0:50,9.1,¼­,278,19.21,-,-,-,-,-,-,-,-,-,-
2024-06-10 1:00,9.1,¼­,274,19.15,-,-,-,-,-,-,-,-,-,-
2024-06-10 1:10,9.2,¼­ºÏ¼­,289,19.06,-,-,-,-,-,-,-,-,-,-
2024-06-10 1:20,11.2,¼­ºÏ¼­,303,18.95,-,-,-,-,-,-,-,-,-,-
2024-06-10 1:30,9.5,¼­ºÏ¼­,302,19.01,-,-,-,-,-,-,-,-,-,-
2024-06-10 1:40,11.9,ºÏ,355,18.84,-,-,-,-,-,-,-,-,-,-
2024-06-10 1:50,12.1,ºÏ,359,18.72,-,-,-,-,-,-,-,-,-,-
2024-06-10 2:00,13.3,ºÏ,350,18.62,-,-,-,-,-,-,-,-,-,-
2024-06-10 2:10,13,ºÏ,349,18.56,-,-,-,-,-,-,-,-,-,-
2024-06-10 2:20,13,ºÏºÏ¼­,346,18.53,-,-,-,-,-,-,-,-,-,-
2024-06-10 2:30,12.5,ºÏ,351,18.53,-,-,-,-,-,-,-,-,-,-
2024-06-10 2:40,12.8,ºÏºÏ¼­,340,18.55,-,-,-,-,-,-,-,-,-,-
2024-06-10 2:50,11.9,ºÏºÏ¼­,344,18.53,-,-,-,-,-,-,-,-,-,-
2024-06-10 3:00,13.1,ºÏ,359,18.61,-,-,-,-,-,-,-,-,-,-
2024-06-10 3:10,12.5,ºÏºÏ¼­,348,18.58,-,-,-,-,-,-,-,-,-,-
2024-06-10 3:20,15,ºÏºÏ¼­,339,18.51,-,-,-,-,-,-,-,-,-,-
2024-06-10 3:30,13.7,ºÏºÏ¼­,332,18.52,-,-,-,-,-,-,-,-,-,-
2024-06-10 3:40,12.7,ºÏºÏ¼­,334,18.53,-,-,-,-,-,-,-,-,-,-
2024-06-10 3:50,14.6,ºÏºÏ¼­,336,18.52,-,-,-,-,-,-,-,-,-,-
2024-06-10 4:00,13.5,ºÏºÏ¼­,342,18.49,-,-,-,-,-,-,-,-,-,-
2024-06-10 4:10,14.5,ºÏºÏ¼­,340,18.47,-,-,-,-,-,-,-,-,-,-
2024-06-10 4:20,12.1,ºÏºÏ¼­,334,18.44,-,-,-,-,-,-,-,-,-,-
2024-06-10 4:30,15.2,ºÏºÏ¼­,337,18.41,-,-,-,-,-,-,-,-,-,-
2024-06-10 4:40,18.7,ºÏºÏ¼­,343,18.46,-,-,-,-,-,-,-,-,-,-
2024-06-10 4:50,18.6,ºÏºÏ¼­,342,18.43,-,-,-,-,-,-,-,-,-,-
2024-06-10 5:00,17.1,ºÏºÏ¼­,337,18.43,-,-,-,-,-,-,-,-,-,-
2024-06-10 5:10,16.4,ºÏºÏ¼­,346,18.46,-,-,-,-,-,-,-,-,-,-
2024-06-10 5:20,14.9,ºÏºÏ¼­,342,18.4,-,-,-,-,-,-,-,-,-,-
2024-06-10 5:30,19.2,ºÏºÏ¼­,333,18.43,-,-,-,-,-,-,-,-,-,-
2024-06-10 5:40,17.2,ºÏºÏ¼­,345,18.39,-,-,-,-,-,-,-,-,-,-
2024-06-10 5:50,16,ºÏºÏ¼­,343,18.38,-,-,-,-,-,-,-,-,-,-
2024-06-10 6:00,14.8,ºÏ,350,18.37,-,-,-,-,-,-,-,-,-,-
2024-06-10 6:10,14.5,ºÏºÏ¼­,341,18.39,-,-,-,-,-,-,-,-,-,-
2024-06-10 6:20,13.1,ºÏºÏ¼­,337,18.37,-,-,-,-,-,-,-,-,-,-
2024-06-10 6:30,11.5,ºÏ,349,18.38,-,-,-,-,-,-,-,-,-,-
2024-06-10 6:40,13.4,ºÏºÏ¼­,339,18.42,-,-,-,-,-,-,-,-,-,-
2024-06-10 6:50,11.7,ºÏºÏ¼­,341,18.38,-,-,-,-,-,-,-,-,-,-
2024-06-10 7:00,12.3,ºÏ,352,18.38,-,-,-,-,-,-,-,-,-,-
2024-06-10 7:10,11.1,ºÏ,353,18.35,-,-,-,-,-,-,-,-,-,-
2024-06-10 7:20,7.9,ºÏºÏ¼­,344,18.34,-,-,-,-,-,-,-,-,-,-
2024-06-10 7:30,6.6,ºÏºÏ¼­,345,18.33,-,-,-,-,-,-,-,-,-,-
2024-06-10 7:40,8.3,ºÏ,356,18.37,-,-,-,-,-,-,-,-,-,-
2024-06-10 7:50,6.3,ºÏºÏ¼­,334,18.36,-,-,-,-,-,-,-,-,-,-
2024-06-10 8:00,5.6,ºÏ¼­,306,18.33,-,-,-,-,-,-,-,-,-,-
2024-06-10 8:10,5.6,ºÏ¼­,304,18.35,-,-,-,-,-,-,-,-,-,-
2024-06-10 8:20,3.5,ºÏºÏ¼­,330,18.31,-,-,-,-,-,-,-,-,-,-
2024-06-10 8:30,5.1,ºÏ¼­,325,18.37,-,-,-,-,-,-,-,-,-,-
2024-06-10 8:40,5.1,ºÏºÏ¼­,327,18.37,-,-,-,-,-,-,-,-,-,-
2024-06-10 8:50,7.2,ºÏºÏ¼­,344,18.4,-,-,-,-,-,-,-,-,-,-
2024-06-10 9:00,8.4,ºÏ,351,18.45,-,-,-,-,-,-,-,-,-,-
2024-06-10 9:10,8,ºÏ,2,18.53,-,-,-,-,-,-,-,-,-,-
2024-06-10 9:20,8.1,ºÏ,354,18.51,-,-,-,-,-,-,-,-,-,-
