°üÃø¼Ò¸í:¿©¼öÇ×,,,,,,,,,,,,,,
À§µµ:34.794722,,,,,,,,,,,,,,
°æµµ:127.808055,,,,,,,,,,,,,,
°üÃø½Ã°£,À¯¼Ó(cm/s),À¯Çâ(16points),À¯Çâ(deg),¼ö¿Â(¡É),À¯ÀÇÆÄ°í(m),À¯ÀÇÆÄÁÖ±â(sec),ÃÖ´ëÆÄ°í(m),ÃÖ´ëÆÄÁÖ±â(sec),Ç³¼Ó(m/s),Ç³Çâ(16points),Ç³Çâ(deg),±â¿Â(¡É),±â¾Ð(hPa),½ÃÁ¤(m)
2024-06-08 4:00,34.9,³²,189,19.98,-,-,-,-,-,-,-,-,-,-
2024-06-08 4:10,32.3,³²,184,20,-,-,-,-,-,-,-,-,-,-
2024-06-08 4:20,29.3,³²,188,20.01,-,-,-,-,-,-,-,-,-,-
2024-06-08 4:30,26.8,³²,183,20.03,-,-,-,-,-,-,-,-,-,-
2024-06-08 4:40,28.3,³²³²¼­,194,20.06,-,-,-,-,-,-,-,-,-,-
2024-06-08 4:50,24.3,³²³²¼­,197,20.05,-,-,-,-,-,-,-,-,-,-
2024-06-08 5:00,21.1,³²³²¼­,212,20.05,-,-,-,-,-,-,-,-,-,-
2024-06-08 5:10,13.5,³²¼­,221,20.04,-,-,-,-,-,-,-,-,-,-
2024-06-08 5:20,14.5,³²¼­,225,20.04,-,-,-,-,-,-,-,-,-,-
2024-06-08 5:30,12.8,¼­³²¼­,253,20.04,-,-,-,-,-,-,-,-,-,-
2024-06-08 5:40,9.8,¼­,277,20.02,-,-,-,-,-,-,-,-,-,-
2024-06-08 5:50,13.5,¼­ºÏ¼­,285,20,-,-,-,-,-,-,-,-,-,-
2024-06-08 6:00,16.5,¼­ºÏ¼­,296,19.97,-,-,-,-,-,-,-,-,-,-
2024-06-08 6:10,16.8,ºÏ¼­,314,19.96,-,-,-,-,-,-,-,-,-,-
2024-06-08 6:20,23.3,ºÏ¼­,318,19.97,-,-,-,-,-,-,-,-,-,-
2024-06-08 6:30,20.2,ºÏºÏ¼­,330,19.97,-,-,-,-,-,-,-,-,-,-
2024-06-08 6:40,25.6,ºÏºÏ¼­,339,19.97,-,-,-,-,-,-,-,-,-,-
2024-06-08 6:50,20.6,ºÏºÏ¼­,327,19.95,-,-,-,-,-,-,-,-,-,-
2024-06-08 7:00,21.3,ºÏºÏ¼­,334,19.96,-,-,-,-,-,-,-,-,-,-
2024-06-08 7:10,23,ºÏºÏ¼­,342,19.95,-,-,-,-,-,-,-,-,-,-
2024-06-08 7:20,19.4,ºÏºÏ¼­,335,19.95,-,-,-,-,-,-,-,-,-,-
2024-06-08 7:30,20.5,ºÏºÏ¼­,332,19.92,-,-,-,-,-,-,-,-,-,-
2024-06-08 7:40,19.1,ºÏºÏ¼­,330,19.91,-,-,-,-,-,-,-,-,-,-
2024-06-08 7:50,25.8,ºÏºÏ¼­,341,19.9,-,-,-,-,-,-,-,-,-,-
2024-06-08 8:00,23,ºÏºÏ¼­,342,19.88,-,-,-,-,-,-,-,-,-,-
2024-06-08 8:10,22.8,ºÏ,350,19.88,-,-,-,-,-,-,-,-,-,-
2024-06-08 8:20,21.8,ºÏ,354,19.91,-,-,-,-,-,-,-,-,-,-
2024-06-08 8:30,23.7,ºÏ,357,19.93,-,-,-,-,-,-,-,-,-,-
2024-06-08 8:40,24.4,ºÏ,4,19.94,-,-,-,-,-,-,-,-,-,-
2024-06-08 8:50,20.8,ºÏ,7,19.95,-,-,-,-,-,-,-,-,-,-
2024-06-08 9:00,24.7,ºÏ,5,19.95,-,-,-,-,-,-,-,-,-,-
2024-06-08 9:10,22.4,ºÏ,7,19.95,-,-,-,-,-,-,-,-,-,-
2024-06-08 9:20,16.3,ºÏ,9,19.92,-,-,-,-,-,-,-,-,-,-
2024-06-08 9:30,15.8,ºÏºÏµ¿,17,19.85,-,-,-,-,-,-,-,-,-,-
2024-06-08 9:40,14.8,ºÏºÏµ¿,23,19.82,-,-,-,-,-,-,-,-,-,-
2024-06-08 9:50,14.5,ºÏºÏµ¿,22,19.8,-,-,-,-,-,-,-,-,-,-
2024-06-08 10:00,14.2,ºÏºÏµ¿,29,19.78,-,-,-,-,-,-,-,-,-,-
2024-06-08 10:10,10.4,µ¿ºÏµ¿,64,19.76,-,-,-,-,-,-,-,-,-,-
2024-06-08 10:20,9.9,µ¿ºÏµ¿,77,19.74,-,-,-,-,-,-,-,-,-,-
2024-06-08 10:30,9.1,µ¿,101,19.76,-,-,-,-,-,-,-,-,-,-
2024-06-08 10:40,12,³²µ¿,139,19.8,-,-,-,-,-,-,-,-,-,-
2024-06-08 10:50,13.3,³²µ¿,128,19.81,-,-,-,-,-,-,-,-,-,-
2024-06-08 11:00,13.2,³²µ¿,130,19.84,-,-,-,-,-,-,-,-,-,-
2024-06-08 11:10,14.7,³²³²µ¿,149,19.88,-,-,-,-,-,-,-,-,-,-
2024-06-08 11:20,18.9,³²³²µ¿,158,19.92,-,-,-,-,-,-,-,-,-,-
2024-06-08 11:30,19,³²³²µ¿,156,19.94,-,-,-,-,-,-,-,-,-,-
2024-06-08 11:40,23.6,µ¿,88,19.9,-,-,-,-,-,-,-,-,-,-
2024-06-08 11:50,22.3,³²³²µ¿,164,19.92,-,-,-,-,-,-,-,-,-,-
2024-06-08 12:00,22.1,µ¿,97,19.93,-,-,-,-,-,-,-,-,-,-
2024-06-08 12:10,23.9,³²³²µ¿,154,19.94,-,-,-,-,-,-,-,-,-,-
2024-06-08 12:20,22.1,³²³²µ¿,156,19.94,-,-,-,-,-,-,-,-,-,-
2024-06-08 12:30,23.8,³²³²µ¿,161,19.93,-,-,-,-,-,-,-,-,-,-
2024-06-08 12:40,26.3,³²³²µ¿,160,19.92,-,-,-,-,-,-,-,-,-,-
2024-06-08 12:50,29.5,³²³²µ¿,163,19.9,-,-,-,-,-,-,-,-,-,-
2024-06-08 13:00,32.5,³²³²µ¿,167,19.89,-,-,-,-,-,-,-,-,-,-
2024-06-08 13:10,32.2,³²³²µ¿,166,19.88,-,-,-,-,-,-,-,-,-,-
2024-06-08 13:20,32.9,³²³²µ¿,165,19.88,-,-,-,-,-,-,-,-,-,-
2024-06-08 13:30,34.7,³²³²µ¿,164,19.89,-,-,-,-,-,-,-,-,-,-
2024-06-08 13:40,36.3,³²³²µ¿,165,19.92,-,-,-,-,-,-,-,-,-,-
2024-06-08 13:50,42.2,³²,171,19.91,-,-,-,-,-,-,-,-,-,-
2024-06-08 14:00,37.2,³²³²µ¿,168,19.9,-,-,-,-,-,-,-,-,-,-
2024-06-08 14:10,41.6,³²,172,19.89,-,-,-,-,-,-,-,-,-,-
2024-06-08 14:20,49.4,µ¿,92,19.9,-,-,-,-,-,-,-,-,-,-
2024-06-08 14:30,48.8,³²,180,19.93,-,-,-,-,-,-,-,-,-,-
2024-06-08 14:40,51,³²,179,19.93,-,-,-,-,-,-,-,-,-,-
2024-06-08 14:50,48.6,³²,182,19.91,-,-,-,-,-,-,-,-,-,-
2024-06-08 15:00,45.4,³²,184,19.86,-,-,-,-,-,-,-,-,-,-
2024-06-08 15:10,44.4,µ¿,95,19.88,-,-,-,-,-,-,-,-,-,-
2024-06-08 15:20,39.1,µ¿,92,19.9,-,-,-,-,-,-,-,-,-,-
2024-06-08 15:30,32.9,³²,180,19.95,-,-,-,-,-,-,-,-,-,-
2024-06-08 15:40,35.3,³²,185,19.97,-,-,-,-,-,-,-,-,-,-
2024-06-08 15:50,32.4,µ¿,100,19.99,-,-,-,-,-,-,-,-,-,-
2024-06-08 16:00,36.5,³²,182,20.02,-,-,-,-,-,-,-,-,-,-
2024-06-08 16:10,29.9,µ¿,100,20.06,-,-,-,-,-,-,-,-,-,-
2024-06-08 16:20,25,µ¿,97,20.07,-,-,-,-,-,-,-,-,-,-
2024-06-08 16:30,22.8,³²³²¼­,201,20.11,-,-,-,-,-,-,-,-,-,-
2024-06-08 16:40,17.6,³²³²¼­,198,20.15,-,-,-,-,-,-,-,-,-,-
2024-06-08 16:50,12.7,³²³²¼­,203,20.16,-,-,-,-,-,-,-,-,-,-
2024-06-08 17:00,7.1,³²¼­,220,20.16,-,-,-,-,-,-,-,-,-,-
2024-06-08 17:10,5.3,¼­³²¼­,251,20.19,-,-,-,-,-,-,-,-,-,-
2024-06-08 17:20,4.5,¼­³²¼­,237,20.27,-,-,-,-,-,-,-,-,-,-
2024-06-08 17:30,5,¼­,264,20.32,-,-,-,-,-,-,-,-,-,-
2024-06-08 17:40,3.7,¼­ºÏ¼­,294,20.35,-,-,-,-,-,-,-,-,-,-
2024-06-08 17:50,6,¼­,272,20.3,-,-,-,-,-,-,-,-,-,-
2024-06-08 18:00,13.7,¼­ºÏ¼­,299,20.23,-,-,-,-,-,-,-,-,-,-
2024-06-08 18:10,18.9,ºÏ¼­,319,20.15,-,-,-,-,-,-,-,-,-,-
2024-06-08 18:20,23.6,ºÏºÏ¼­,335,20.13,-,-,-,-,-,-,-,-,-,-
2024-06-08 18:30,19.9,ºÏºÏ¼­,347,20.1,-,-,-,-,-,-,-,-,-,-
2024-06-08 18:40,23.4,ºÏºÏ¼­,344,20.05,-,-,-,-,-,-,-,-,-,-
2024-06-08 18:50,20.7,ºÏºÏ¼­,343,20.02,-,-,-,-,-,-,-,-,-,-
2024-06-08 19:00,21.3,ºÏºÏ¼­,334,19.99,-,-,-,-,-,-,-,-,-,-
2024-06-08 19:10,28.4,ºÏºÏ¼­,340,19.95,-,-,-,-,-,-,-,-,-,-
2024-06-08 19:20,23.6,ºÏºÏ¼­,346,19.91,-,-,-,-,-,-,-,-,-,-
2024-06-08 19:30,25,¼­ºÏ¼­,282,19.88,-,-,-,-,-,-,-,-,-,-
2024-06-08 19:40,17.8,¼­ºÏ¼­,284,19.89,-,-,-,-,-,-,-,-,-,-
2024-06-08 19:50,26,ºÏ,357,19.86,-,-,-,-,-,-,-,-,-,-
2024-06-08 20:00,32.9,¼­ºÏ¼­,286,19.86,-,-,-,-,-,-,-,-,-,-
2024-06-08 20:10,34.5,¼­ºÏ¼­,287,19.88,-,-,-,-,-,-,-,-,-,-
2024-06-08 20:20,31.4,ºÏ,1,19.89,-,-,-,-,-,-,-,-,-,-
2024-06-08 20:30,22.8,¼­ºÏ¼­,287,19.83,-,-,-,-,-,-,-,-,-,-
2024-06-08 20:40,35.4,ºÏ,7,19.84,-,-,-,-,-,-,-,-,-,-
2024-06-08 20:50,29.8,ºÏºÏµ¿,14,19.85,-,-,-,-,-,-,-,-,-,-
2024-06-08 21:00,28.3,¼­ºÏ¼­,285,19.85,-,-,-,-,-,-,-,-,-,-
2024-06-08 21:10,25.6,¼­ºÏ¼­,292,19.91,-,-,-,-,-,-,-,-,-,-
2024-06-08 21:20,32.9,¼­ºÏ¼­,290,19.93,-,-,-,-,-,-,-,-,-,-
2024-06-08 21:30,28.9,ºÏ,2,19.93,-,-,-,-,-,-,-,-,-,-
2024-06-08 21:40,28.2,ºÏ,11,19.91,-,-,-,-,-,-,-,-,-,-
2024-06-08 21:50,29.5,ºÏ,5,19.92,-,-,-,-,-,-,-,-,-,-
2024-06-08 22:00,26.6,ºÏ,4,19.92,-,-,-,-,-,-,-,-,-,-
2024-06-08 22:10,18.8,ºÏ,11,19.91,-,-,-,-,-,-,-,-,-,-
2024-06-08 22:20,22.7,ºÏ,2,19.89,-,-,-,-,-,-,-,-,-,-
2024-06-08 22:30,20.2,¼­ºÏ¼­,295,19.88,-,-,-,-,-,-,-,-,-,-
2024-06-08 22:40,15.8,ºÏºÏµ¿,15,19.89,-,-,-,-,-,-,-,-,-,-
2024-06-08 22:50,13.7,ºÏºÏµ¿,23,19.89,-,-,-,-,-,-,-,-,-,-
2024-06-08 23:00,14,µ¿ºÏµ¿,63,19.9,-,-,-,-,-,-,-,-,-,-
2024-06-08 23:10,15,ºÏµ¿,56,19.9,-,-,-,-,-,-,-,-,-,-
2024-06-08 23:20,12.2,ºÏºÏ¼­,337,19.9,-,-,-,-,-,-,-,-,-,-
2024-06-08 23:30,12.9,µ¿,85,19.89,-,-,-,-,-,-,-,-,-,-
2024-06-08 23:40,8.2,³²µ¿,127,19.89,-,-,-,-,-,-,-,-,-,-
2024-06-08 23:50,10.3,ºÏ¼­,307,19.88,-,-,-,-,-,-,-,-,-,-
2024-06-09 0:00,6.8,ºÏ¼­,315,19.88,-,-,-,-,-,-,-,-,-,-
2024-06-09 0:10,8.6,³²³²µ¿,164,19.89,-,-,-,-,-,-,-,-,-,-
2024-06-09 0:20,18.6,³²µ¿,143,19.89,-,-,-,-,-,-,-,-,-,-
2024-06-09 0:30,18,³²µ¿,138,19.9,-,-,-,-,-,-,-,-,-,-
2024-06-09 0:40,21,³²µ¿,140,19.89,-,-,-,-,-,-,-,-,-,-
2024-06-09 0:50,23.3,³²³²µ¿,152,19.9,-,-,-,-,-,-,-,-,-,-
2024-06-09 1:00,20.4,³²³²µ¿,163,19.9,-,-,-,-,-,-,-,-,-,-
2024-06-09 1:10,18.4,³²,177,19.91,-,-,-,-,-,-,-,-,-,-
2024-06-09 1:20,22.6,¼­ºÏ¼­,294,19.91,-,-,-,-,-,-,-,-,-,-
2024-06-09 1:30,26,¼­ºÏ¼­,289,19.9,-,-,-,-,-,-,-,-,-,-
2024-06-09 1:40,25.8,³²,176,19.9,-,-,-,-,-,-,-,-,-,-
2024-06-09 1:50,28.2,³²,174,19.9,-,-,-,-,-,-,-,-,-,-
2024-06-09 2:00,27.5,³²,181,19.9,-,-,-,-,-,-,-,-,-,-
2024-06-09 2:10,34.4,³²,184,19.9,-,-,-,-,-,-,-,-,-,-
2024-06-09 2:20,30.7,³²,180,19.93,-,-,-,-,-,-,-,-,-,-
2024-06-09 2:30,36.1,³²,182,19.94,-,-,-,-,-,-,-,-,-,-
2024-06-09 2:40,34,³²,182,19.94,-,-,-,-,-,-,-,-,-,-
2024-06-09 2:50,36.7,³²,181,19.92,-,-,-,-,-,-,-,-,-,-
2024-06-09 3:00,35.7,³²³²¼­,192,19.95,-,-,-,-,-,-,-,-,-,-
2024-06-09 3:10,36.4,³²,187,19.98,-,-,-,-,-,-,-,-,-,-
2024-06-09 3:20,37.1,³²,189,19.97,-,-,-,-,-,-,-,-,-,-
2024-06-09 3:30,26.3,³²³²¼­,192,19.92,-,-,-,-,-,-,-,-,-,-
2024-06-09 3:40,30.1,³²³²¼­,193,19.93,-,-,-,-,-,-,-,-,-,-
2024-06-09 3:50,33.3,³²,190,19.97,-,-,-,-,-,-,-,-,-,-
2024-06-09 4:00,35.2,³²,189,19.96,-,-,-,-,-,-,-,-,-,-
2024-06-09 4:10,31.4,³²,188,19.96,-,-,-,-,-,-,-,-,-,-
2024-06-09 4:20,30.2,³²,182,19.99,-,-,-,-,-,-,-,-,-,-
2024-06-09 4:30,22.7,³²,190,20.03,-,-,-,-,-,-,-,-,-,-
2024-06-09 4:40,23.4,³²,182,19.99,-,-,-,-,-,-,-,-,-,-
2024-06-09 4:50,24.4,³²,183,19.93,-,-,-,-,-,-,-,-,-,-
2024-06-09 5:00,21.5,³²³²¼­,192,19.95,-,-,-,-,-,-,-,-,-,-
2024-06-09 5:10,16.9,³²¼­,215,20,-,-,-,-,-,-,-,-,-,-
2024-06-09 5:20,20.6,³²³²¼­,196,20.06,-,-,-,-,-,-,-,-,-,-
2024-06-09 5:30,23.1,³²³²¼­,205,20.11,-,-,-,-,-,-,-,-,-,-
2024-06-09 5:40,13.8,³²¼­,215,20.1,-,-,-,-,-,-,-,-,-,-
2024-06-09 5:50,16.6,³²¼­,229,20.1,-,-,-,-,-,-,-,-,-,-
2024-06-09 6:00,14.7,¼­³²¼­,239,20.09,-,-,-,-,-,-,-,-,-,-
2024-06-09 6:10,12.3,¼­,259,20.06,-,-,-,-,-,-,-,-,-,-
2024-06-09 6:20,12.6,ºÏºÏ¼­,344,20.04,-,-,-,-,-,-,-,-,-,-
2024-06-09 6:30,17.2,¼­ºÏ¼­,297,20.03,-,-,-,-,-,-,-,-,-,-
2024-06-09 6:40,17.1,ºÏºÏ¼­,328,20,-,-,-,-,-,-,-,-,-,-
2024-06-09 6:50,19,ºÏºÏ¼­,328,19.96,-,-,-,-,-,-,-,-,-,-
2024-06-09 7:00,22.6,ºÏºÏ¼­,329,19.95,-,-,-,-,-,-,-,-,-,-
2024-06-09 7:10,24.1,ºÏºÏ¼­,331,19.97,-,-,-,-,-,-,-,-,-,-
2024-06-09 7:20,26,ºÏ¼­,325,19.95,-,-,-,-,-,-,-,-,-,-
2024-06-09 7:30,20.7,ºÏ¼­,326,19.96,-,-,-,-,-,-,-,-,-,-
2024-06-09 7:40,18.6,ºÏ¼­,315,19.96,-,-,-,-,-,-,-,-,-,-
2024-06-09 7:50,19.4,ºÏ¼­,318,19.95,-,-,-,-,-,-,-,-,-,-
2024-06-09 8:00,21.3,ºÏ¼­,317,19.97,-,-,-,-,-,-,-,-,-,-
2024-06-09 8:10,26.2,ºÏ¼­,322,19.96,-,-,-,-,-,-,-,-,-,-
2024-06-09 8:20,24.3,ºÏ¼­,309,19.96,-,-,-,-,-,-,-,-,-,-
2024-06-09 8:30,20.7,ºÏ¼­,325,19.96,-,-,-,-,-,-,-,-,-,-
2024-06-09 8:40,22.6,ºÏºÏ¼­,331,19.95,-,-,-,-,-,-,-,-,-,-
2024-06-09 8:50,19.5,ºÏºÏ¼­,339,19.94,-,-,-,-,-,-,-,-,-,-
2024-06-09 9:00,20.9,ºÏ,359,19.91,-,-,-,-,-,-,-,-,-,-
2024-06-09 9:10,25.8,ºÏ,354,19.9,-,-,-,-,-,-,-,-,-,-
2024-06-09 9:20,14.1,ºÏºÏ¼­,332,19.93,-,-,-,-,-,-,-,-,-,-
2024-06-09 9:30,23,ºÏ,350,19.87,-,-,-,-,-,-,-,-,-,-
2024-06-09 9:40,21.6,ºÏ,3,19.82,-,-,-,-,-,-,-,-,-,-
2024-06-09 9:50,18.9,ºÏ,1,19.8,-,-,-,-,-,-,-,-,-,-
2024-06-09 10:00,17.9,ºÏ,360,19.79,-,-,-,-,-,-,-,-,-,-
2024-06-09 10:10,15.9,ºÏºÏµ¿,33,19.8,-,-,-,-,-,-,-,-,-,-
2024-06-09 10:20,14.5,ºÏµ¿,39,19.8,-,-,-,-,-,-,-,-,-,-
2024-06-09 10:30,12.3,ºÏµ¿,36,19.8,-,-,-,-,-,-,-,-,-,-
2024-06-09 10:40,11.9,ºÏµ¿,34,19.83,-,-,-,-,-,-,-,-,-,-
2024-06-09 10:50,9.1,ºÏµ¿,41,19.86,-,-,-,-,-,-,-,-,-,-
2024-06-09 11:00,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024-06-09 11:10,7.3,µ¿ºÏµ¿,75,19.87,-,-,-,-,-,-,-,-,-,-
2024-06-09 11:20,4.6,µ¿ºÏµ¿,65,19.92,-,-,-,-,-,-,-,-,-,-
2024-06-09 11:30,6,³²µ¿,134,19.92,-,-,-,-,-,-,-,-,-,-
2024-06-09 11:40,3.6,³²,174,19.92,-,-,-,-,-,-,-,-,-,-
2024-06-09 11:50,4.9,³²³²µ¿,157,19.94,-,-,-,-,-,-,-,-,-,-
2024-06-09 12:00,9.8,³²³²µ¿,150,20.1,-,-,-,-,-,-,-,-,-,-
2024-06-09 12:10,13.4,³²µ¿,137,20.2,-,-,-,-,-,-,-,-,-,-
2024-06-09 12:20,13.9,³²³²µ¿,150,20.24,-,-,-,-,-,-,-,-,-,-
2024-06-09 12:30,10.9,³²³²µ¿,164,20.22,-,-,-,-,-,-,-,-,-,-
2024-06-09 12:40,16.9,³²³²µ¿,161,20.2,-,-,-,-,-,-,-,-,-,-
2024-06-09 12:50,17.4,³²³²µ¿,158,20.21,-,-,-,-,-,-,-,-,-,-
2024-06-09 13:00,11.4,³²³²µ¿,162,20.15,-,-,-,-,-,-,-,-,-,-
2024-06-09 13:10,11.7,³²³²µ¿,155,20.11,-,-,-,-,-,-,-,-,-,-
2024-06-09 13:20,13.5,³²,176,20.14,-,-,-,-,-,-,-,-,-,-
2024-06-09 13:30,16.2,³²,174,20.23,-,-,-,-,-,-,-,-,-,-
2024-06-09 13:40,22.2,³²³²µ¿,166,20.15,-,-,-,-,-,-,-,-,-,-
2024-06-09 13:50,23.8,³²,172,20.16,-,-,-,-,-,-,-,-,-,-
2024-06-09 14:00,30,³²³²µ¿,168,20.12,-,-,-,-,-,-,-,-,-,-
2024-06-09 14:10,33.4,³²³²µ¿,163,20.15,-,-,-,-,-,-,-,-,-,-
2024-06-09 14:20,32.4,³²³²µ¿,167,20.22,-,-,-,-,-,-,-,-,-,-
2024-06-09 14:30,31.4,³²³²µ¿,167,20.2,-,-,-,-,-,-,-,-,-,-
2024-06-09 14:40,26.6,³²,181,20.17,-,-,-,-,-,-,-,-,-,-
2024-06-09 14:50,30.1,³²,175,20.19,-,-,-,-,-,-,-,-,-,-
2024-06-09 15:00,35.9,³²,173,20.15,-,-,-,-,-,-,-,-,-,-
2024-06-09 15:10,33.6,³²,190,20.14,-,-,-,-,-,-,-,-,-,-
2024-06-09 15:20,33.8,³²,185,20.23,-,-,-,-,-,-,-,-,-,-
2024-06-09 15:30,35.7,¼­ºÏ¼­,284,20.19,-,-,-,-,-,-,-,-,-,-
2024-06-09 15:40,31.5,³²,185,20.15,-,-,-,-,-,-,-,-,-,-
2024-06-09 15:50,26.3,¼­ºÏ¼­,286,20.19,-,-,-,-,-,-,-,-,-,-
2024-06-09 16:00,31.4,³²,174,20.1,-,-,-,-,-,-,-,-,-,-
2024-06-09 16:10,30.5,³²,178,20.12,-,-,-,-,-,-,-,-,-,-
2024-06-09 16:20,22.3,¼­ºÏ¼­,282,20.24,-,-,-,-,-,-,-,-,-,-
2024-06-09 16:30,24.3,³²,180,20.27,-,-,-,-,-,-,-,-,-,-
2024-06-09 16:40,20.4,³²³²¼­,195,20.34,-,-,-,-,-,-,-,-,-,-
2024-06-09 16:50,18.6,³²,182,20.26,-,-,-,-,-,-,-,-,-,-
2024-06-09 17:00,14.2,³²,187,20.13,-,-,-,-,-,-,-,-,-,-
2024-06-09 17:10,18.7,³²,188,20.19,-,-,-,-,-,-,-,-,-,-
2024-06-09 17:20,14.1,¼­³²¼­,252,20.3,-,-,-,-,-,-,-,-,-,-
2024-06-09 17:30,9,¼­³²¼­,252,20.31,-,-,-,-,-,-,-,-,-,-
2024-06-09 17:40,11.1,³²¼­,233,20.29,-,-,-,-,-,-,-,-,-,-
2024-06-09 17:50,8.6,³²¼­,221,20.22,-,-,-,-,-,-,-,-,-,-
2024-06-09 18:00,3.7,³²¼­,230,20.32,-,-,-,-,-,-,-,-,-,-
2024-06-09 18:10,2.4,¼­,272,20.27,-,-,-,-,-,-,-,-,-,-
2024-06-09 18:20,8.4,¼­ºÏ¼­,299,20.27,-,-,-,-,-,-,-,-,-,-
2024-06-09 18:30,14,ºÏ¼­,306,20.48,-,-,-,-,-,-,-,-,-,-
2024-06-09 18:40,18.3,ºÏºÏ¼­,328,20.58,-,-,-,-,-,-,-,-,-,-
2024-06-09 18:50,23.4,ºÏºÏ¼­,341,20.62,-,-,-,-,-,-,-,-,-,-
2024-06-09 19:00,21.1,ºÏºÏ¼­,339,20.53,-,-,-,-,-,-,-,-,-,-
2024-06-09 19:10,23.7,ºÏºÏ¼­,342,20.5,-,-,-,-,-,-,-,-,-,-
2024-06-09 19:20,13.3,ºÏºÏ¼­,340,20.5,-,-,-,-,-,-,-,-,-,-
2024-06-09 19:30,21.2,ºÏºÏ¼­,339,20.48,-,-,-,-,-,-,-,-,-,-
2024-06-09 19:40,23.8,ºÏºÏ¼­,334,20.39,-,-,-,-,-,-,-,-,-,-
2024-06-09 19:50,21.3,ºÏºÏ¼­,330,20.32,-,-,-,-,-,-,-,-,-,-
2024-06-09 20:00,25.8,ºÏºÏ¼­,339,20.35,-,-,-,-,-,-,-,-,-,-
2024-06-09 20:10,26.7,ºÏºÏ¼­,345,20.35,-,-,-,-,-,-,-,-,-,-
2024-06-09 20:20,30,ºÏºÏ¼­,345,20.31,-,-,-,-,-,-,-,-,-,-
2024-06-09 20:30,32.2,ºÏºÏ¼­,347,20.27,-,-,-,-,-,-,-,-,-,-
2024-06-09 20:40,29,ºÏ,358,20.1,-,-,-,-,-,-,-,-,-,-
2024-06-09 20:50,34.8,ºÏ,356,20.06,-,-,-,-,-,-,-,-,-,-
2024-06-09 21:00,29,ºÏ,356,20.06,-,-,-,-,-,-,-,-,-,-
2024-06-09 21:10,28.5,¼­ºÏ¼­,283,20.06,-,-,-,-,-,-,-,-,-,-
2024-06-09 21:20,33.7,¼­,281,20.14,-,-,-,-,-,-,-,-,-,-
2024-06-09 21:30,34.3,ºÏ,0,20.34,-,-,-,-,-,-,-,-,-,-
2024-06-09 21:40,25.6,ºÏ,1,20.36,-,-,-,-,-,-,-,-,-,-
2024-06-09 21:50,26.4,ºÏ,2,20.47,-,-,-,-,-,-,-,-,-,-
2024-06-09 22:00,25,ºÏ,2,20.51,-,-,-,-,-,-,-,-,-,-
2024-06-09 22:10,27.3,ºÏ,360,20.54,-,-,-,-,-,-,-,-,-,-
2024-06-09 22:20,27.5,ºÏ,7,20.46,-,-,-,-,-,-,-,-,-,-
2024-06-09 22:30,22.3,¼­ºÏ¼­,283,20.38,-,-,-,-,-,-,-,-,-,-
2024-06-09 22:40,22.6,ºÏ,1,20.35,-,-,-,-,-,-,-,-,-,-
2024-06-09 22:50,26.8,ºÏ,360,20.46,-,-,-,-,-,-,-,-,-,-
2024-06-09 23:00,24,ºÏ,3,20.51,-,-,-,-,-,-,-,-,-,-
2024-06-09 23:10,23.7,ºÏ,4,20.45,-,-,-,-,-,-,-,-,-,-
2024-06-09 23:20,21.2,ºÏ,9,20.45,-,-,-,-,-,-,-,-,-,-
2024-06-09 23:30,16.9,ºÏ,11,20.48,-,-,-,-,-,-,-,-,-,-
2024-06-09 23:40,15.9,ºÏºÏ¼­,347,20.5,-,-,-,-,-,-,-,-,-,-
2024-06-09 23:50,13.8,ºÏ,6,20.51,-,-,-,-,-,-,-,-,-,-
2024-06-10 0:00,9.4,ºÏ,11,20.51,-,-,-,-,-,-,-,-,-,-
2024-06-10 0:10,7.4,ºÏºÏµ¿,31,20.49,-,-,-,-,-,-,-,-,-,-
2024-06-10 0:20,5.4,µ¿ºÏµ¿,66,20.48,-,-,-,-,-,-,-,-,-,-
2024-06-10 0:30,10,µ¿,91,20.46,-,-,-,-,-,-,-,-,-,-
2024-06-10 0:40,10.2,³²µ¿,124,20.46,-,-,-,-,-,-,-,-,-,-
2024-06-10 0:50,11,³²³²µ¿,153,20.46,-,-,-,-,-,-,-,-,-,-
2024-06-10 1:00,6.6,ºÏºÏ¼­,328,20.48,-,-,-,-,-,-,-,-,-,-
2024-06-10 1:10,8.2,³²µ¿,144,20.47,-,-,-,-,-,-,-,-,-,-
2024-06-10 1:20,15.3,³²µ¿,140,20.47,-,-,-,-,-,-,-,-,-,-
2024-06-10 1:30,21.6,³²µ¿,144,20.48,-,-,-,-,-,-,-,-,-,-
2024-06-10 1:40,24,³²³²µ¿,151,20.47,-,-,-,-,-,-,-,-,-,-
2024-06-10 1:50,23.3,³²³²µ¿,160,20.48,-,-,-,-,-,-,-,-,-,-
2024-06-10 2:00,20.8,³²³²µ¿,163,20.46,-,-,-,-,-,-,-,-,-,-
2024-06-10 2:10,24.1,³²³²µ¿,161,20.43,-,-,-,-,-,-,-,-,-,-
2024-06-10 2:20,29.7,³²³²µ¿,154,20.49,-,-,-,-,-,-,-,-,-,-
2024-06-10 2:30,33.4,³²³²µ¿,163,20.57,-,-,-,-,-,-,-,-,-,-
2024-06-10 2:40,32,³²³²µ¿,168,20.61,-,-,-,-,-,-,-,-,-,-
